Team,Oppo,Date,Comp,Res,Appear,g,a,sh,sg,fc,fs,yc,rc
San Lorenzo,A - Godoy Cruz M,"Jul 26, 2015",Prim A,D 1-1,Started,0,0,0,0,2,2,0,0
San Lorenzo,H - Arsenal de S,"Jul 17, 2015",Prim A,W 3-0,Started,0,0,0,0,2,0,1,0
San Lorenzo,A - Unión,"Jul 11, 2015",Prim A,D 1-1,Started,0,0,1,0,1,2,1,0
San Lorenzo,H - Belgrano,"Jun 6, 2015",Prim A,D 0-0,Started,0,0,1,0,1,1,0,0
San Lorenzo,A - Quilmes,"May 29, 2015",Prim A,W 1-2,Started,0,0,0,0,1,1,1,0
San Lorenzo,H - Sarmiento de,"May 23, 2015",Prim A,W 3-0,Started,0,0,0,0,1,1,0,0
San Lorenzo,A - Newell's,"May 9, 2015",Prim A,D 1-1,Started,0,0,0,0,1,0,0,0
San Lorenzo,H - Vélez,"May 2, 2015",Prim A,W 1-0,Started,0,0,1,0,1,1,0,0
San Lorenzo,H - Independient,"Apr 11, 2015",Prim A,W 1-0,Started,0,0,0,0,2,1,1,0
San Lorenzo,A - River,"Apr 5, 2015",Prim A,L 1-0,Started,0,0,0,0,1,0,0,0
San Lorenzo,H - Lanús,"Mar 28, 2015",Prim A,W 4-0,Started,0,0,2,0,0,1,0,0
San Lorenzo,A - Nva Chicago,"Mar 23, 2015",Prim A,W 0-1,Started,0,0,1,0,1,1,0,0
San Lorenzo,H - Huracán,"Mar 15, 2015",Prim A,W 3-1,Started,0,0,1,0,2,1,0,0
San Lorenzo,A - Estudiantes,"Mar 9, 2015",Prim A,W 0-2,Substitute,0,0,1,0,0,0,0,0
San Lorenzo,H - San Martín,"Feb 28, 2015",Prim A,L 1-2,Started,0,0,0,0,1,0,0,0
San Lorenzo,A - Def. y Jus.,"Feb 23, 2015",Prim A,W 1-2,Started,0,0,1,0,0,2,0,0
San Lorenzo,H - River,"Feb 11, 2015",Recopa,L 0-1,Started,0,0,0,0,2,2,0,0
San Lorenzo,A - River,"Feb 6, 2015",Recopa,L 1-0,Started,0,0,0,0,4,0,0,0
