Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id,line/ramp,speed
 , , , , , , , , , , , , , , , 
BERGSTROM Madeleine,SWE,F,12S026R,42.0,0.0,0.0,1988.0,R,1.0,W1,10/23/2011,1.0,USAS0306,6.00@14.250,55.0
 , , , , , , , , , , , , , , , 
BERGSTROM Madeleine,SWE,F,12S026R,44.0,0.0,0.0,1988.0,R,2.0,W1,10/23/2011,1.0,USAS0306,2.00@13.000,55.0
 , , , , , , , , , , , , , , , 
BERGSTROM Madeleine,SWE,F,12S027R,42.5,0.0,0.0,1988.0,R,1.0,W1,11/06/2011,1.0,USAS0306,0.50@13.000,55.0
 , , , , , , , , , , , , , , , 
BERGSTROM Madeleine,SWE,F,12S027R,40.5,0.0,0.0,1988.0,R,2.0,W1,11/06/2011,1.0,USAS0306,4.50@14.250,55.0
 , , , , , , , , , , , , , , , 
BERGSTROM Madeleine,SWE,F,12S070R,39.5,0.0,0.0,1988.0,R,1.0,W1,10/27/2011,1.0,USAS0355,3.50@14.250,55.0
 , , , , , , , , , , , , , , , 
BERGSTROM Madeleine,SWE,F,12S070R,43.5,0.0,0.0,1988.0,R,2.0,W1,10/27/2011,1.0,USAS0355,1.50@13.000,55.0
 , , , , , , , , , , , , , , , 
BERGSTROM Madeleine,SWE,F,12S061R,38.5,0.0,0.0,1988.0,R,2.0,W1,10/16/2011,1.0,USAS0747,2.50@14.250,55.0
