Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
E Alfonzo,QR,3B,0.28,55,214,25,60,12,0,3,17,23,17,1,2,2,2,6,0.355,0.379,0.734
P Castellano,LAR,1B,0.361,104,371,49,134,25,1,11,61,50,48,3,2,0,4,15,0.437,0.523,0.96
J Hernandez,YUC,1B,0.298,104,396,66,118,21,6,6,67,50,91,10,5,0,3,12,0.382,0.427,0.809
R Petagine,MXO,1B,0.372,37,129,25,48,10,1,6,27,29,23,0,1,0,1,5,0.488,0.605,1.092
P Valdes,OAX,1B,0.357,104,359,57,128,25,0,17,78,65,31,0,0,0,5,16,0.451,0.568,1.019
M Valdez,VAQ,1B,0.283,79,258,41,73,16,0,12,51,42,31,1,0,0,4,6,0.38,0.484,0.865
M Lopez,MTY,1B,0.321,105,390,81,125,33,1,22,97,59,86,1,1,0,10,8,0.403,0.579,0.983
W Otanez,MIN,1B,0.28,106,400,50,112,23,0,10,61,53,54,4,3,0,6,13,0.368,0.413,0.78
F Seguignol,TAB,1B,0.27,49,178,16,48,11,0,5,24,19,23,0,0,0,0,10,0.347,0.416,0.762
W Veras,CHI,3B,0.335,43,173,31,58,8,0,2,20,10,8,3,2,0,1,9,0.38,0.416,0.796
J Macias,MXO,3B,0.349,78,301,56,105,12,8,5,46,24,21,6,5,9,1,8,0.396,0.492,0.887
E Guzman,QR,1B,0.308,66,234,31,72,10,0,6,29,40,9,1,3,3,0,4,0.413,0.427,0.84
J Leon,OAX,3B,0.279,28,104,13,29,4,0,5,15,7,24,0,0,0,0,6,0.336,0.462,0.798
J Franco,QR,1B,0.25,36,128,17,32,6,1,1,15,20,34,3,1,0,0,9,0.356,0.336,0.692
G Gil,MXO,1B,0.298,92,326,53,97,13,2,11,51,29,35,1,0,4,0,9,0.371,0.451,0.822
A Abad,PUE,1B,0.196,30,107,10,21,5,0,0,14,10,19,0,1,1,0,3,0.283,0.243,0.526
B Nelson,MTY,3B,0.27,39,141,18,38,11,0,3,21,19,9,6,2,3,1,7,0.354,0.411,0.765
K Pellow,SLT,1B,0.385,103,374,91,144,27,0,34,107,49,64,3,2,0,7,6,0.459,0.73,1.189
L Figueroa,PUE,3B,0.332,72,262,27,87,19,0,3,37,22,13,0,0,4,3,15,0.388,0.439,0.827
S Adriana,VRA,1B,0.327,110,419,83,137,23,4,17,76,58,61,16,8,3,5,14,0.419,0.523,0.942
V Rodriguez,TAB,3B,0.358,104,397,62,142,21,0,8,57,25,23,3,0,4,7,17,0.395,0.471,0.866
B Rios,MIN,3B,0.286,15,56,6,16,5,0,2,5,3,9,0,0,1,0,4,0.322,0.482,0.804
J Gutierrez,MVA,1B,0.317,106,397,66,126,27,0,13,81,32,54,1,0,2,4,12,0.381,0.484,0.864
J Trejo,TIJ,3B,0.255,96,326,46,83,14,1,8,33,23,56,5,5,8,1,13,0.318,0.377,0.696
