Pitcher,Team,AB,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS
Phil Hughes,MIN,5,1,0,0,0,0,0,2,0,0,0.2,0.2,0.2,0.4
Ricky Nolasco,MIN,3,2,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.333
Antonio Bastardo,PIT,3,1,1,0,0,0,0,1,0,0,0.333,0.333,0.667,1.0
Eddie Butler,COL,3,1,1,0,0,2,0,0,0,0,0.333,0.333,0.667,1.0
Mike Fiers,MIL,3,1,1,0,0,0,0,0,0,0,0.333,0.333,0.667,1.0
Cole Hamels,PHI,3,1,0,0,1,2,0,0,0,0,0.333,0.333,1.333,1.667
Aaron Harang,PHI,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
James Russell,CHI-N,3,1,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.667
Joe Saunders,SEA,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Jerome Williams,PHI,3,1,0,0,1,3,0,0,0,0,0.333,0.333,1.333,1.667
Travis Blackley,SF,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Matt Cain,SF,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Taylor Jungmann,MIL,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
David Price,DET,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Kyle Ryan,DET,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Chris Volstad,PIT,3,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0
Mike Pelfrey,MIN,2,2,0,0,0,1,0,0,2,0,1.0,1.0,1.0,2.0
Travis Wood,CHI-N,2,2,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Carlos Carrasco,CLE,2,1,0,0,0,0,0,1,0,0,0.5,0.667,0.5,1.167
Gerrit Cole,PIT,2,1,0,0,0,0,1,1,1,0,0.5,0.667,0.5,1.167
Justin De Fratus,PHI,2,1,1,0,0,0,0,1,0,0,0.5,0.5,1.0,1.5
Jason Hammel,CHI-N,2,1,1,0,0,1,1,0,0,1,0.5,0.667,1.0,1.667
Paul Maholm, ,2,1,0,0,0,0,1,0,0,0,0.5,0.667,0.5,1.167
Anibal Sanchez,DET,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Patrick Corbin,AZ,2,0,0,0,0,0,1,1,0,0,0.0,0.333,0.0,0.333
Brad Hand,MIA,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Matt Harvey,NY-N,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jason Motte,CHI-N,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Josh Outman,ATL,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Hector Rondon,CHI-N,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Jonathan Sanchez, ,2,0,0,0,0,0,1,2,0,1,0.0,0.333,0.0,0.333
Carlos Torres,NY-N,2,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0
Tsuyoshi Wada,CHI-N,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Dallas Beeler,CHI-N,1,1,0,0,0,1,0,0,0,0,1.0,1.0,1.0,2.0
Rafael Betancourt,COL,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Blaine Boyer,MIN,1,1,0,0,0,1,0,0,0,0,1.0,1.0,1.0,2.0
Tim Dillard,MIL,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Yovani Gallardo,TEX,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Jeremy Jeffress,MIL,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Kyle McClellan, ,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Jimmy Nelson,MIL,1,1,0,0,1,1,1,0,0,0,1.0,1.0,4.0,5.0
Adam Ottavino,COL,1,1,1,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0
Bobby Parnell,NY-N,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
J.J. Putz, ,1,1,1,0,0,2,0,0,0,0,1.0,1.0,2.0,3.0
Chris Sale,CHI-A,1,1,0,0,0,1,0,0,0,0,1.0,1.0,1.0,2.0
Bryan Shaw,CLE,1,1,0,0,0,1,1,0,0,0,1.0,0.667,1.0,1.667
Hisanori Takahashi, ,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Alex Wilson,DET,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Fernando Abad,OAK,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Al Alburquerque,DET,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jairo Asencio, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Justin Berg, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Mitchell Boggs, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Joba Chamberlain,TOR,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Josh Collmenter,AZ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Neal Cotts,MIL,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Tyler Cravy,MIL,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Enerio Del Rosario, ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jeurys Familia,NY-N,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Freddy Garcia, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Brandon Gomes,TB,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
J.R. Graham,MIN,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Zack Greinke,LA,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Justin Grimm,CHI-N,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
LaTroy Hawkins,TOR,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jeremy Horst,MIL,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jared Hughes,PIT,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Casey Janssen,WAS,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ian Krol,DET,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Kyle Lohse,MIL,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Javier Lopez,SF,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Lucas Luetge,SEA,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jeff Manship,CLE,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Victor Marte,STL,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Steven Matz,NY-N,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Daniel McCutchen,SD,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Dustin McGowan,PHI,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Mark Melancon,PIT,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Dustin Moseley,MIA,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Guillermo Mota, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Edward Mujica,OAK,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Juan Oviedo, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Troy Patton,KC,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Glen Perkins,MIN,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ramon Ramirez,BAL,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
A.J. Ramos,MIA,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
David Robertson,CHI-A,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Esmil Rogers,NY-A,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Tyson Ross,SD,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
