Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
J Ronda,BIL,SS,0.253,29,83,18,21,3,3,1,15,18,25,0,1,1,1,2,0.382,0.398,0.78
Y Lasso,BIL,SS,0.095,9,21,1,2,0,0,0,1,6,8,0,0,0,1,0,0.286,0.095,0.381
K Feiner,BIL,SS,0.1,3,10,2,1,0,0,0,1,0,3,0,0,0,0,0,0.1,0.1,0.2
S McKnight,HEL,SS,0.242,40,128,16,31,8,1,0,14,9,25,3,0,3,4,3,0.294,0.32,0.614
J Castillo,GRF,SS,0.219,52,178,24,39,7,1,1,20,16,43,5,2,3,1,5,0.303,0.287,0.59
J Schmidt,GRF,SS,0.259,42,143,13,37,13,0,1,15,7,43,4,3,2,0,2,0.303,0.371,0.673
R Acosta,GRF,SS,0.277,45,148,25,41,5,2,4,24,18,25,5,0,3,0,3,0.371,0.419,0.79
S Hayes,IDF,SS,0.214,17,56,6,12,4,0,0,8,8,21,3,1,0,1,1,0.308,0.286,0.593
C McConnell,IDF,SS,0.331,70,275,56,91,17,8,6,39,31,34,7,6,7,7,7,0.403,0.516,0.919
J Johnson,IDF,SS,0.24,37,129,20,31,5,4,2,26,25,25,3,6,3,1,7,0.369,0.388,0.757
J Colafemina,IDF,SS,0.238,49,151,30,36,8,1,1,17,17,20,12,1,5,1,3,0.322,0.325,0.646
B Herrera,IDF,SS,0.254,29,122,25,31,8,1,2,17,14,27,0,0,1,0,6,0.35,0.385,0.735
I De Jesus,OGD,SS,0.208,20,72,4,15,1,0,0,3,6,18,3,3,0,0,1,0.296,0.222,0.519
R Nazario,CAS,SS,0.225,56,182,24,41,5,1,0,12,19,40,7,4,4,0,4,0.312,0.264,0.576
G Strickland,CAS,SS,0.228,36,123,13,28,5,3,0,7,11,34,6,7,0,0,3,0.291,0.317,0.608
