Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
S Casey,ALT,1B,0.273,3,11,1,3,0,0,1,2,1,0,0,0,0,0,1,0.333,0.545,0.879
R Fick,HAR,1B,0.281,16,57,11,16,1,0,1,4,8,8,2,1,0,0,1,0.369,0.351,0.72
S Pond,ALT,1B,0.249,128,461,64,115,32,3,13,78,59,121,3,3,0,4,4,0.335,0.416,0.751
M Aubrey,AKR,1B,0.269,6,26,3,7,2,0,1,2,2,4,0,0,0,0,0,0.345,0.462,0.806
B Myrow,POR,1B,0.27,20,63,3,17,5,0,0,6,3,17,0,0,0,1,1,0.299,0.349,0.648
M Padgett,REA,1B,0.304,39,135,22,41,9,2,4,22,18,34,0,0,0,1,3,0.395,0.489,0.884
G Burnham,REA,1B,0.341,80,290,50,99,20,0,16,60,30,31,2,1,0,2,15,0.412,0.576,0.987
L Daigle,BOW,1B,0.233,126,421,53,98,18,2,15,63,46,122,2,5,1,9,9,0.314,0.392,0.706
B Harper,BIN,1B,0.338,19,65,8,22,7,0,0,8,7,19,1,0,0,0,4,0.427,0.446,0.873
J Whitesell,HAR,1B,0.264,127,402,47,106,11,0,19,56,53,125,2,6,6,2,16,0.354,0.433,0.786
J West,POR,1B,0.269,124,450,64,121,32,1,13,66,41,64,1,3,0,4,15,0.342,0.431,0.773
E Von Schell,CON,1B,0.228,116,369,34,84,23,1,9,35,24,101,0,1,2,1,8,0.276,0.369,0.645
T Ishikawa,CON,1B,0.232,86,298,33,69,13,4,10,42,35,88,0,0,1,3,4,0.316,0.403,0.718
E Duncan,TRN,1B,0.248,57,206,32,51,15,2,10,29,32,38,0,0,0,1,4,0.355,0.485,0.841
B Hansen,REA,1B,0.146,24,82,3,12,3,0,0,6,4,16,0,0,0,0,3,0.186,0.183,0.369
C Cannon,NH,1B,0.248,135,475,78,118,25,1,27,69,51,158,0,2,1,1,5,0.335,0.476,0.81
R Mulhern,AKR,1B,0.268,121,452,65,121,26,3,15,69,40,123,1,0,0,2,9,0.335,0.438,0.773
D Yount,BOW,1B,0.228,54,167,21,38,5,0,5,20,25,52,0,2,0,5,6,0.323,0.347,0.671
L Jimenez,POR,1B,0.276,115,395,74,109,22,2,17,70,58,90,9,2,0,6,12,0.371,0.471,0.842
B Gemoll,REA,1B,0.237,92,283,21,67,22,2,3,27,20,61,1,2,4,1,4,0.289,0.36,0.649
M Delgado,BOW,1B,0.26,56,208,18,54,10,1,5,18,12,37,0,0,1,1,8,0.305,0.389,0.694
V Chiaravalloti,NH,1B,0.19,42,137,17,26,3,0,6,18,14,45,0,0,1,2,2,0.271,0.343,0.614
K Hunt,ERI,1B,0.228,107,382,38,87,16,1,22,52,9,123,0,1,1,3,9,0.246,0.448,0.693
R Ruiz,TRN,1B,0.286,119,468,72,134,35,1,26,87,41,132,2,0,0,2,12,0.361,0.532,0.893
R Lane,HAR,1B,0.202,116,228,18,46,11,2,2,27,12,50,1,1,3,2,6,0.243,0.294,0.537
D Matienzo,NBR,1B,0.252,125,472,58,119,24,1,17,76,25,117,2,2,1,5,19,0.295,0.415,0.711
M Abreu,BIN,1B,0.332,111,398,62,132,26,1,17,70,45,87,0,0,0,2,12,0.404,0.53,0.935
