Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
P Murray,WIL,1B,0.244,22,86,10,21,5,0,1,10,5,18,0,0,0,0,4,0.293,0.337,0.631
M Trinidad,SC,1B,0.133,4,15,0,2,2,0,0,0,0,4,0,0,0,0,0,0.133,0.267,0.4
D Medina,BAT,1B,0.29,69,248,43,72,14,1,8,31,36,77,2,2,0,2,4,0.382,0.452,0.834
L Stewart,BRK,1B,0.176,17,51,5,9,3,1,1,5,11,20,0,0,0,0,0,0.323,0.333,0.656
R Moldenhauer,AUB,1B,0.289,51,190,20,55,16,0,5,30,21,31,1,1,0,4,9,0.371,0.453,0.824
R Ruiz,BAT,1B,0.265,62,230,35,61,20,0,7,38,23,41,7,3,0,4,4,0.332,0.443,0.776
R Nunez,SI,1B,0.272,69,257,25,70,20,0,3,32,20,80,0,0,0,3,12,0.326,0.385,0.711
C Davidson,TRI,1B,0.0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0
Z Wilson,SI,1B,0.256,65,234,39,60,15,1,10,31,20,40,0,1,0,2,7,0.346,0.457,0.803
J Malm,HV,1B,0.257,73,249,36,64,15,0,12,47,38,65,3,2,0,1,5,0.382,0.462,0.844
C Frenzel,BRK,1B,0.238,43,160,23,38,4,1,1,20,17,35,1,0,0,3,4,0.321,0.294,0.614
J Velleggia,ABD,1B,0.257,57,210,26,54,12,2,7,35,26,62,1,1,1,1,5,0.351,0.433,0.785
B Moanaroa,LOW,1B,0.241,58,203,23,49,11,3,5,31,29,73,0,0,0,0,4,0.339,0.399,0.738
J Holm,CT,1B,0.236,58,208,29,49,8,1,5,25,25,34,11,2,2,2,4,0.315,0.356,0.671
A Westlake,CT,1B,0.264,27,106,14,28,4,1,2,15,10,23,1,0,1,0,3,0.328,0.377,0.705
V Rosa,JAM,1B,0.21,41,143,16,30,9,1,1,18,7,54,0,0,0,2,2,0.258,0.308,0.566
M Rogers,AUB,1B,0.0,3,9,0,0,0,0,0,1,0,6,0,0,0,1,0,0.0,0.0,0.0
B McConkey,JAM,1B,0.246,34,130,14,32,3,0,2,14,18,24,1,2,0,0,3,0.342,0.315,0.658
D Green,CT,1B,0.341,65,246,33,84,19,2,7,44,18,35,1,0,1,2,12,0.395,0.52,0.915
D Stienstra,BAT,1B,0.258,33,120,16,31,4,1,0,9,9,11,3,1,3,0,4,0.315,0.308,0.624
J Sabourin,MV,1B,0.225,60,209,19,47,13,1,0,27,19,40,0,0,2,1,5,0.306,0.297,0.603
