Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Mar 8,at South Carolina,"L, 13-0",-,-,-,-,-,-,-,-,-,-,-
Mar 8,at South Carolina,"L, 8-0",-,-,-,-,-,-,-,-,-,-,-
Mar 9,at South Carolina,"L, 1-0",0,0,0,-,-,-,0,-,-,-,-
Mar 14,at George Mason,"W, 6-3",-,-,-,-,-,-,-,-,-,-,-
Mar 15,at George Mason,"L, 5-2",-,-,-,-,-,-,-,-,-,-,-
Mar 16,at George Mason,"L, 2-1",0,0,0,-,-,-,0,-,-,-,-
Mar 22,vs. UMass Lowell,"W, 8-2",0,0,0,-,-,-,0,-,-,-,-
Mar 22,at William & Mary,"L, 16-4",-,-,-,-,-,-,-,-,-,-,-
Mar 23,vs. UMass Lowell,"W, 9-3",-,-,-,-,-,-,-,-,-,-,-
Mar 24,at William & Mary,"W, 16-15",-,-,-,-,-,-,-,-,-,-,-
Mar 25,at Richmond, ,-,-,-,-,-,-,-,-,-,-,-
Mar 26,at Richmond, ,-,-,-,-,-,-,-,-,-,-,-
Mar 31,at Columbia,"L, 4-0",-,-,-,-,-,-,-,-,-,-,-
Mar 31,at Columbia,"L, 4-0",0,0,0,-,-,-,0,-,-,-,-
Apr 1,at Penn,"L, 3-2",-,-,-,-,-,-,-,-,-,-,-
Apr 1,at Penn,"L, 3-2",-,-,-,-,-,-,-,-,-,-,-
Apr 3,Siena,"W, 14-7",-,-,-,-,-,-,-,-,-,-,-
Apr 3,Siena,"W, 4-3",-,-,-,-,-,-,-,-,-,-,-
Apr 5,Princeton,"L, 3-2",-,-,-,-,-,-,-,-,-,-,-
Apr 5,Princeton,"L, 10-6",0,0,0,-,-,-,0,-,-,-,-
Apr 6,Cornell,"L, 4-1",-,-,-,-,-,-,-,-,-,-,-
Apr 6,Cornell,"L, 6-5",-,-,-,-,-,-,-,-,-,-,-
Apr 9,at Connecticut,"L, 7-4",-,-,-,-,-,-,-,-,-,-,-
Apr 12,at Harvard,"W, 5-4",-,-,-,-,-,-,-,-,-,-,-
Apr 12,at Harvard,"L, 10-8",0,0,0,-,-,-,0,-,-,-,-
Apr 13,at Harvard,"W, 1-0",-,-,-,-,-,-,-,-,-,-,-
Apr 13,at Harvard,"L, 13-3",-,-,-,-,-,-,-,-,-,-,-
Apr 16,at Holy Cross,"L, 9-0",-,-,-,-,-,-,-,-,-,-,-
Apr 19,Dartmouth,"W, 12-3",-,-,-,-,-,-,-,-,-,-,-
Apr 19,Dartmouth,"W, 7-6",0,0,0,-,-,-,0,-,-,-,-
Apr 20,Dartmouth,"L, 7-0",-,-,-,-,-,-,-,-,-,-,-
Apr 20,Dartmouth,"L, 3-2",-,-,-,-,-,-,-,-,-,-,-
Apr 23,at Bryant, ,-,-,-,-,-,-,-,-,-,-,-
Apr 25,Yale,"W, 7-0",0,0,0,-,-,-,0,-,-,-,-
Apr 25,Yale,"W, 12-7",-,-,-,-,-,-,-,-,-,-,-
Apr 26,at Yale, ,-,-,-,-,-,-,-,-,-,-,-
Apr 26,at Yale, ,-,-,-,-,-,-,-,-,-,-,-
Apr 27,at Yale,"L, 4-3",-,-,-,-,-,-,-,-,-,-,-
Apr 27,at Yale,"L, 6-5",-,-,-,-,-,-,-,-,-,-,-
Apr 28,at Rhode Island,"L, 12-7",-,-,-,-,-,-,-,-,-,-,-
Apr 29,at UMass Lowell,"W, 5-4",-,-,-,-,-,-,-,-,-,-,-
Apr 29,at UMass Lowell,"L, 5-3",-,-,-,-,-,-,-,-,-,-,-
May 6,Marist, ,-,-,-,-,-,-,-,-,-,-,-
May 6,Marist, ,-,-,-,-,-,-,-,-,-,-,-
