Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 4,Barry University (Fla.),"L, 4-3",5,0,1,-,-,-,1,-,-,-,-
Feb 4,Barry University (Fla.),"W, 7-0",3,1,1,-,-,-,2,-,-,-,-
Feb 5,Barry University (Fla.),"L, 6-5",3,2,1,-,-,1,1,-,1,-,-
Feb 11,at West Alabama,"L, 4-1",4,0,0,-,-,-,0,-,1,-,-
Feb 11,at West Alabama,"L, 9-6",1,0,0,-,-,-,0,1,-,-,-
Feb 12,at West Alabama,"L, 4-3",5,2,2,-,-,-,0,-,1,-,-
Feb 15,at Valdosta State,"L, 2-0",4,0,0,-,-,-,0,-,-,1,-
Feb 18,at UNC Pembroke,"L, 9-1",4,1,2,-,-,-,0,-,-,-,-
Feb 18,at UNC Pembroke,"L, 8-0",5,0,1,-,-,-,0,-,1,-,-
Feb 21,Thomas University (Ga.),"L, 7-2",4,0,0,-,-,-,0,-,1,-,-
Feb 23,at Albany State,"L, 11-6",5,2,1,1,-,-,1,-,-,-,-
Feb 25,Flagler College,"L, 14-3",4,0,0,-,-,-,0,1,-,1,1
Feb 25,Flagler College,"L, 7-6",4,0,0,-,-,-,0,-,4,-,-
Feb 26,Flagler College,"W, 5-4",4,1,1,1,-,-,0,-,-,-,-
Feb 28,Auburn Montgomery,"L, 4-1",3,1,1,-,-,-,0,1,-,-,-
Mar 4,at Armstrong,"L, 14-1",4,0,1,-,-,-,0,-,2,-,1
Mar 5,at Armstrong,"W, 8-6",3,1,2,-,-,-,0,1,1,-,-
Mar 5,at Armstrong,"L, 17-7",5,1,1,-,-,-,0,-,1,1,-
Mar 7,at Valdosta State,"L, 7-3",4,0,1,-,-,-,2,-,1,-,-
Mar 10,Lander University,"L, 10-1",4,0,0,-,-,-,0,-,1,-,-
Mar 10,Lander University,"L, 4-2",-,-,-,-,-,-,-,-,-,-,-
Mar 11,Lander University,"L, 14-1",-,-,-,-,-,-,-,-,-,-,-
Mar 14,Albany State,"W, 15-2",3,2,0,-,-,-,0,1,-,-,-
Mar 16,at USC Aiken,"L, 10-2",-,-,-,-,-,-,-,-,-,-,-
Mar 17,at USC Aiken,"L, 6-0",-,-,-,-,-,-,-,-,-,-,-
Mar 17,at USC Aiken,"L, 6-3",4,0,0,-,-,-,0,-,2,-,-
Mar 20,at Saint Leo,"L, 3-2",-,-,-,-,-,-,-,-,-,-,-
Mar 21,at Saint Leo,"L, 9-0",2,0,1,-,-,-,0,1,-,1,-
Mar 24,North Georgia,"W, 6-3",-,-,-,-,-,-,-,-,-,-,-
Mar 24,North Georgia,"L, 15-2",-,-,-,-,-,-,-,-,-,-,-
Mar 25,North Georgia,"L, 6-5",0,0,0,-,-,-,0,-,-,-,1
Mar 31,at Georgia Regents University,"W, 5-4",-,-,-,-,-,-,-,-,-,-,-
Mar 31,at Georgia Regents University,"L, 5-1",-,-,-,-,-,-,-,-,-,-,-
Apr 1,at Georgia Regents University,"W, 11-4",-,-,-,-,-,-,-,-,-,-,-
Apr 3,at Auburn Montgomery,"W, 4-2",3,1,1,-,-,-,-,-,-,-,-
Apr 6,Georgia College,"L, 10-2",-,-,-,-,-,-,-,-,-,-,-
Apr 7,Georgia College,"W, 2-1",-,-,-,-,-,-,-,-,-,-,-
Apr 7,Georgia College,"L, 3-1",-,-,-,-,-,-,-,-,-,-,-
Apr 11,Valdosta State,"L, 14-0",1,0,0,-,-,-,0,-,-,-,-
Apr 13,at Columbus State,"L, 3-1",-,-,-,-,-,-,-,-,-,-,-
Apr 14,at Columbus State,"W, 4-1",3,2,0,-,-,-,0,1,2,-,-
Apr 14,at Columbus State,"L, 6-4",3,1,0,-,-,-,0,-,-,-,-
Apr 18,at Thomas University (Ga.), ,-,-,-,-,-,-,-,-,-,-,-
Apr 20,University of Montevallo,"L, 6-2",3,0,0,-,-,-,1,-,-,-,-
Apr 20,University of Montevallo,"W, 6-0",-,-,-,-,-,-,-,-,-,-,-
Apr 21,University of Montevallo,"W, 9-6",4,1,2,-,1,-,3,-,-,-,-
Apr 28,Carson-Newman,"W, 9-3",4,1,1,-,-,-,1,-,2,-,-
Apr 29,Carson-Newman,"L, 6-2",-,-,-,-,-,-,-,-,-,-,-
