Pitcher,Team,AB,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS
Mike Leake,CIN,13,5,1,0,0,0,0,3,0,1,0.385,0.385,0.462,0.846
Kyle Kendrick,COL,10,3,1,0,1,1,1,2,0,0,0.3,0.364,0.7,1.064
Kris Medlen,KC,8,2,0,0,0,0,0,3,0,0,0.25,0.25,0.25,0.5
Mat Latos,MIA,8,1,0,0,0,0,1,1,0,0,0.125,0.3,0.125,0.425
Josh Johnson,SD,7,2,1,0,0,0,0,1,0,0,0.286,0.375,0.429,0.804
Chad Qualls,HOU,7,2,1,0,0,1,0,0,0,0,0.286,0.286,0.429,0.714
Henderson Alvarez,MIA,6,3,1,1,0,1,0,0,0,0,0.5,0.5,1.0,1.5
Edinson Volquez,KC,6,2,1,0,1,2,1,1,0,0,0.333,0.429,1.0,1.429
Adam Wainwright,STL,6,2,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Tom Koehler,MIA,6,1,1,0,0,1,0,1,0,0,0.167,0.167,0.333,0.5
Steve Cishek,STL,5,2,1,0,0,0,0,0,0,0,0.4,0.4,0.6,1.0
Ryan Webb,CLE,5,2,2,0,0,4,2,1,0,0,0.4,0.571,0.8,1.371
Tim Lincecum,SF,5,1,1,0,0,1,1,1,1,0,0.2,0.333,0.4,0.733
Nathan Eovaldi,NY-A,5,0,0,0,0,0,1,0,0,0,0.0,0.167,0.0,0.167
Anthony Bass,TEX,4,2,1,0,0,1,0,2,0,0,0.5,0.5,0.75,1.25
Daniel Hudson,AZ,4,2,0,1,0,1,0,1,0,0,0.5,0.5,1.0,1.5
Tim Hudson,SF,4,2,1,0,0,0,0,0,0,0,0.5,0.5,0.75,1.25
Homer Bailey,CIN,4,1,0,0,0,1,0,2,0,0,0.25,0.25,0.25,0.5
Tyler Cloyd, ,4,1,0,0,1,1,1,1,0,0,0.25,0.5,1.0,1.5
Joe Kelly,BOS,4,1,0,0,0,0,1,2,0,0,0.25,0.4,0.25,0.65
John Lackey,STL,4,1,0,0,0,1,0,0,0,0,0.25,0.25,0.25,0.5
Ryan Mattheus,CIN,4,1,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5
Brandon Morrow,SD,4,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5
Charlie Morton,PIT,4,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5
Tanner Roark,WAS,4,1,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.5
Vance Worley,PIT,4,1,0,0,1,2,0,2,0,0,0.25,0.25,1.0,1.25
Matt Cain,SF,4,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0
Tommy Hanson,SF,4,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Ian Kennedy,SD,4,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Shelby Miller,ATL,4,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0
Jordan Zimmermann,WAS,4,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0
Bronson Arroyo,ATL,3,1,0,0,0,1,1,1,0,0,0.333,0.4,0.333,0.733
Matt Belisle,STL,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Rex Brothers,COL,3,1,1,0,0,0,1,1,0,0,0.333,0.5,0.667,1.167
Bartolo Colon,NY-N,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Jacob deGrom,NY-N,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Scott Feldman,HOU,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Zack Greinke,LA,3,1,1,0,0,0,0,1,0,0,0.333,0.333,0.667,1.0
Edwin Jackson, ,3,1,0,1,0,0,0,2,0,0,0.333,0.333,1.0,1.333
Seth Maness,STL,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Bud Norris,BAL,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Ben Sheets, ,3,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
Jhoulys Chacin,AZ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Anthony DeSclafani,CIN,3,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0
Marco Estrada,TOR,3,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
Jose Fernandez,MIA,3,0,0,0,0,0,1,2,0,0,0.0,0.25,0.0,0.25
Jon Garland, ,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Roy Halladay, ,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Lucas Harrell, ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jordan Lyles,COL,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Lance Lynn,STL,3,0,0,0,0,1,1,0,0,0,0.0,0.2,0.0,0.2
Shaun Marcum,CLE,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
James McDonald, ,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0
Wily Peralta,MIL,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Kevin Slowey, ,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Dale Thayer,SD,3,0,0,0,0,0,1,2,1,0,0.0,0.25,0.0,0.25
Raul Valdes, ,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Heath Bell, ,2,1,0,0,0,0,2,1,1,0,0.5,0.75,0.5,1.25
Rafael Betancourt,COL,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Joe Blanton,PIT,2,1,1,0,0,1,0,1,0,0,0.5,0.667,1.0,1.667
Zach Duke,CHI-A,2,1,0,0,0,0,0,1,0,0,0.5,0.5,0.5,1.0
Mike Dunn,MIA,2,1,0,0,0,0,0,1,0,0,0.5,0.5,0.5,1.0
Jason Grilli,ATL,2,1,0,0,0,1,0,0,0,0,0.5,0.5,0.5,1.0
Brandon League, ,2,1,1,0,0,0,0,0,0,0,0.5,0.5,1.0,1.5
Cristhian Martinez, ,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Ricky Nolasco,MIN,2,1,0,0,0,0,3,0,0,0,0.5,0.8,0.5,1.3
Jake Peavy,SF,2,1,0,0,0,0,1,0,0,0,0.5,0.667,0.5,1.167
Joel Peralta,LA,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Jonathan Pettibone,PHI,2,1,0,0,0,0,0,0,0,0,0.5,0.667,0.5,1.167
Addison Reed,AZ,2,1,0,1,0,0,1,0,0,0,0.5,0.667,1.5,2.167
Zeke Spruill,BOS,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Jake Westbrook, ,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Alex White, ,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Justin Wilson,NY-A,2,1,0,0,0,1,0,1,0,0,0.5,0.5,0.5,1.0
Rob Wooten,MIL,2,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
Jose Arredondo, ,2,0,0,0,0,0,1,1,0,0,0.0,0.333,0.0,0.333
Trevor Cahill,LA,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Tyler Clippard,NY-N,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Josh Collmenter,AZ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Kevin Correia,PHI,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Johnny Cueto,KC,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Alfredo Figaro, ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Luke Gregerson,HOU,2,0,0,0,0,0,0,0,0,0,0.0,0.333,0.0,0.333
Aaron Harang,PHI,2,0,0,0,0,0,1,1,0,0,0.0,0.333,0.0,0.333
Will Harris,HOU,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Livan Hernandez, ,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Pedro Hernandez,COL,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Alex Hinshaw, ,2,0,0,0,0,0,1,0,0,0,0.0,0.333,0.0,0.333
Phil Hughes,MIN,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Craig Kimbrel,SD,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Jonathan Papelbon,WAS,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Wandy Rodriguez,TEX,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Huston Street,ANA,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Michael Stutes, ,2,0,0,0,0,0,1,0,0,0,0.0,0.333,0.0,0.333
Blake Treinen,WAS,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Carlos Villanueva,STL,2,0,0,0,0,0,1,0,0,0,0.0,0.333,0.0,0.333
Cody Allen,CLE,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
John Axford,COL,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Ronald Belisario,BOS,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Michael Bolsinger,LA,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
David Carpenter,WAS,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Santiago Casilla,SF,1,1,0,0,0,0,1,0,0,0,1.0,1.0,1.0,2.0
Tyler Chatwood,COL,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Francisco Cordero, ,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Juan Cruz, ,1,1,1,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0
Randall Delgado,AZ,1,1,0,0,0,1,1,0,0,0,1.0,1.0,1.0,2.0
Edgmer Escalona,NY-A,1,1,1,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0
Matt Garza,MIL,1,1,1,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0
Mike Gonzalez, ,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Shane Greene,DET,1,1,1,0,0,0,1,0,0,0,1.0,1.0,2.0,3.0
Nate Jones,CHI-A,1,1,0,0,0,1,0,0,0,0,1.0,1.0,1.0,2.0
Bryan Morris,MIA,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Sean O'Sullivan,PHI,1,1,1,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0
Glen Perkins,MIN,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
David Robertson,CHI-A,1,1,1,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0
Kyle Ryan,DET,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Kevin Siegrist,STL,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Jacob Turner,CHI-N,1,1,0,0,0,0,1,0,0,0,1.0,1.0,1.0,2.0
Carlos Zambrano, ,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Jeremy Affeldt,SF,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Al Alburquerque,DET,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Phillippe Aumont,TOR,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Burke Badenhop,CIN,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Antonio Bastardo,PIT,1,0,0,0,0,0,1,0,0,0,0.0,0.5,0.0,0.5
Trevor Bauer,CLE,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Brad Brach,BAL,1,0,0,0,0,0,1,0,0,0,0.0,0.5,0.0,0.5
Bill Bray, ,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Craig Breslow,BOS,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Aroldis Chapman,CIN,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Preston Claiborne,MIA,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Louis Coleman,KC,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jose Contreras,TEX,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jeurys Familia,NY-N,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Casey Fien,MIN,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Doug Fister,WAS,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Carlos Frias,LA,1,0,0,0,0,0,1,0,0,0,0.0,0.5,0.0,0.5
