Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
R Furcal,JUP,2B,0.316,11,38,6,12,0,0,0,1,5,5,1,0,0,0,0,0.409,0.316,0.725
N Walker,BRD,2B,0.25,1,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0.4,0.25,0.65
B Zobrist,CHA,2B,0.25,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0.4,0.25,0.65
T Dayleg,JUP,2B,0.278,55,212,25,59,8,0,1,15,14,38,1,2,2,0,5,0.341,0.33,0.671
G Miclat,PMB,2B,0.284,22,81,9,23,4,2,1,8,9,12,4,0,0,0,4,0.363,0.42,0.782
D Dietrich,JUP,2B,0.313,5,16,4,5,1,1,1,2,2,5,0,0,0,0,0,0.421,0.688,1.109
R Wilson,JUP,2B,0.239,20,71,5,17,2,0,1,9,4,19,0,2,1,1,2,0.295,0.31,0.605
F Galvis,CLR,2B,0.2,5,20,4,4,0,2,1,3,0,2,0,0,0,0,0,0.2,0.55,0.75
A Phillips,CLR,2B,0.229,57,153,17,35,4,1,2,12,20,36,4,3,4,0,2,0.322,0.307,0.629
W Tovar,STL,2B,0.353,5,17,2,6,2,1,0,4,4,1,2,0,0,0,1,0.522,0.588,1.11
T Beckham,CHA,2B,0.167,3,12,2,2,0,0,0,0,1,4,0,0,0,0,0,0.231,0.167,0.397
T Grimes,FTM,2B,0.232,79,263,34,61,14,2,3,38,25,69,1,2,7,4,8,0.313,0.335,0.648
C Lopes,DUN,2B,0.243,106,346,52,84,26,1,3,33,42,67,3,4,2,1,8,0.329,0.35,0.679
H Guevara,CHA,2B,0.207,24,92,9,19,5,0,0,4,6,11,1,0,2,2,2,0.25,0.261,0.511
N Perio,JUP,2B,0.241,96,294,35,71,11,1,1,29,20,38,6,1,5,1,7,0.289,0.296,0.585
J Rosario,TAM,2B,0.32,53,197,19,63,7,4,0,21,15,25,1,6,1,0,6,0.377,0.396,0.773
A Gumbs,TAM,2B,0.224,90,331,28,74,15,3,5,28,18,97,7,1,2,1,9,0.267,0.332,0.599
E Rosario,FTM,2B,0.3,8,30,5,9,0,0,0,4,4,5,1,1,0,0,0,0.382,0.3,0.682
G Amaya,DAY,2B,0.276,112,369,56,102,16,3,4,35,53,90,14,7,2,2,6,0.379,0.369,0.747
A Mejia,FTM,2B,0.273,95,348,48,95,14,0,1,40,48,43,23,6,5,5,11,0.361,0.322,0.683
G Hopkins,BRV,2B,0.224,23,67,9,15,3,0,0,3,10,10,2,0,2,0,2,0.325,0.269,0.593
D Herrera,STL,2B,0.307,67,283,48,87,16,2,3,23,18,44,14,3,2,2,4,0.355,0.41,0.765
L Michael,FTM,2B,0.305,45,177,28,54,9,2,1,21,19,25,6,4,1,2,2,0.375,0.395,0.77
H Castro,LAK,2B,0.299,57,211,17,63,5,0,0,10,9,40,8,8,8,1,4,0.335,0.322,0.657
A Mora,CLR,2B,0.227,107,353,27,80,14,4,3,25,27,81,3,8,5,2,6,0.284,0.314,0.598
M Williams,PMB,2B,0.25,7,24,5,6,0,1,1,4,3,7,0,0,0,0,0,0.379,0.458,0.838
J Wilson,PMB,2B,0.298,30,121,18,36,12,0,0,20,12,24,0,0,1,3,5,0.358,0.397,0.754
T Rivera,STL,2B,0.341,61,252,42,86,16,0,4,47,14,37,2,1,0,3,11,0.383,0.452,0.836
A Gomez,JUP,2B,0.218,65,216,17,47,5,0,0,12,7,22,3,2,3,1,3,0.241,0.241,0.482
L Mazzilli,STL,2B,0.312,64,250,40,78,20,2,4,34,16,33,3,3,1,2,7,0.363,0.456,0.819
A Romero,JUP,2B,0.32,26,100,12,32,8,0,0,10,7,13,4,1,0,0,4,0.37,0.4,0.77
J Valentin,CLR,2B,0.205,12,44,8,9,2,0,0,0,3,6,1,1,2,0,4,0.255,0.25,0.505
M Moroff,BRD,2B,0.244,130,467,57,114,30,6,1,50,54,129,21,15,7,3,4,0.324,0.34,0.665
T Coyle,CHA,2B,0.249,117,461,72,115,13,8,5,37,52,97,30,4,2,4,6,0.331,0.345,0.676
R Valera,FTM,2B,0.111,3,9,0,1,1,0,0,0,1,3,0,0,0,0,0,0.2,0.222,0.422
T Saunders,DAY,2B,0.21,36,124,10,26,9,1,2,15,7,40,10,2,3,1,2,0.261,0.347,0.608
M Katz,PMB,2B,0.276,49,163,21,45,7,1,6,28,16,36,3,0,1,2,1,0.341,0.442,0.782
S Negron,LAK,2B,0.0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
C Powell,LAK,2B,0.266,117,443,49,118,19,6,2,44,27,113,9,2,7,1,11,0.312,0.35,0.662
T Zier,CLR,2B,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.0,0.333
