Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
M Jones,MB,1B,0.282,97,372,40,105,20,0,5,47,34,80,1,2,0,4,3,0.342,0.376,0.719
S Loman,WS,1B,0.292,133,514,88,150,33,3,25,88,43,127,0,2,0,1,14,0.379,0.514,0.893
G Avila,MB,1B,0.23,41,152,20,35,6,1,7,22,17,49,1,2,1,0,1,0.308,0.421,0.729
G Rodriguez,MB,1B,0.253,85,320,50,81,15,4,13,53,26,110,5,5,0,6,6,0.312,0.447,0.759
O Marval,MB,1B,0.286,20,56,6,16,4,0,1,7,1,9,0,0,1,0,0,0.298,0.411,0.709
T Moore,POT,1B,0.269,129,502,78,135,43,3,31,111,40,125,0,0,2,7,5,0.321,0.552,0.873
J Julius,FRE,1B,0.285,65,221,38,63,15,0,12,50,23,67,6,2,2,1,0,0.369,0.516,0.885
J Mahoney,FRE,1B,0.299,72,271,37,81,18,0,9,49,22,56,5,3,0,2,4,0.358,0.465,0.823
A Rizzo,SAL,1B,0.248,29,117,26,29,12,0,5,20,16,32,3,0,0,2,4,0.333,0.479,0.812
N Soto,LYN,1B,0.268,134,522,73,140,33,2,21,73,32,105,0,0,0,3,10,0.319,0.46,0.778
J Lewis,WIL,1B,0.206,18,63,4,13,2,0,2,4,2,20,0,0,0,0,2,0.242,0.333,0.576
N Recknagel,KIN,1B,0.213,53,188,27,40,11,0,5,22,19,54,1,2,1,0,8,0.288,0.351,0.64
E Hosmer,WIL,1B,0.354,87,325,48,115,29,6,7,51,44,39,11,1,0,4,12,0.429,0.545,0.974
T Townsend,FRE,1B,0.284,19,67,6,19,5,2,3,14,10,15,1,0,0,0,2,0.385,0.552,0.937
D Hedman,SAL,1B,0.23,93,326,31,75,15,2,3,34,23,87,3,1,0,1,4,0.286,0.316,0.602
C Kersten,KIN,1B,0.167,26,96,10,16,2,0,3,7,3,42,0,1,0,0,0,0.208,0.281,0.489
C Richburg,LYN,1B,0.291,37,134,20,39,10,1,5,26,6,39,0,0,0,3,3,0.333,0.493,0.826
J Padron,SAL,1B,0.27,31,122,14,33,10,0,1,17,10,18,0,0,0,1,3,0.323,0.377,0.7
