Loc #,Frequency,Emission,Class,Units,Pag,Pwr,Lat,Long,City,County,State
1,155.37,5K76G1E,FB,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,155.37,11K2F3E,FB,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,155.37,8K10F1E,FB,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,155.37,8K10F1D,FB,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,155.3775,8K10F1D,FB,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,155.3775,5K76G1E,FB,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,155.3775,11K2F3E,FB,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,155.3775,8K10F1E,FB,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,155.46,8K10F1E,FB,1,0,350.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,155.46,8K10F1D,FB,1,0,350.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,155.46,5K76G1E,FB,1,0,350.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,155.46,11K2F3E,FB,1,0,350.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,155.4675,5K76G1E,FB,1,0,350.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,155.4675,11K2F3E,FB,1,0,350.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,155.4675,8K10F1E,FB,1,0,350.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,155.4675,8K10F1D,FB,1,0,350.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,159.09,8K10F1D,FB2,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,159.09,5K76G1E,FB2,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,159.09,11K2F3E,FB2,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,159.09,8K10F1E,FB2,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,159.0975,8K10F1E,FB2,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,159.0975,8K10F1D,FB2,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,159.0975,5K76G1E,FB2,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,159.0975,11K2F3E,FB2,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,159.21,11K2F3E,FB2,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,159.21,8K10F1E,FB2,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,159.21,8K10F1D,FB2,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,159.21,5K76G1E,FB2,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,159.2175,8K10F1D,FB2,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,159.2175,5K76G1E,FB2,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,159.2175,11K2F3E,FB2,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
1,159.2175,8K10F1E,FB2,1,0,110.0,33.17139,-94.45861,CUSSETA,CASS,TX
