Batter,Team,AB,H,AVG,2B,3B,HR,RBI,BB,K,SB,CS,SLG,OBP,OPS
Bryce Harper,WAS,7,3,0.429,0,0,0,0,0,1,0,0,0.429,0.429,0.857
Will Venable,SD,6,3,0.5,0,1,0,2,0,2,0,0,0.833,0.5,1.333
Derek Norris,SD,6,2,0.333,0,0,1,2,0,1,0,0,0.833,0.333,1.167
Michael Taylor,WAS,6,1,0.167,0,0,0,1,0,3,0,0,0.167,0.167,0.333
Matt Kemp,SD,6,0,0.0,0,0,0,0,0,3,0,0,0.0,0.0,0.0
Justin Upton,SD,6,0,0.0,0,0,0,0,0,4,0,0,0.0,0.0,0.0
Yonder Alonso,SD,5,3,0.6,0,0,0,0,0,0,0,0,0.6,0.6,1.2
Alexi Amarista,SD,5,1,0.2,0,0,0,2,0,2,0,0,0.2,0.2,0.4
Yunel Escobar,WAS,5,1,0.2,0,0,1,1,0,1,0,0,0.8,0.2,1.0
Anthony Rendon,WAS,4,3,0.75,1,0,1,1,0,0,0,0,1.75,0.75,2.5
Norichika Aoki,SF,4,2,0.5,0,0,0,0,0,0,0,0,0.5,0.5,1.0
Ian Desmond,WAS,4,2,0.5,0,0,0,0,1,1,0,0,0.5,0.6,1.1
David Peralta,AZ,4,1,0.25,1,0,0,0,0,1,1,0,0.5,0.25,0.75
Brandon Phillips,CIN,4,1,0.25,0,0,0,0,0,1,0,0,0.25,0.25,0.5
Danny Espinosa,WAS,4,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
Jordan Zimmermann,WAS,4,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
Kris Bryant,CHI-N,3,2,0.667,0,1,0,0,0,0,0,0,1.333,0.667,2.0
Matt Duffy,SF,3,2,0.667,0,0,1,1,0,0,0,0,1.667,0.667,2.333
Jason Heyward,STL,3,2,0.667,0,1,0,0,0,0,0,0,1.333,0.667,2.0
Buster Posey,SF,3,2,0.667,0,0,0,0,0,0,0,0,0.667,0.667,1.333
Grady Sizemore,TB,3,2,0.667,0,0,0,0,0,1,0,0,0.667,0.667,1.333
Jorge Soler,CHI-N,3,2,0.667,0,0,0,0,0,0,0,0,0.667,0.667,1.333
Ryan Braun,MIL,3,1,0.333,0,0,0,1,0,1,0,0,0.333,0.333,0.667
Jay Bruce,CIN,3,1,0.333,0,0,0,0,0,1,0,1,0.333,0.333,0.667
Starlin Castro,CHI-N,3,1,0.333,1,0,0,1,0,1,0,0,0.667,0.333,1.0
Brandon Crawford,SF,3,1,0.333,0,0,0,0,0,0,0,0,0.333,0.333,0.667
Chris Dominguez,CIN,3,1,0.333,0,0,0,1,0,1,0,0,0.333,0.333,0.667
Maikel Franco,PHI,3,1,0.333,0,0,0,0,0,1,0,0,0.333,0.333,0.667
Todd Frazier,CIN,3,1,0.333,0,0,0,0,0,0,1,0,0.333,0.333,0.667
Adrian Gonzalez,LA,3,1,0.333,0,0,1,1,0,0,0,0,1.333,0.333,1.667
Josh Harrison,PIT,3,1,0.333,0,0,0,0,0,1,0,0,0.333,0.333,0.667
Chris Heston,SF,3,1,0.333,0,0,0,2,0,0,0,0,0.333,0.333,0.667
Jung-Ho Kang,PIT,3,1,0.333,0,0,0,1,0,0,0,0,0.333,0.333,0.667
Adam Lind,MIL,3,1,0.333,0,0,0,0,0,1,0,0,0.333,0.333,0.667
Jose Lobaton,WAS,3,1,0.333,0,0,0,0,0,1,0,0,0.333,0.333,0.667
Andrew McCutchen,PIT,3,1,0.333,1,0,0,0,0,1,0,0,0.667,0.333,1.0
Joe Panik,SF,3,1,0.333,0,0,0,0,0,0,0,0,0.333,0.333,0.667
Brayan Pena,CIN,3,1,0.333,0,0,0,0,0,0,0,0,0.333,0.333,0.667
Jhonny Peralta,STL,3,1,0.333,0,0,1,1,0,1,0,0,1.333,0.333,1.667
A.J. Pollock,AZ,3,1,0.333,1,0,0,0,1,1,0,0,0.667,0.5,1.167
Wilson Ramos,WAS,3,1,0.333,0,0,0,0,0,0,0,0,0.333,0.333,0.667
Ben Revere,TOR,3,1,0.333,0,0,0,0,0,0,0,0,0.333,0.333,0.667
Mark Reynolds,STL,3,1,0.333,0,0,0,0,0,0,0,0,0.333,0.333,0.667
Cameron Rupp,PHI,3,1,0.333,0,0,0,0,0,2,0,0,0.333,0.333,0.667
Yangervis Solarte,SD,3,1,0.333,0,0,0,0,0,1,0,0,0.333,0.333,0.667
Yasmany Tomas,AZ,3,1,0.333,0,0,0,0,0,1,0,0,0.333,0.333,0.667
Kolten Wong,STL,3,1,0.333,0,0,0,0,0,0,0,0,0.333,0.333,0.667
Nick Ahmed,AZ,3,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
Jake Arrieta,CHI-N,3,0,0.0,0,0,0,0,0,3,0,0,0.0,0.0,0.0
Matt Carpenter,STL,3,0,0.0,0,0,0,1,0,1,1,0,0.0,0.0,0.0
Khris Davis,MIL,3,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
Josh Donaldson,TOR,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Dexter Fowler,CHI-N,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Freddy Galvis,PHI,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Paul Goldschmidt,AZ,3,0,0.0,0,0,0,1,0,2,0,0,0.0,0.0,0.0
Jedd Gyorko,SD,3,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
Billy Hamilton,CIN,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Odubel Herrera,PHI,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Matt Holliday,STL,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Ryan Howard,PHI,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Howie Kendrick,LA,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Jake Lamb,AZ,3,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
Starling Marte,PIT,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Yadier Molina,STL,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Chris Owings,AZ,3,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
Angel Pagan,SF,3,0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
Joc Pederson,LA,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Gregory Polanco,PIT,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Yasiel Puig,LA,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Aramis Ramirez,PIT,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Jose Reyes,COL,3,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
Eugenio Suarez,CIN,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Chase Utley,PHI,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Joey Votto,CIN,3,0,0.0,0,0,0,0,0,1,1,0,0.0,0.0,0.0
Neil Walker,PIT,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Jayson Werth,WAS,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
Ryan Zimmerman,WAS,3,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
A.J. Pierzynski,ATL,2,2,1.0,0,1,0,0,0,0,0,0,2.0,1.0,3.0
Andrelton Simmons,ATL,2,2,1.0,0,0,0,1,0,0,0,0,1.0,1.0,2.0
Cory Spangenberg,SD,2,2,1.0,0,1,0,1,0,0,0,0,2.0,1.0,3.0
Chris Stewart,PIT,2,2,1.0,1,0,0,1,0,0,1,0,1.5,1.0,2.5
Pedro Alvarez,PIT,2,1,0.5,1,0,0,1,0,0,1,0,1.0,0.333,1.333
Chase Anderson,AZ,2,1,0.5,0,0,0,0,0,1,0,0,0.5,0.5,1.0
Jose Bautista,TOR,2,1,0.5,0,0,1,1,1,0,0,0,2.0,0.667,2.667
Chris Coghlan,CHI-N,2,1,0.5,0,0,1,2,1,0,0,0,2.0,0.667,2.667
Chris Colabello,TOR,2,1,0.5,0,0,0,0,0,1,0,0,0.5,0.5,1.0
Nick Markakis,ATL,2,1,0.5,0,0,0,0,0,0,0,0,0.5,0.5,1.0
