Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
J Acevedo,EVE,2B,0.25,20,72,14,18,5,0,1,9,5,13,3,0,0,1,0,0.313,0.361,0.674
C Lopes,VAN,2B,0.27,10,37,4,10,1,1,0,4,2,6,0,0,0,1,0,0.317,0.351,0.668
Y Roja,TC,2B,0.241,49,162,10,39,2,1,0,11,8,37,13,3,4,0,2,0.276,0.265,0.542
G Gonzalez,BOI,2B,1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0,2.0
M Tissenbaum,EUG,2B,0.296,47,169,26,50,5,0,3,29,27,14,2,1,2,4,5,0.403,0.379,0.782
J Abreu,YAK,2B,0.188,17,48,3,9,1,0,0,3,7,16,0,0,0,0,1,0.304,0.208,0.512
G Amaya,BOI,2B,0.298,69,272,61,81,6,12,8,33,33,65,15,5,2,4,1,0.381,0.496,0.877
N Urbanus,SPO,2B,0.258,7,31,5,8,3,0,0,2,2,3,0,0,1,0,0,0.303,0.355,0.658
N Vickerson,SPO,2B,0.132,30,76,6,10,2,0,0,3,11,27,3,2,4,1,0,0.264,0.158,0.422
K Werman,EVE,2B,0.0,4,11,1,0,0,0,0,1,0,2,1,0,0,0,0,0.0,0.0,0.0
B Hebert,EVE,2B,0.246,33,118,25,29,2,2,0,7,24,31,11,2,2,2,2,0.372,0.297,0.669
E Phillips,VAN,2B,0.182,8,22,3,4,0,0,0,2,2,6,0,1,0,0,0,0.28,0.182,0.462
C Schiller,SPO,2B,0.281,52,196,23,55,11,2,3,22,21,31,0,0,2,1,5,0.36,0.403,0.763
R Jones,SK,2B,0.227,60,198,20,45,8,0,1,20,22,35,2,3,2,3,3,0.307,0.283,0.589
R Stevens,EUG,2B,0.241,49,170,23,41,7,0,0,17,15,22,3,2,4,0,2,0.303,0.282,0.585
E Charles,EUG,2B,0.185,10,27,1,5,0,0,0,2,1,7,0,2,0,0,1,0.267,0.185,0.452
D Chung,VAN,2B,0.241,34,108,12,26,7,1,0,12,13,25,0,1,3,3,2,0.341,0.324,0.665
