Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
M Furtado,BAK,2B,0.246,80,297,42,73,11,3,4,45,24,39,7,1,9,5,3,0.304,0.343,0.647
D Peterson,BAK,2B,0.259,36,112,17,29,1,0,1,4,5,31,4,0,2,0,1,0.308,0.295,0.603
B Boyer,SJO,2B,0.248,89,303,45,75,14,5,1,27,23,57,20,2,8,4,3,0.31,0.337,0.646
T Denker,SJO,2B,0.3,118,427,72,128,30,3,11,66,55,67,9,2,0,7,10,0.379,0.461,0.841
E Cabrera,MOD,2B,0.267,4,15,3,4,0,1,0,2,2,7,1,0,1,0,0,0.421,0.4,0.821
E Young,MOD,2B,0.291,130,540,113,157,29,11,8,63,46,105,73,18,12,2,5,0.359,0.43,0.789
D Bruce,VIS,2B,0.264,111,417,58,110,20,4,7,40,32,63,2,8,4,5,4,0.322,0.381,0.703
L Appert,STO,2B,0.352,46,162,31,57,9,1,5,38,41,28,0,0,0,3,3,0.486,0.512,0.998
J Sellers,STO,2B,0.274,114,434,72,119,25,4,4,37,46,69,11,4,1,6,11,0.35,0.378,0.728
L Turner,STO,2B,0.23,43,152,26,35,7,1,5,16,10,31,5,6,1,2,3,0.296,0.388,0.684
D Lawhorn,STO,2B,0.185,37,119,15,22,3,1,5,12,19,39,0,1,0,0,7,0.297,0.353,0.65
M Antonelli,LAK,2B,0.314,82,347,89,109,14,4,14,54,53,58,18,6,0,2,4,0.409,0.499,0.907
J Schemmel,LAK,2B,0.309,15,55,11,17,0,0,0,5,4,11,1,0,0,0,1,0.415,0.309,0.724
S Kazmar,LAK,2B,0.284,47,201,27,57,20,0,3,24,16,27,4,1,2,0,3,0.345,0.428,0.773
S Johnston,LAK,2B,0.292,95,363,56,106,19,4,8,51,36,82,1,2,2,2,8,0.357,0.433,0.79
D Nicholson,INL,2B,0.222,12,27,3,6,1,0,0,3,3,4,0,2,1,0,0,0.364,0.259,0.623
P Brooks,INL,2B,0.0,2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
M Rivera,INL,2B,0.233,20,43,6,10,3,0,0,4,7,12,3,3,0,1,1,0.346,0.302,0.648
S Justis,INL,2B,0.297,95,293,55,87,15,4,6,45,31,44,12,1,5,4,2,0.373,0.437,0.81
T Granadillo,LNC,2B,0.326,109,445,104,145,36,7,8,63,54,65,2,0,0,4,12,0.411,0.492,0.903
R Khoury,LNC,2B,0.3,98,380,82,114,29,1,11,69,49,78,3,1,0,7,16,0.385,0.468,0.854
K Negron,LNC,2B,0.182,3,11,3,2,0,0,0,0,0,2,2,0,0,0,1,0.308,0.182,0.49
R Garth,HDM,2B,0.159,27,88,5,14,3,0,0,8,7,17,0,0,1,1,2,0.242,0.193,0.436
O Pena,HDM,2B,0.239,21,67,10,16,5,0,0,3,3,11,1,1,1,1,6,0.268,0.313,0.581
J Guzman,HDM,2B,0.301,130,518,102,156,38,5,25,112,50,85,3,3,6,3,14,0.37,0.539,0.908
A Meneses,HDM,2B,0.176,22,51,9,9,2,0,0,4,10,15,1,0,2,1,1,0.317,0.216,0.533
A Nieves,RCQ,2B,0.143,19,56,8,8,2,0,0,5,10,24,0,0,2,0,1,0.273,0.179,0.451
H Kendrick,RCQ,2B,0.25,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5
N Sutton,RCQ,2B,0.277,135,523,82,145,19,7,4,50,51,90,21,8,9,5,4,0.343,0.363,0.706
L Infante,RCQ,2B,0.282,58,209,24,59,8,0,4,30,8,38,3,3,3,2,3,0.312,0.378,0.69
E Aybar,RCQ,2B,0.4,2,5,3,2,0,0,0,0,1,1,3,1,0,0,1,0.5,0.4,0.9
