Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 15,at Fresno State,"L, 8-1",-,-,-,-,-,-,-,-,-,-,-
Feb 16,at Fresno State,"W, 8-1",-,-,-,-,-,-,-,-,-,-,-
Feb 17,at Fresno State,"W, 11-3",-,-,-,-,-,-,-,-,-,-,-
Feb 22,San Francisco,"W, 6-1",-,-,-,-,-,-,-,-,-,-,-
Feb 23,San Francisco,"L, 4-1",-,-,-,-,-,-,-,-,-,-,-
Feb 23,San Francisco,"L, 11-5",-,-,-,-,-,-,-,-,-,-,-
Feb 24,San Francisco,"W, 6-2",-,-,-,-,-,-,-,-,-,-,-
Feb 26,UCLA,"L, 12-3",1,0,0,-,-,-,0,-,-,-,-
Mar 1,San Jose St.,"W, 5-4",-,-,-,-,-,-,-,-,-,-,-
Mar 2,San Jose St.,"W, 7-2",1,1,1,-,-,-,0,-,-,-,1
Mar 3,San Jose St.,"W, 2-1",-,-,-,-,-,-,-,-,-,-,-
Mar 4,St. Mary's (Cal.),"W, 10-1",2,0,0,-,-,-,1,-,1,1,-
Mar 8,at Texas,"L, 5-1",-,-,-,-,-,-,-,-,-,-,-
Mar 9,at Texas,"L, 3-2",1,0,0,-,-,-,0,-,-,-,-
Mar 10,at Texas,"L, 11-6",3,0,0,-,-,-,0,-,-,-,-
Mar 12,Notre Dame,"W, 7-2",0,0,0,-,-,-,0,-,-,-,-
Mar 15,Sacramento State,"W, 5-0",-,-,-,-,-,-,-,-,-,-,-
Mar 16,Sacramento State,"W, 5-4",-,-,-,-,-,-,-,-,-,-,-
Mar 17,Sacramento State,"L, 13-7",-,-,-,-,-,-,-,-,-,-,-
Mar 22,at Cal Poly,"L, 7-0",-,-,-,-,-,-,-,-,-,-,-
Mar 23,Cal Poly,"W, 7-3",0,0,0,-,-,-,0,-,-,-,-
Mar 24,at Cal Poly,"L, 10-4",-,-,-,-,-,-,-,-,-,-,-
Mar 28,at Hawai'i,"W, 7-6",-,-,-,-,-,-,-,-,-,-,-
Mar 29,at Hawai'i,"L, 6-2",-,-,-,-,-,-,-,-,-,-,-
Mar 30,at Hawai'i,"L, 6-4",-,-,-,-,-,-,-,-,-,-,-
Mar 31,at Hawai'i,"W, 10-4",4,0,1,-,-,-,1,-,-,1,-
Apr 2,Pepperdine,"L, 3-1",2,0,0,-,-,-,1,-,-,-,-
Apr 5,Cal Poly,"W, 4-2",4,0,2,-,-,-,0,-,-,-,1
Apr 6,Cal Poly,"W, 13-2",4,2,2,-,-,-,2,-,1,1,-
Apr 7,Cal Poly,"L, 7-6",2,0,0,-,-,-,0,-,-,-,1
Apr 9,at Pepperdine,"W, 5-4",4,1,1,-,-,-,0,-,-,-,-
Apr 12,at Cal State Fullerton,"L, 4-3",2,0,0,-,-,-,0,-,1,-,-
Apr 13,at Cal State Fullerton,"L, 10-2",2,0,0,-,-,-,0,-,1,-,-
Apr 14,at Cal State Fullerton,"W, 2-0",2,0,0,-,-,-,0,-,2,-,-
Apr 16,at San Diego,"L, 7-5",2,1,1,-,-,-,0,1,-,-,-
Apr 19,Long Beach State,"W, 2-1",2,0,0,-,-,-,0,1,1,1,-
Apr 20,Long Beach State,"W, 5-4",2,0,0,-,-,-,0,-,-,-,-
Apr 21,Long Beach State,"L, 8-4",2,0,0,-,-,-,0,-,-,-,-
Apr 24,San Diego,"W, 12-4",1,1,1,-,-,-,1,-,-,-,-
Apr 26,at UC Riverside,"W, 10-7",3,1,1,-,-,-,1,-,-,1,-
Apr 27,at UC Riverside,"W, 2-0",3,0,0,-,-,-,0,-,1,-,-
Apr 28,at UC Riverside,"L, 8-5",2,0,0,-,-,-,0,1,-,-,-
May 3,UC Irvine,"L, 14-9",3,1,1,-,-,-,2,-,-,-,-
May 4,UC Irvine,"W, 5-3",3,1,1,-,-,-,0,-,1,-,-
May 5,UC Irvine,"W, 7-6",2,1,1,1,-,-,0,-,1,-,-
May 10,at Cal State Northridge,"W, 6-1",0,1,0,-,-,-,0,-,-,-,-
May 11,at Cal State Northridge,"W, 6-2",0,0,0,-,-,-,0,-,-,-,-
May 12,at Cal State Northridge,"L, 7-1",-,-,-,-,-,-,-,-,-,-,-
May 13,Washington State,"W, 7-6",0,1,0,-,-,-,0,-,-,-,-
May 15,at Loyola Marymount,"W, 11-3",0,0,0,-,-,-,0,-,-,-,-
May 17,Pacific,"W, 12-1",0,0,0,-,-,-,0,1,-,-,-
May 18,Pacific,"L, 3-2",-,-,-,-,-,-,-,-,-,-,-
May 19,Pacific,"W, 7-3",-,-,-,-,-,-,-,-,-,-,-
May 21,at UCLA,"L, 2-1",-,-,-,-,-,-,-,-,-,-,-
May 23,at UC Davis,"W, 10-5",-,-,-,-,-,-,-,-,-,-,-
May 24,at UC Davis,"W, 8-1",2,2,1,-,-,-,0,-,-,1,-
May 25,at UC Davis,"W, 5-3",4,0,1,-,-,-,3,-,-,-,-
May 31,vs. Texas A&M,"W, 6-4",0,0,0,-,-,-,0,-,-,-,-
Jun 1,vs. Oregon State,"L, 3-2",-,-,-,-,-,-,-,-,-,-,-
Jun 2,vs. Texas A&M,"L, 5-4",-,-,-,-,-,-,-,-,-,-,-
