Symbol,Company,Insider,Position,Date,Buy/Sell,Shares,Trade Price ($),Cost ($1000),Price Change Since Trade (%),Yield (%),P/E,Market Cap ($M),Details
ROK,Rockwell Automa...,Schmitt Susan,"Sr. VP, HR",2015-05-27,Sell,"5,217",$124,646.9,-4.09,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,NOSBUSCH KEITH D,"Chairman, President and CEO (Click for the stocks that their CEOs have bought)",2015-05-21,Sell,"10,000",$126,1260.0,-5.61,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,HAGERMAN DOUGLAS M,"Sr. VP, Gen Counsel and Sec.",2015-05-18,Sell,"3,000",$125.18,375.5,-4.99,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,Chand Sujeet,Sr VP & Chief Tech. Officer,2015-05-18,Sell,"8,500",$125.39,1065.8,-5.15,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,NOSBUSCH KEITH D,"Chairman, President and CEO",2015-05-18,Sell,"20,000",$125.21,2504.2,-5.02,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,Chand Sujeet,Sr VP & Chief Tech. Officer,2015-05-18,Sell,"8,500",$125.39,1065.8,-5.15,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,Etzel Steven W.,VP and Treasurer,2015-05-18,Sell,"2,000",$125.33,250.7,-5.11,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,MCDERMOTT JOHN P,Sr. Vice President,2015-05-15,Sell,"23,450",$123.89,2905.2,-4.0,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,NOSBUSCH KEITH D,"Chairman, President and CEO",2015-05-14,Sell,"50,000",$123.96,6198.0,-4.06,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,HAGERMAN DOUGLAS M,"Sr. VP, Gen Counsel and Sec.",2015-05-13,Sell,"2,400",$124,297.6,-4.09,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,NOSBUSCH KEITH D,"Chairman, President and CEO",2015-05-12,Sell,"30,000",$121.35,3640.5,-1.99,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,ROHR DRALLE RONDI,VP Finance & Investor Rel.,2015-05-12,Sell,"2,500",$122.07,305.2,-2.57,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,DORGAN DAVID M,VP and Controller,2015-05-06,Sell,"3,000",$120.77,362.3,-1.52,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,Kulaszewicz Frank C,SVP,2015-05-06,Sell,"3,000",$121.32,364.0,-1.97,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,Etzel Steven W.,VP and Treasurer,2015-05-05,Sell,"2,000",$121.55,243.1,-2.16,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,NOSBUSCH KEITH D,"Chairman, President and CEO",2015-05-04,Sell,"12,402",$121.81,1510.7,-2.36,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,MCCORMICK WILLIAM T JR/WI,Director,2015-05-04,Sell,"1,500",$121.91,182.9,-2.44,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,HAGERMAN DOUGLAS M,"Sr. VP, Gen Counsel and Sec.",2015-05-04,Sell,"3,521",$122.29,430.6,-2.75,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,CRANDALL THEODORE D,Sr.VP and CFO,2015-05-04,Sell,"22,067",$122.25,2697.7,-2.72,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,MCDERMOTT JOHN P,Sr. Vice President,2015-02-27,Sell,"10,150",$117.56,1193.2,1.17,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,NOSBUSCH KEITH D,"Chairman, President and CEO",2015-02-26,Sell,"1,200",$118,141.6,0.79,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,JOHNSON BARRY C,Director,2015-02-24,Sell,"1,500",$118.24,177.4,0.58,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,Kulaszewicz Frank C,SVP,2015-02-19,Sell,"5,634",$118.03,665.0,0.76,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,DORGAN DAVID M,VP and Controller,2015-02-13,Sell,"5,000",$117.56,587.8,1.17,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,Etzel Steven W.,VP and Treasurer,2015-02-12,Sell,"2,741",$115.58,316.8,2.9,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,Chand Sujeet,Sr VP & Chief Tech. Officer,2015-02-12,Sell,"15,000",$116.81,1752.2,1.81,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,Thomas Martin,Sr. VP Operations & Eng. Svcs.,2015-02-03,Sell,"25,797",$114.25,2947.3,4.1,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,Kulaszewicz Frank C,SVP,2015-02-02,Sell,"12,534",$109.18,1368.5,8.93,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,Schmitt Susan,"Sr. VP, HR",2015-01-30,Sell,"3,470",$108.09,375.1,10.03,2.12,18.92,16005.0,Link
ROK,Rockwell Automa...,CRANDALL THEODORE D,Sr.VP and CFO,2014-12-02,Sell,"4,966",$116.08,576.5,2.46,2.12,18.92,16005.0,Link
