Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 23,vs. Gwynedd-Mercy,"L, 15-0",2,0,0,-,-,-,0,-,1,-,-
Feb 23,vs. Gwynedd-Mercy,"L, 12-11",0,0,0,-,-,-,0,-,-,-,-
Feb 24,vs. Rose-Hulman,"L, 8-6",-,-,-,-,-,-,-,-,-,-,-
Feb 25,vs. Rochester Inst.,"L, 11-3",0,0,0,-,-,-,0,-,-,-,-
Feb 25,vs. Canton,"W, 16-1",-,-,-,-,-,-,-,-,-,-,-
Mar 1,Western New England,"L, 6-2",-,-,-,-,-,-,-,-,-,-,-
Mar 2,Keene St.,"W, 2-1",2,0,0,-,-,-,0,-,-,-,-
Mar 2,Rensselaer,"W, 4-2",3,0,2,-,-,-,2,-,-,1,-
Mar 3,Wheaton (Mass.),"L, 3-1",4,0,0,-,-,-,0,-,-,-,-
Mar 10,Plattsburgh St.,"W, 9-4",2,0,1,-,-,-,2,1,-,-,-
Mar 10,Plattsburgh St.,"W, 1-0",1,0,0,-,-,-,0,1,1,-,-
Mar 13,at Hofstra,"L, 6-2",2,0,0,-,-,-,0,-,-,-,-
Mar 16,Southern Maine,"L, 2-1",-,-,-,-,-,-,-,-,-,-,-
Mar 17,Southern Maine,"W, 5-1",-,-,-,-,-,-,-,-,-,-,-
Mar 23,Mount Saint Vincent,"W, 10-3",4,0,2,1,-,-,1,-,-,1,-
Mar 23,Mount Saint Vincent,"W, 7-1",0,0,0,-,-,-,0,-,-,-,-
Mar 24,at Old Westbury,"W, 8-4",4,2,1,1,-,-,0,-,1,-,-
Mar 24,at Old Westbury,"L, 19-3",0,0,0,-,-,-,0,-,-,-,-
Mar 26,Baruch,"W, 6-1",3,0,1,-,-,-,0,-,-,-,1
Apr 6,Mount Saint Mary,"W, 9-3",4,1,1,-,-,-,0,-,-,-,-
Apr 6,Mount Saint Mary,"W, 10-1",-,-,-,-,-,-,-,-,-,-,-
Apr 7,at Maritime,"W, 16-9",0,0,0,-,-,-,0,-,-,-,-
Apr 7,at Maritime,"W, 10-6",0,0,0,-,-,-,0,-,-,-,-
Apr 9,New Jersey City,"W, 9-2",-,-,-,-,-,-,-,-,-,-,-
Apr 13,at St. Joseph's,"W, 3-1",0,0,0,-,-,-,0,-,-,-,-
Apr 13,at St. Joseph's,"W, 7-2",2,1,1,-,-,-,0,-,-,-,-
Apr 14,NYU-Poly,"W, 3-0",4,0,0,-,-,-,0,-,-,-,-
Apr 14,NYU-Poly,"W, 16-0",1,0,0,-,-,-,0,-,-,-,-
Apr 19,Yeshiva,"W, 22-0",2,1,0,-,-,-,0,-,-,-,-
Apr 19,Yeshiva,"W, 26-3",3,2,3,2,-,-,2,1,-,2,-
Apr 20,Purchase,"W, 4-2",2,1,1,-,-,-,0,-,-,-,-
Apr 20,Purchase,"W, 4-0",3,0,0,-,-,-,0,-,1,-,-
Apr 21,Shenandoah,"W, 3-2",0,0,0,-,-,-,0,-,-,-,-
Apr 21,Shenandoah,"L, 5-3",2,1,1,-,-,-,0,-,-,-,-
Apr 25,at Baruch,"W, 4-3",1,0,0,-,-,-,0,-,-,-,-
May 1,at Staten Island,"L, 5-4",4,0,1,-,-,-,0,-,1,-,-
May 3,vs. Maritime,"W, 5-0",1,0,1,1,-,-,0,-,-,-,-
May 4,vs. Old Westbury,"W, 5-1",0,0,0,-,-,-,0,-,-,-,-
May 5,vs. Old Westbury,"W, 2-1",0,0,0,-,-,-,0,-,-,-,-
May 10,at Kean,"L, 2-0",2,0,1,-,-,-,0,-,-,-,1
May 10,at Kean,"L, 18-3",3,1,1,1,-,-,0,1,-,1,-
May 15,vs. Neumann,"W, 7-2",2,1,1,-,1,-,1,-,-,-,-
May 16,vs. Ithaca,"L, 4-1",3,1,2,1,-,-,0,-,1,-,-
May 17,vs. Rensselaer,"L, 6-5",1,0,0,-,-,-,0,-,1,-,-
