Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
J Concepcion,ORM,RF,0.444,2,9,2,4,0,0,1,2,0,1,0,0,0,0,0,0.444,0.778,1.222
A Matthews,BIL,RF,0.241,35,133,20,32,11,2,2,22,17,40,3,1,0,1,3,0.329,0.398,0.727
E Cayones,ORM,OF,0.3,3,10,2,3,1,0,0,1,3,2,0,0,0,0,0,0.5,0.4,0.9
J Morris,GTF,OF,0.246,64,224,59,55,12,2,12,33,51,97,7,1,1,0,1,0.394,0.478,0.872
M Ratterree,HEL,OF,0.314,65,258,63,81,22,6,12,58,26,72,7,3,0,4,2,0.391,0.585,0.976
A Fields,GTF,OF,0.167,6,12,5,2,0,0,0,1,6,3,0,0,0,0,1,0.444,0.167,0.611
C Markson,HEL,OF,0.288,46,177,35,51,12,1,0,21,22,35,8,4,2,3,4,0.377,0.367,0.744
D Opel,GTF,OF,0.256,26,82,13,21,6,2,0,11,15,22,1,2,1,0,0,0.371,0.378,0.749
P Stover,OGD,RF,0.312,50,189,35,59,16,3,4,33,25,51,9,2,0,0,6,0.406,0.492,0.898
N Benedetto,BIL,OF,0.165,37,115,14,19,4,1,1,9,6,39,4,2,1,0,0,0.207,0.243,0.45
R Bolden,ORM,RF,0.13,7,23,1,3,0,0,1,1,4,8,2,0,0,0,0,0.259,0.261,0.52
M Carballo,GTF,OF,0.127,18,55,5,7,1,0,0,3,1,37,2,0,0,0,1,0.158,0.145,0.303
T Linton,MIS,LF,0.171,12,41,8,7,1,0,0,6,2,15,0,0,0,0,1,0.244,0.195,0.44
J Pena,HEL,RF,0.272,57,213,29,58,19,0,10,35,21,46,5,3,0,3,4,0.344,0.502,0.847
R Ozuna,HEL,LF,0.286,22,77,12,22,1,1,0,9,6,9,4,1,0,0,0,0.337,0.325,0.662
J Reynoso,BIL,CF,0.238,38,160,16,38,5,0,2,12,5,29,9,5,6,1,1,0.259,0.306,0.565
J May,GTF,OF,0.378,12,45,5,17,1,1,0,7,7,6,5,1,1,0,0,0.481,0.444,0.926
O Garcia,HEL,OF,0.305,54,203,39,62,4,1,0,27,34,39,28,6,5,1,1,0.425,0.335,0.76
R Garvey,GJ,LF,0.232,54,194,21,45,8,3,4,23,16,56,3,8,0,0,11,0.3,0.366,0.666
D Hinojosa,HEL,RF,0.273,33,128,29,35,6,1,1,8,11,23,5,7,1,0,5,0.331,0.359,0.69
Y Garcia,MIS,CF,0.228,45,149,18,34,13,0,0,16,17,38,5,2,2,1,3,0.31,0.315,0.625
J Matthews,BIL,CF,0.292,46,154,23,45,5,3,3,8,19,32,22,5,0,0,4,0.398,0.422,0.82
G Rosa,BIL,OF,0.211,51,180,29,38,5,0,6,23,25,46,13,2,0,0,4,0.327,0.339,0.666
R Tapia,GJ,RF,0.357,66,258,53,92,20,6,7,47,15,31,10,9,5,3,4,0.399,0.562,0.961
A Aquino,BIL,RF,0.212,15,66,13,14,1,1,3,10,2,22,1,1,0,2,0,0.229,0.394,0.623
J Bianco,MIS,CF,0.232,36,125,12,29,9,0,0,17,11,42,8,4,1,0,2,0.294,0.304,0.598
D Taylor,IDF,OF,0.322,62,233,50,75,14,2,8,37,15,29,13,5,3,2,4,0.38,0.502,0.882
E Hernandez,IDF,RF,0.301,66,289,44,87,15,8,3,44,18,62,9,2,2,4,7,0.35,0.439,0.79
J Scavuzzo,OGD,CF,0.307,63,244,49,75,18,3,14,42,17,47,3,5,0,4,3,0.35,0.578,0.927
M Vinson,MIS,OF,0.0,2,5,0,0,0,0,0,0,2,3,0,0,0,0,0,0.286,0.0,0.286
J Curletta,OGD,RF,0.326,62,230,41,75,16,0,5,42,27,42,2,4,0,1,5,0.402,0.461,0.863
A Rivera,IDF,RF,0.269,57,212,44,57,8,0,4,26,23,37,9,5,2,0,3,0.349,0.363,0.712
D Poma,MIS,CF,0.357,4,14,2,5,0,0,0,2,0,2,1,0,0,0,0,0.4,0.357,0.757
G Nunez,OGD,OF,0.296,34,125,25,37,2,2,5,23,18,28,2,3,2,0,3,0.393,0.464,0.857
R Mendoza,ORM,RF,0.233,59,210,39,49,13,1,2,23,21,69,6,5,1,2,7,0.312,0.333,0.646
K Garcia,BIL,CF,0.105,5,19,0,2,1,0,0,1,3,4,2,0,0,0,0,0.227,0.158,0.385
C Taylor,MIS,RF,0.291,60,220,38,64,12,3,3,25,28,47,3,5,0,2,4,0.385,0.414,0.799
Q Davis,ORM,LF,0.167,4,12,1,2,0,0,0,1,2,4,0,0,0,0,0,0.286,0.167,0.452
J Popick,GJ,LF,0.333,2,6,0,2,1,0,0,2,0,0,0,0,0,0,0,0.333,0.5,0.833
