Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
R Tavares,GRF,C,0.256,53,160,19,41,7,3,3,18,6,31,1,1,6,0,8,0.287,0.394,0.681
R Bambino,ORM,C,0.151,19,53,6,8,1,1,0,4,4,13,0,0,2,0,2,0.25,0.208,0.458
J Turner,IDF,1B,0.229,66,231,30,53,18,1,8,41,38,85,1,2,0,4,1,0.341,0.42,0.76
A Nieves,ORM,SS,0.259,62,220,36,57,10,2,1,29,28,35,3,2,6,4,2,0.343,0.336,0.679
R Shankle,ORM,3B,0.144,30,97,14,14,3,0,2,7,16,32,0,0,1,1,2,0.27,0.237,0.507
C McConnell,IDF,SS,0.262,47,183,25,48,8,4,4,35,15,35,8,4,1,3,6,0.32,0.415,0.735
D Reinhardt,ORM,3B,0.188,23,64,5,12,3,0,0,5,6,18,2,0,0,2,2,0.25,0.234,0.484
Y Lasso,BIL,SS,0.167,7,12,1,2,0,0,0,0,2,4,0,0,0,0,0,0.286,0.167,0.452
R Gonzalez,BIL,C,0.15,13,20,1,3,0,0,0,2,1,5,0,0,1,0,1,0.19,0.15,0.34
R Mount,ORM,SS,0.285,69,277,54,79,14,2,9,38,36,67,10,3,3,1,4,0.37,0.448,0.818
S Suarez,CAS,C,0.246,49,179,20,44,8,2,3,23,18,46,1,1,0,3,2,0.317,0.363,0.68
J Hester,MIS,C,0.271,56,192,36,52,16,4,6,41,27,52,6,2,0,3,5,0.37,0.49,0.86
L Wiens,CAS,1B,0.234,48,167,23,39,8,1,7,25,17,49,1,1,0,2,5,0.309,0.419,0.728
A Colon,BIL,3B,0.207,40,121,17,25,2,0,3,16,11,37,1,2,0,1,4,0.302,0.298,0.6
J Brashear,MIS,C,0.219,20,64,13,14,4,0,3,6,11,16,0,0,2,0,1,0.333,0.422,0.755
J Shelby III,GRF,2B,0.272,66,250,37,68,12,3,8,36,18,55,8,4,5,1,8,0.332,0.44,0.772
C Valaika,BIL,2B,0.324,70,275,58,89,22,4,8,60,24,61,2,2,2,6,8,0.387,0.52,0.907
C De La Cruz,HEL,3B,0.278,38,133,20,37,5,0,1,7,11,25,4,1,2,0,3,0.342,0.338,0.681
M Morizio,IDF,C,0.264,30,87,12,23,5,0,0,7,25,16,1,1,0,0,3,0.429,0.322,0.75
J Long,BIL,C,0.158,8,19,5,3,0,0,0,0,2,4,0,0,0,0,0,0.238,0.158,0.396
