Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
D Harvard,BRS,OF,0.229,26,109,22,25,3,2,1,8,10,30,6,3,0,0,2,0.3,0.321,0.621
C Larsson,DAN,OF,0.25,61,208,41,52,15,0,8,27,31,36,5,1,1,3,1,0.361,0.438,0.799
A Heisler,BRS,CF,0.4,2,5,0,2,0,0,0,0,0,1,0,1,0,0,0,0.4,0.4,0.8
J Concepcion,KNG,LF,0.299,60,241,32,72,15,3,2,33,6,46,4,1,0,3,9,0.32,0.411,0.731
E Nunez,PUL,OF,0.291,44,148,23,43,6,4,6,23,13,47,3,2,2,0,2,0.367,0.507,0.874
J Vargas,GRN,OF,0.149,27,94,7,14,6,0,1,10,4,26,0,0,0,1,1,0.206,0.245,0.451
J Caminero,PRN,OF,0.33,48,188,25,62,9,6,3,22,5,38,6,7,2,0,4,0.347,0.489,0.837
J Austin,PUL,OF,0.335,55,206,35,69,6,2,0,13,22,21,20,8,6,1,2,0.405,0.383,0.789
C Farris,BRS,OF,0.216,56,204,25,44,8,1,9,27,19,78,0,0,0,1,6,0.3,0.397,0.697
J Keegan,BRS,OF,0.216,48,162,23,35,4,1,1,4,23,36,0,1,2,0,0,0.328,0.272,0.6
M Tejada,KNG,OF,0.16,14,50,8,8,0,0,4,8,1,20,0,0,1,0,2,0.192,0.4,0.592
J Monzon,GRN,CF,0.2,53,170,27,34,7,1,0,10,25,51,7,1,1,0,5,0.327,0.253,0.58
C Ramirez,BLU,OF,0.232,40,112,18,26,7,2,2,9,10,39,2,1,0,0,0,0.301,0.384,0.685
A Garcia,JC,OF,0.308,51,182,38,56,14,4,6,31,21,36,4,1,0,2,1,0.407,0.527,0.935
D Lawley,KNG,OF,0.284,57,232,37,66,17,3,9,43,14,48,5,5,1,6,7,0.325,0.5,0.825
B Stamps,DAN,CF,0.0,3,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0
D Brown,KNG,OF,0.268,33,56,10,15,5,1,1,5,4,20,0,1,0,0,2,0.359,0.446,0.806
K Straus,PUL,OF,0.15,32,107,7,16,1,0,4,7,3,31,1,0,1,0,2,0.188,0.271,0.459
L Adams,BUR,CF,0.281,43,167,31,47,9,3,5,20,17,45,9,1,2,3,1,0.353,0.461,0.814
A Howard,BUR,OF,0.151,27,86,15,13,1,1,3,7,9,27,1,0,1,0,0,0.263,0.291,0.553
R Melendez,BLU,OF,0.3,6,10,0,3,2,0,0,4,0,2,0,0,0,0,0,0.3,0.5,0.8
T Pugh,KNG,OF,0.252,39,123,14,31,7,1,3,19,13,39,6,2,1,0,1,0.328,0.398,0.727
G Wright,GRN,LF,0.253,25,87,14,22,4,1,1,9,5,20,8,2,0,0,3,0.309,0.356,0.665
M Hejma,ELZ,RF,0.225,27,89,12,20,3,0,1,8,6,30,0,1,0,0,1,0.303,0.292,0.595
J Pickett,BUR,LF,0.304,22,79,10,24,3,1,0,4,4,21,6,3,1,0,1,0.368,0.367,0.735
E Arce,BLU,OF,0.263,6,19,1,5,1,0,0,1,2,4,0,0,0,0,1,0.333,0.316,0.649
F Christian,PUL,OF,0.176,23,51,7,9,2,0,0,3,7,19,0,0,0,0,1,0.276,0.216,0.492
D Dixon,PRN,OF,0.211,56,199,22,42,8,4,5,20,14,49,5,3,1,0,1,0.263,0.367,0.63
K Fleming,DAN,OF,0.243,62,222,29,54,10,5,1,22,12,54,7,4,1,3,3,0.29,0.347,0.637
C Hawkins,BLU,OF,0.318,68,242,49,77,15,6,5,52,22,46,14,4,2,2,3,0.375,0.492,0.866
K Kiilsgaard,GRN,OF,0.167,8,30,4,5,1,0,0,1,4,8,0,0,0,0,1,0.265,0.2,0.465
