Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
M Alou,MTS,LF,0.667,1,3,1,2,0,0,1,2,0,0,0,0,0,0,0,0.667,1.667,2.333
A Boone,NAT,1B,0.667,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0.667,1.0,1.667
L Castillo,MTS,2B,0.0,3,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0.375,0.0,0.375
T Nixon,MTS,DH,0.6,3,10,1,6,2,0,0,1,1,0,0,0,0,0,0,0.636,0.8,1.436
P Reese,NAT,2B,0.2,3,10,2,2,0,0,0,2,0,1,0,0,0,1,1,0.182,0.2,0.382
S Stewart,BLU,OF,0.667,2,6,1,4,1,0,0,1,1,1,0,0,0,0,0,0.714,0.833,1.548
R Martinez,DGR,SS,0.167,2,6,1,1,0,0,0,0,1,2,0,0,0,0,0,0.286,0.167,0.452
G Lombard,MRL,OF,0.091,3,11,2,1,1,0,0,0,1,5,0,0,0,0,0,0.231,0.182,0.413
A Everett,TWI,SS,0.5,4,12,1,6,1,0,0,1,0,1,1,0,0,1,0,0.462,0.583,1.045
J Estrada,NAT,C,0.286,3,7,1,2,0,0,0,3,0,1,0,0,0,0,0,0.286,0.286,0.571
R Church,MTS,RF,0.167,2,6,0,1,0,0,0,1,1,3,0,0,0,0,0,0.286,0.167,0.452
R Paulino,PIR,C,0.286,8,28,3,8,1,0,1,6,2,3,0,0,0,0,3,0.333,0.429,0.762
R Diaz,BLU,C,0.386,15,44,9,17,3,0,2,10,2,4,0,0,0,2,2,0.42,0.591,1.011
A Pagan,MTS,OF,0.6,2,5,1,3,1,0,0,0,0,0,2,0,1,0,0,0.6,0.8,1.4
I Desmond,NAT,SS,0.385,3,13,1,5,1,0,0,2,0,2,3,0,0,0,0,0.385,0.462,0.846
J Lennerton,TIG,1B,0.243,36,115,11,28,9,1,1,22,18,36,2,1,0,1,1,0.348,0.365,0.713
P Antoniato,PHL,2B,0.286,2,7,0,2,0,0,0,1,0,0,0,0,0,0,1,0.286,0.286,0.571
B Friday,PIR,SS,0.182,7,22,2,4,0,1,0,3,2,3,0,0,0,0,0,0.28,0.273,0.553
K Howard,DGR,2B,0.304,8,23,4,7,2,0,0,4,3,4,1,0,0,0,1,0.385,0.391,0.776
E Contreras,RDS,OF,0.271,37,129,19,35,11,1,1,30,10,20,3,0,2,4,0,0.351,0.395,0.746
M Rizzotti,PHL,1B,0.538,4,13,1,7,1,1,0,6,4,3,0,0,0,1,0,0.611,0.769,1.38
B Carroll,MRL,RF,0.25,2,8,1,2,1,0,0,0,1,1,0,0,0,0,0,0.333,0.375,0.708
P Maat,MTS,C,0.25,4,8,0,2,1,0,0,0,2,1,0,0,0,0,0,0.4,0.375,0.775
N French,YAN,1B,0.345,35,84,15,29,4,0,3,15,10,13,2,1,1,1,1,0.434,0.5,0.934
A Quiroz,PHL,CF,0.19,6,21,2,4,0,0,0,2,1,5,1,0,0,1,1,0.217,0.19,0.408
A Chourio,PIR,2B,0.335,49,185,35,62,3,0,0,13,22,30,30,8,8,2,0,0.41,0.351,0.762
V De Los Santos,PHL,RF,0.251,51,187,32,47,11,1,10,45,9,41,1,1,0,2,6,0.29,0.481,0.771
L Milledge,NAT,OF,0.25,2,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0.25,1.0,1.25
W Diaz,IND,SS,0.421,5,19,2,8,2,0,0,1,3,7,2,0,0,0,0,0.5,0.526,1.026
E Dukes,NAT,OF,0.0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
B Schultz,MRL,OF,0.38,22,71,15,27,4,3,1,15,12,11,3,4,1,0,3,0.476,0.563,1.04
R Watson,PHL,2B,0.5,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0.5,1.0,1.5
B King,PHL,3B,0.2,5,10,1,2,0,0,0,0,3,3,1,0,0,0,2,0.429,0.2,0.629
J Woodard,TWI,1B,0.2,2,5,1,1,0,0,0,1,1,2,1,0,0,0,0,0.333,0.2,0.533
S Duncan,YAN,1B,0.0,2,7,0,0,0,0,0,0,1,3,0,0,0,0,0,0.125,0.0,0.125
J Aponte,IND,C,0.183,24,71,4,13,6,0,0,10,8,17,0,0,1,1,5,0.272,0.268,0.539
N Nelson,BLU,1B,0.171,26,70,6,12,4,0,2,11,6,31,0,1,0,2,0,0.268,0.314,0.583
A Villalobos,DGR,C,0.229,25,70,8,16,2,0,0,3,4,6,0,1,2,0,4,0.299,0.257,0.556
B Sellers,NAT,LF,0.217,29,83,15,18,4,0,0,8,14,25,2,0,1,1,2,0.333,0.265,0.598
Y Silva,BRA,CF,0.143,3,7,1,1,1,0,0,0,2,3,1,0,0,0,0,0.333,0.286,0.619
C Rasmus,CAR,OF,0.556,3,9,1,5,1,0,1,2,3,2,0,0,0,0,0,0.667,1.0,1.667
B Harrigan,TIG,C,0.218,29,87,8,19,5,1,0,5,6,18,1,0,0,1,3,0.289,0.299,0.588
B Roberts,TWI,OF,0.286,4,7,0,2,1,0,0,0,3,1,4,0,0,0,0,0.643,0.429,1.071
R Tosoni,TWI,OF,0.667,2,6,3,4,0,0,1,3,0,1,0,0,0,0,0,0.667,1.167,1.833
B Dlugach,TIG,SS,0.2,7,15,2,3,2,0,0,2,2,4,0,0,0,1,2,0.278,0.333,0.611
S Garcia,DGR,2B,0.167,2,6,1,1,0,0,0,0,1,1,0,0,0,0,0,0.286,0.167,0.452
B Maldonado,MTS,OF,0.333,5,18,4,6,3,0,0,3,2,1,1,0,0,0,0,0.4,0.5,0.9
J Padron,NAT,1B,0.192,41,120,19,23,8,0,0,20,27,36,6,1,3,3,5,0.351,0.258,0.609
P Guerrero,DGR,SS,0.263,32,118,17,31,7,0,2,13,8,33,2,3,2,2,4,0.315,0.373,0.688
J Munoz,PIR,OF,0.3,20,70,10,21,3,0,0,9,3,12,3,1,0,1,2,0.342,0.343,0.685
C Silva,PIR,1B,0.329,22,73,12,24,8,0,1,12,7,10,4,0,1,0,2,0.41,0.479,0.889
F Cervelli,YAN,C,0.25,3,8,0,2,1,0,0,0,0,1,0,0,0,0,0,0.25,0.375,0.625
K Collado,DGR,C,0.288,19,52,5,15,3,0,0,5,7,7,0,1,1,0,4,0.393,0.346,0.74
J Apodaca,RSX,C,0.4,2,5,1,2,0,0,0,2,0,3,1,0,0,0,0,0.571,0.4,0.971
A Vargas,PIR,1B,0.285,39,144,15,41,8,1,1,15,12,13,4,1,1,2,5,0.335,0.375,0.71
A Dionicio,YAN,OF,0.2,5,15,0,3,0,1,0,2,0,2,0,0,0,0,2,0.2,0.333,0.533
C Dumont,CAR,LF,0.118,13,34,4,4,1,0,0,1,3,10,0,0,0,0,0,0.211,0.147,0.358
E Garcia,PIR,RF,0.209,45,163,18,34,5,3,2,18,15,47,15,0,0,1,4,0.278,0.313,0.591
O Casamayor,ORI,3B,0.281,40,128,12,36,8,1,0,16,9,17,2,4,3,0,4,0.343,0.359,0.702
J Guzman,DGR,SS,0.192,30,52,10,10,2,0,0,2,9,12,4,2,1,1,0,0.317,0.231,0.548
E Meyer,ORI,1B,0.317,42,139,17,44,9,0,3,17,12,30,0,0,1,1,3,0.385,0.446,0.831
