Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id
 , , , , , , , , , , , , , 
MORIN Guillaume,FRA,M,11FRA025,46.0,0.0,0.0,1974.0,L,1.0,35+M,08/15/2011,9.0,FRA3312
 , , , , , , , , , , , , , 
MORIN Guillaume,FRA,M,11FRA025,52.5,0.0,0.0,1974.0,L,2.0,35+M,08/15/2011,9.0,FRA3312
 , , , , , , , , , , , , , 
MORIN Guillaume,FRA,M,11FRA025,41.5,0.0,0.0,1974.0,L,3.0,35+M,08/15/2011,9.0,FRA3312
 , , , , , , , , , , , , , 
MORIN Guillaume,FRA,M,11FRA012,0.0,1060.0,0.0,1974.0,L,1.0,All,07/03/2011,16.0,FRA3804
 , , , , , , , , , , , , , 
MORIN Guillaume,FRA,M,11FRA012,49.0,0.0,0.0,1974.0,L,1.0,All,07/03/2011,10.0,FRA3804
 , , , , , , , , , , , , , 
MORIN Guillaume,FRA,M,11FRA012,0.0,1000.0,0.0,1974.0,L,2.0,All,07/03/2011,16.0,FRA3804
 , , , , , , , , , , , , , 
MORIN Guillaume,FRA,M,11FRA012,51.0,0.0,0.0,1974.0,L,2.0,All,07/03/2011,10.0,FRA3804
 , , , , , , , , , , , , , 
MORIN Guillaume,FRA,M,11FRA043,51.5,0.0,0.0,1974.0,L,1.0,35+M,10/02/2011,4.0,FRA3804
 , , , , , , , , , , , , , 
MORIN Guillaume,FRA,M,11FRA043,51.0,0.0,0.0,1974.0,L,2.0,35+M,10/02/2011,4.0,FRA3804
 , , , , , , , , , , , , , 
MORIN Guillaume,FRA,M,11FRA043,47.0,0.0,0.0,1974.0,L,3.0,35+M,10/02/2011,4.0,FRA3804
 , , , , , , , , , , , , , 
MORIN Guillaume,FRA,M,11FRA021,44.5,0.0,0.0,1974.0,L,1.0,35+M,07/28/2011,9.0,FRA7708
 , , , , , , , , , , , , , 
MORIN Guillaume,FRA,M,11FRA035,46.5,0.0,0.0,1974.0,L,1.0,35+M,09/11/2011,10.0,SUIBOURG
 , , , , , , , , , , , , , 
MORIN Guillaume,FRA,M,11FRA035,44.0,0.0,0.0,1974.0,L,2.0,35+M,09/11/2011,10.0,SUIBOURG
