Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
P Reese,HAG,SS,.250,5,16,4,4,0,0,1,1,2,1,0,0,0,0,0,.333,.438,.771
A Kearns,HAG,OF,.333,2,3,2,1,0,0,0,1,3,1,0,0,0,0,0,.667,.333,1.000
A LaRoche,HIC,1B,.600,3,10,2,6,1,0,1,4,2,1,0,0,0,0,0,.667,1.000,1.667
E Alfonzo,AUG,C,.188,5,16,1,3,1,0,1,6,1,5,0,0,0,1,1,.222,.438,.660
R Reyes,SAV,RF,.298,13,47,2,14,3,1,1,5,2,15,0,0,0,0,1,.327,.468,.795
V Heredia,HAG,2B,.225,63,209,28,47,5,0,0,10,22,43,28,8,3,1,4,.300,.249,.549
D Mollenhauer,KAN,2B,.293,90,348,46,102,29,5,2,35,24,57,19,2,6,3,4,.338,.422,.760
M Jones,GVL,1B,.317,86,331,49,105,22,1,7,52,35,68,2,0,0,4,8,.380,.453,.833
D Pickens,LC,C,.235,47,149,14,35,6,0,1,18,28,19,1,1,0,2,7,.356,.295,.651
L Day,CSC,C,.067,7,15,4,1,1,0,0,2,1,3,0,0,0,1,0,.211,.133,.344
B Hubbert,SAV,LF,.194,40,98,17,19,5,1,3,13,14,45,3,1,1,1,1,.316,.357,.673
W Macia,HIC,P,.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000
B Monaghan,DEL,C,.197,47,137,14,27,6,0,1,14,18,38,4,3,2,1,3,.297,.263,.560
T Pahuta,HAG,1B,.269,116,405,42,109,24,1,17,73,33,83,1,0,0,3,6,.327,.459,.786
P Figueroa,DEL,DH,.314,22,86,12,27,4,0,0,8,8,16,4,1,0,3,3,.367,.360,.728
C Fontaine,COL,2B,.269,55,186,36,50,9,2,3,24,32,37,2,5,4,2,2,.376,.387,.763
M Gildea,HAG,CF,.171,91,293,33,50,12,0,4,24,49,102,4,3,4,2,5,.296,.253,.549
B Stouffer,HAG,2B,.200,15,50,6,10,1,0,0,1,6,16,1,0,1,0,0,.322,.220,.542
A Walker,HIC,C,.256,56,219,31,56,7,0,7,29,9,50,0,0,0,3,4,.284,.384,.668
C DeLome,LEX,LF,.261,61,226,41,59,9,6,12,36,18,71,7,2,0,2,2,.329,.513,.843
C Guzman,SAV,CF,.269,84,294,36,79,14,1,8,33,20,84,14,3,2,3,9,.314,.405,.719
M Taylor,LWD,LF,.361,67,249,40,90,12,3,10,50,31,43,10,3,0,2,5,.441,.554,.995
N McCurdy,GBO,P,--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--
J Valdes,LC,OF,.241,16,54,8,13,1,1,2,15,3,11,0,1,2,2,1,.283,.407,.691
G Picart,HIC,2B,.253,52,178,21,45,10,0,2,14,12,31,4,4,6,1,4,.313,.343,.656
M Rizzotti,LWD,1B,.268,102,365,49,98,25,2,10,49,65,97,1,1,0,4,5,.380,.430,.810
D Buller,AUG,C,.281,26,96,20,27,6,1,5,17,14,23,2,0,0,0,1,.373,.521,.894
