Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
A Morel,IDF,OF,0.229,41,144,16,33,7,1,1,15,10,39,6,0,2,2,3,0.28,0.313,0.593
A Ortiz,IDF,OF,0.326,61,264,44,86,9,1,0,24,9,36,17,7,4,0,3,0.348,0.367,0.715
R Koko,IDF,OF,0.174,36,109,16,19,5,0,2,13,2,47,5,2,0,1,1,0.195,0.275,0.47
S Houin,HEL,OF,0.182,9,22,4,4,2,0,0,2,2,7,1,1,0,0,0,0.25,0.273,0.523
L Reyes,CAS,OF,0.26,41,146,17,38,8,1,0,15,18,27,7,3,2,0,5,0.345,0.329,0.674
W Penniall,BIL,OF,0.071,9,14,0,1,0,0,0,1,3,5,0,1,0,0,1,0.235,0.071,0.307
O Gonzalez,IDF,OF,0.297,69,266,56,79,15,2,9,38,32,74,17,6,4,4,8,0.372,0.47,0.842
O Sandoval,CAS,RF,0.264,37,106,10,28,5,1,1,12,4,39,2,3,0,0,0,0.291,0.358,0.649
M Jones,BIL,OF,0.256,60,203,31,52,7,3,4,28,7,43,7,4,2,3,3,0.277,0.379,0.656
J Brown,OGD,OF,0.221,37,95,21,21,2,0,1,16,14,32,3,0,2,0,0,0.333,0.274,0.607
K Crowell,HEL,OF,0.289,49,190,34,55,17,2,5,30,15,41,1,0,1,0,7,0.348,0.479,0.827
S Sanchez,GRF,OF,0.343,70,283,57,97,16,10,7,51,18,59,18,13,1,2,5,0.394,0.544,0.938
A Urena,MIS,OF,0.218,41,133,16,29,9,1,2,12,6,33,1,2,0,0,6,0.252,0.346,0.598
E Herrera,OGD,CF,0.282,50,181,28,51,10,3,1,27,25,39,3,3,1,1,0,0.379,0.387,0.766
E Gutierrez,OGD,OF,0.167,4,6,1,1,0,0,0,1,1,3,0,0,0,0,0,0.286,0.167,0.452
J Rosario,OGD,OF,0.331,70,281,47,93,11,4,5,34,21,50,22,8,4,3,4,0.376,0.452,0.828
J Perez,ORM,OF,0.276,35,123,18,34,8,1,8,21,8,40,4,2,0,2,5,0.336,0.553,0.889
J Reed,BIL,OF,0.25,28,100,22,25,4,2,3,15,13,41,4,4,0,2,0,0.353,0.42,0.773
L Estill,GRF,OF,0.247,54,186,34,46,8,7,7,38,21,84,3,5,3,1,2,0.338,0.478,0.817
J Hunter,GRF,OF,0.143,5,21,2,3,0,0,0,0,3,8,0,0,0,0,0,0.25,0.143,0.393
R Kiniry,ORM,OF,0.26,49,150,25,39,5,1,0,14,16,33,8,3,3,1,2,0.337,0.307,0.644
J Moore,ORM,OF,0.272,68,254,50,69,13,6,14,54,19,68,17,5,4,1,5,0.329,0.535,0.864
P Norris,IDF,CF,0.091,4,11,1,1,0,0,0,0,0,2,0,0,0,0,0,0.091,0.091,0.182
T Pippin,ORM,LF,0.188,48,138,17,26,2,0,0,16,16,51,3,1,2,2,1,0.269,0.203,0.472
N Van Stratten,IDF,OF,0.316,24,98,21,31,4,4,2,14,13,9,7,2,1,0,4,0.407,0.5,0.907
C Janes,MIS,OF,0.267,5,15,3,4,2,0,1,5,0,2,0,0,0,0,1,0.313,0.6,0.913
D Christensen,CAS,OF,0.223,62,229,31,51,11,1,9,21,15,95,7,3,2,1,0,0.284,0.397,0.681
S Lowe,CAS,CF,0.17,40,135,10,23,4,1,1,5,7,79,4,2,1,1,1,0.236,0.237,0.474
L Haydel,HEL,OF,0.276,62,254,42,70,12,5,0,20,12,44,12,5,3,0,3,0.311,0.362,0.673
D Walker,MIS,OF,0.291,63,230,37,67,17,3,5,39,27,61,9,7,0,2,2,0.377,0.457,0.834
S Robinson,CAS,OF,0.24,50,196,33,47,3,4,5,25,7,51,10,3,3,1,2,0.279,0.372,0.651
M Goetz,HEL,OF,0.318,46,132,28,42,6,2,3,27,14,15,11,4,1,1,3,0.417,0.462,0.879
A Mead,GRF,OF,0.3,45,150,27,45,12,1,2,22,11,26,7,2,3,2,2,0.359,0.433,0.793
K Jones,BIL,OF,0.318,38,157,31,50,11,2,3,25,13,21,7,4,3,2,1,0.381,0.471,0.852
A Wycklendt,HEL,OF,0.219,34,96,14,21,4,0,5,14,7,42,1,0,0,0,3,0.299,0.417,0.716
T Vetters,OGD,OF,0.315,57,197,45,62,13,5,14,41,14,49,1,2,1,3,3,0.381,0.645,1.026
P Clifford,MIS,OF,0.28,63,225,42,63,16,2,10,40,36,51,8,1,0,4,1,0.378,0.502,0.88
J Gallagher,GRF,OF,0.332,67,247,52,82,21,1,9,44,35,38,7,4,1,6,6,0.418,0.534,0.953
C Gindl,HEL,OF,0.372,55,207,40,77,22,3,5,42,20,38,4,4,0,4,5,0.42,0.58,1.0
D Giovanatto,ORM,OF,0.266,45,128,25,34,7,1,8,17,8,39,3,1,0,0,3,0.324,0.523,0.847
E Kanaby,OGD,OF,0.338,58,207,25,70,5,0,1,21,30,35,8,10,1,0,2,0.427,0.377,0.804
C Lembeck,CAS,OF,0.234,31,94,13,22,4,2,4,14,9,37,2,3,1,0,3,0.308,0.447,0.755
B Menchaca,BIL,OF,0.261,63,241,51,63,9,7,7,45,31,70,16,6,1,1,2,0.358,0.444,0.802
D Miller,ORM,OF,0.228,53,167,35,38,7,1,1,10,42,37,10,5,2,0,4,0.394,0.299,0.694
J Principe,MIS,OF,0.239,54,218,28,52,4,4,5,26,11,65,6,3,2,1,0,0.28,0.362,0.643
J Sims,CAS,OF,0.125,17,48,5,6,0,0,0,5,5,24,0,2,1,0,0,0.236,0.125,0.361
A Smith,MIS,OF,0.298,56,218,39,65,15,0,6,29,17,32,1,1,0,3,6,0.353,0.45,0.802
W Tucker,IDF,OF,0.328,15,67,12,22,10,2,1,10,2,10,1,2,1,0,3,0.348,0.582,0.93
T Worthington,MIS,RF,0.135,13,37,6,5,0,1,0,2,5,11,1,0,0,0,0,0.238,0.189,0.427
K Maunus,BIL,OF,0.281,53,185,38,52,11,1,6,27,21,40,3,1,0,2,4,0.36,0.449,0.809
T Povey,OGD,OF,0.241,11,29,4,7,2,1,0,0,1,9,0,0,1,0,1,0.29,0.379,0.67
S Turner,GRF,OF,0.281,20,32,9,9,2,1,0,5,3,16,3,3,1,0,0,0.378,0.406,0.785
