Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,site id
 , , , , , , , , , , , , 
ANTHONY simon,GBR,M,10GBR08,0.0,0.0,31.3,1958.0,L,1.0,45+M,08/15/2010,GBRSOUTH
 , , , , , , , , , , , , 
ANTHONY simon,GBR,M,10GBR08,0.0,1820.0,0.0,1958.0,L,1.0,45+M,08/15/2010,GBRSOUTH
 , , , , , , , , , , , , 
ANTHONY simon,GBR,M,10GBR08,49.0,0.0,0.0,1958.0,L,1.0,45+M,08/15/2010,GBRSOUTH
ANTHONY simon,GBR,M,10GBR08,49.0,1820.0,31.3,1958.0,L,1.0,45+M,08/15/2010,GBRSOUTH
 , , , , , , , , , , , , 
ANTHONY simon,GBR,M,10GBR08,0.0,0.0,30.1,1958.0,L,2.0,45+M,08/15/2010,GBRSOUTH
 , , , , , , , , , , , , 
ANTHONY simon,GBR,M,10GBR08,0.0,1300.0,0.0,1958.0,L,2.0,45+M,08/15/2010,GBRSOUTH
 , , , , , , , , , , , , 
ANTHONY simon,GBR,M,10GBR08,45.5,0.0,0.0,1958.0,L,2.0,45+M,08/15/2010,GBRSOUTH
ANTHONY simon,GBR,M,10GBR08,45.5,1300.0,30.1,1958.0,L,2.0,45+M,08/15/2010,GBRSOUTH
