Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 4,vs. Catawba College,"L, 7-4",3,1,1,-,-,-,0,-,1,-,-
Feb 4,vs. Catawba College,"L, 8-0",2,0,0,-,-,-,0,-,-,-,-
Feb 5,vs. Queens University of Charlotte,"W, 3-2",3,0,1,-,-,-,0,-,-,-,-
Feb 5,vs. Queens University of Charlotte,"W, 6-5",4,1,1,-,-,-,0,-,1,-,-
Feb 8,at Albany State,"L, 4-2",3,1,0,-,-,-,0,-,-,-,-
Feb 8,at Albany State,"L, 1-0",2,0,0,-,-,-,0,1,-,-,-
Feb 11,Young Harris College,"W, 7-1",3,2,1,1,-,-,1,1,1,1,-
Feb 11,Young Harris College,"L, 11-5",4,0,0,-,-,-,0,-,1,-,-
Feb 12,Rollins College,"L, 5-2",3,0,0,-,-,-,0,1,2,-,-
Feb 12,Rollins College,"L, 6-0",2,0,0,-,-,-,0,1,1,-,-
Feb 17,at Brewton-Parker College,"W, 2-1",3,1,0,-,-,-,0,-,-,-,-
Feb 17,at Brewton-Parker College,"W, 3-2",2,0,1,-,-,-,0,1,1,-,1
Feb 18,Thomas University (Ga.), ,-,-,-,-,-,-,-,-,-,-,-
Feb 18,Thomas University (Ga.), ,-,-,-,-,-,-,-,-,-,-,-
Feb 22,at Valdosta State,"L, 2-0",3,0,0,-,-,-,0,-,-,-,-
Feb 22,at Valdosta State,"L, 9-1",1,0,0,-,-,-,0,-,-,-,-
Feb 25,Fort Valley State,"W, 9-0",2,1,0,-,-,-,0,-,-,-,-
Feb 25,Fort Valley State,"W, 4-2",3,1,1,-,-,-,0,-,-,-,-
Feb 28,West Georgia,"W, 4-2",3,2,2,1,-,-,1,-,-,-,-
Feb 28,West Georgia,"L, 4-1",3,0,0,-,-,-,0,-,-,-,-
Mar 1,at Fort Valley State, ,-,-,-,-,-,-,-,-,-,-,-
Mar 1,at Fort Valley State, ,-,-,-,-,-,-,-,-,-,-,-
Mar 3,at West Georgia, ,-,-,-,-,-,-,-,-,-,-,-
Mar 3,at West Georgia, ,-,-,-,-,-,-,-,-,-,-,-
Mar 4,at LaGrange College,"W, 2-0",3,0,0,-,-,-,0,-,-,-,-
Mar 4,at LaGrange College,"W, 7-1",4,0,1,1,-,-,2,-,-,-,-
Mar 7,Lynn University (Fla.),"W, 3-2",3,0,0,-,-,-,0,-,1,-,-
Mar 7,Lynn University (Fla.),"W, 4-3",3,1,0,-,-,-,0,-,-,-,-
Mar 11,at Georgia College,"L, 9-5",3,0,1,-,-,-,2,1,-,-,-
Mar 11,at Georgia College,"L, 3-2",2,0,1,-,-,-,0,-,-,-,-
Mar 12,at Georgia Regents University,"L, 8-4",2,0,0,-,-,-,1,1,1,-,-
Mar 12,at Georgia Regents University,"L, 4-1",3,0,1,-,-,-,0,-,-,-,-
Mar 17,at USC Aiken,"L, 1-0",4,0,1,-,-,-,0,-,2,-,-
Mar 17,at USC Aiken,"L, 6-5",2,1,1,-,-,-,0,2,-,-,-
Mar 18,at Young Harris College,"L, 3-2",4,0,0,-,-,-,0,-,1,-,-
Mar 18,at Young Harris College,"L, 4-3",3,0,2,-,-,-,0,1,1,-,1
Mar 20,at Anderson University (S.C.),"W, 3-2",3,-,-,-,-,-,-,-,1,-,-
Mar 20,at Anderson University (S.C.),"L, 3-0",1,0,0,-,-,-,0,2,-,-,-
Mar 23,North Georgia,"L, 8-1",3,0,0,-,-,-,0,-,3,-,-
Mar 23,North Georgia,"L, 5-2",3,1,2,-,-,-,-,-,1,1,-
Mar 25,Lander University,"L, 3-1",2,0,0,-,-,-,0,-,1,-,-
Mar 25,Lander University,"W, 5-2",3,0,0,-,-,-,0,-,-,-,-
Mar 28,Albany State,"W, 10-2",3,1,1,-,-,-,0,-,-,-,-
Mar 28,Albany State,"W, 9-1",2,1,0,-,-,-,0,1,1,-,-
Apr 1,at Armstrong,"L, 6-1",3,0,0,-,-,-,0,-,3,-,-
Apr 1,at Armstrong,"L, 7-1",3,0,0,-,-,-,0,-,-,-,-
Apr 2,at Flagler College,"L, 1-0",2,0,0,-,-,-,0,-,-,-,-
Apr 2,at Flagler College,"W, 2-1",3,0,1,-,-,-,0,-,-,-,-
Apr 7,Columbus State,"L, 6-1",2,1,0,-,-,-,0,1,1,-,-
Apr 7,Columbus State,"W, 2-1",3,1,0,-,-,-,0,-,-,-,-
Apr 10,Brewton-Parker College,"W, 7-2",2,0,0,-,-,-,0,1,1,-,1
Apr 10,Brewton-Parker College,"W, 4-3",2,0,0,-,-,-,0,-,1,-,-
Apr 13,at Thomas University (Ga.),"L, 7-6",4,1,1,-,-,-,0,1,-,1,-
Apr 13,at Thomas University (Ga.),"W, 6-0",2,0,0,-,-,-,0,1,2,-,-
Apr 14,Francis Marion University,"L, 7-0",3,-,-,-,-,-,-,-,2,-,-
Apr 14,Francis Marion University,"L, 2-1",2,-,-,-,-,-,-,-,2,-,-
Apr 15,UNC Pembroke,"W, 4-0",2,1,2,-,-,-,0,-,-,2,-
Apr 15,UNC Pembroke,"L, 3-2",3,0,0,-,-,-,0,-,1,-,-
