Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Mar 13,Simmons College,"L, 5-1",2,0,0,-,-,-,0,-,-,-,-
Mar 24,vs. Thomas (ME),"W, 3-0",2,0,0,-,-,-,0,-,-,-,-
Mar 24,vs. Wis.-Stevens Point,"L, 3-2",3,0,1,-,-,-,0,-,1,-,-
Mar 25,vs. Middlebury College,"L, 8-2",3,1,1,-,-,-,0,1,1,-,-
Mar 25,vs. Oberlin,"L, 2-0",4,0,0,-,-,-,0,-,-,-,-
Mar 26,vs. Williams College,"L, 9-2",2,0,0,-,-,-,0,-,1,-,-
Mar 26,vs. Middlebury College,"L, 1-0",3,0,0,-,-,-,0,-,-,-,-
Mar 27,vs. Wis.-Whitewater,"L, 6-0",1,0,0,-,-,-,0,-,-,-,-
Mar 27,vs. Mount Mercy College,"L, 7-6",2,2,1,1,-,-,1,2,-,1,-
Mar 28,vs. DePauw,"L, 8-0",3,0,0,-,-,-,0,-,1,-,-
Mar 28,vs. Middlebury College,"W, 6-5",4,1,1,-,-,-,1,-,-,-,-
Mar 30,Wellesley College,"L, 13-4",3,1,0,-,-,-,0,1,-,-,-
Mar 30,Wellesley College,"W, 4-3",1,0,0,-,-,-,0,1,-,-,-
Apr 3,UMass Boston,"L, 6-1",3,0,0,-,-,-,0,-,1,-,-
Apr 3,UMass Boston,"L, 9-6",4,1,0,-,-,-,0,1,1,-,-
Apr 6,at Wheaton College,"W, 4-2",2,0,0,-,-,-,0,-,-,-,-
Apr 6,at Wheaton College,"L, 3-0",3,0,1,-,-,-,0,-,-,-,-
Apr 7,Springfield College,"L, 9-0",1,0,1,1,-,-,0,1,-,-,-
Apr 7,Springfield College,"L, 11-3",2,1,0,-,-,-,0,1,2,-,-
Apr 11,Wentworth Institute of Technology,"W, 4-0",2,0,0,-,-,-,0,1,-,-,-
Apr 11,Wentworth Institute of Technology,"W, 10-2",3,1,2,-,-,-,2,-,-,-,-
Apr 13,Clark University,"L, 8-4",3,0,1,-,-,-,2,-,-,-,-
Apr 13,Clark University,"W, 2-0",2,1,0,-,-,-,0,1,-,-,-
Apr 14,at U.S. Coast Guard Academy,"L, 7-4",3,1,2,-,-,-,1,1,-,-,-
Apr 14,at U.S. Coast Guard Academy,"L, 12-1",1,0,0,-,-,-,0,-,1,-,-
Apr 17,Smith College,"W, 3-2",3,1,2,-,-,-,0,1,-,-,-
Apr 17,Smith College,"W, 9-1",4,1,0,-,-,-,0,-,-,-,-
Apr 20,at Babson College,"L, 5-1",3,1,1,1,-,-,0,-,1,-,-
Apr 20,at Babson College,"L, 10-6",4,1,1,-,1,-,2,-,-,-,-
Apr 21,at WPI,"W, 4-2",3,1,0,-,-,-,0,1,-,1,-
Apr 21,at WPI,"W, 1-0",3,0,0,-,-,-,0,-,1,-,-
Apr 26,Salve Regina University,"L, 6-2",3,0,2,-,-,-,1,1,-,-,-
Apr 26,Salve Regina University,"W, 3-0",3,0,0,-,-,-,0,-,3,-,-
