Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
C Izturis,ORI,SS,0.0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
O Santos,TIG,C,0.0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.333,0.0,0.333
E De Los Santos,TWI,SS,0.143,11,42,2,6,1,0,0,1,0,6,1,1,1,0,1,0.143,0.167,0.31
D Ryan,MTS,C,0.222,6,18,4,4,3,0,0,2,5,8,0,0,0,0,0,0.391,0.389,0.78
J Jaramillo,PIR,C,0.192,7,26,6,5,3,0,0,4,4,8,0,0,0,0,0,0.323,0.308,0.63
S Bowman,BRA,3B,0.2,7,20,0,4,0,0,0,2,2,5,0,0,0,0,1,0.273,0.2,0.473
S Pearce,PIR,1B,0.667,1,3,0,2,0,0,0,2,1,1,0,0,0,0,0,0.75,0.667,1.417
D Adams,YAN,2B,0.429,17,56,13,24,9,0,1,11,5,10,2,1,0,2,1,0.469,0.643,1.112
J Clement,PIR,1B,0.257,9,35,4,9,4,0,0,7,3,7,0,0,0,1,0,0.308,0.371,0.679
C Sammons,MRL,C,0.333,4,6,1,2,0,0,1,3,1,0,0,0,0,0,0,0.429,0.833,1.262
C Hu,MTS,SS,0.184,13,49,8,9,0,0,0,1,8,7,2,1,0,0,1,0.298,0.184,0.482
Y Hernandez,BLU,1B,0.152,28,92,13,14,6,0,2,10,15,50,1,0,0,0,3,0.278,0.283,0.56
B Rowell,ORI,1B,0.273,17,66,9,18,6,1,1,7,3,11,1,0,0,1,3,0.31,0.439,0.749
P Alvarez,PIR,3B,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
J Farrell,PIR,3B,0.143,4,14,2,2,0,0,0,2,2,5,1,0,0,1,0,0.278,0.143,0.421
R Chang,TWI,3B,0.3,3,10,0,3,1,0,0,0,1,0,0,0,0,0,0,0.364,0.4,0.764
T Langley,PHL,C,0.333,4,9,0,3,2,0,0,5,1,2,0,0,0,0,0,0.4,0.556,0.956
C Jones,TIG,1B,0.182,3,11,0,2,0,0,0,1,1,1,0,0,0,0,0,0.25,0.182,0.432
