Batter,Team,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,AVG,OBP,SLG,OPS
J.C. Linares,Paw,8,2,5,2,0,1,4,0,0,0,0,0.625,0.625,1.25,1.875
Che-Hsuan Lin,Paw,11,2,5,1,2,0,3,1,1,0,0,0.455,0.5,0.909,1.409
Jonathan Hee,Paw,6,2,2,1,0,0,3,0,0,1,2,0.333,0.429,0.5,0.929
Nate Spears,Paw,8,1,2,0,0,1,2,0,0,1,2,0.25,0.333,0.625,0.958
Ryan Lavarnway,Paw,9,1,4,1,0,0,1,0,0,1,2,0.444,0.5,0.556,1.056
Josh Kroeger,Paw,4,1,2,0,0,0,1,0,1,0,0,0.5,0.5,0.5,1.0
Mauro Gomez,Paw,7,0,1,0,0,0,1,0,0,1,1,0.143,0.25,0.143,0.393
Reynaldo Rodriguez,Paw,0,0,0,0,0,0,1,0,0,0,0, ,0.0, , 
Scott Podsednik,Paw,1,0,1,1,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0
Will Middlebrooks,Paw,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
Jason Repko,Paw,6,2,3,0,0,0,0,0,0,2,2,0.5,0.625,0.5,1.125
Lars Anderson,Paw,4,1,1,0,0,0,0,0,0,3,1,0.25,0.571,0.25,0.821
Andy LaRoche,Paw,2,0,0,0,0,0,0,0,0,2,0,0.0,0.5,0.0,0.5
Alex Hassan,Paw,5,1,0,0,0,0,0,0,0,2,2,0.0,0.286,0.0,0.286
Ryan Kalish,Paw,3,0,0,0,0,0,0,0,0,1,1,0.0,0.25,0.0,0.25
Tony Thomas,Paw,5,1,0,0,0,0,0,0,0,1,1,0.0,0.167,0.0,0.167
Pedro Ciriaco,Paw,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0
Danny Valencia,Paw,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Bryce Brentz,Paw,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ryan Dent,Paw,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Daniel Nava,Paw,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0
Dan Butler,Paw,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jose Iglesias,Paw,5,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0
Jeremy Hazelbaker,Paw,0,1,0,0,0,0,0,1,0,0,0, ,1.0, , 
