Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
J Cruz,CHI,RF,0.281,95,324,52,91,24,1,9,50,56,42,0,0,2,0,14,0.399,0.444,0.844
R Rivera,CAM,CF,0.36,98,344,80,124,17,3,21,73,57,48,16,4,0,4,4,0.456,0.61,1.067
E Clemente,REY,LF,0.364,21,77,23,28,8,0,3,13,9,15,0,0,2,2,4,0.427,0.584,1.011
D McDonald,MVA,CF,0.301,105,408,78,123,26,9,12,65,69,72,19,9,4,6,2,0.401,0.498,0.899
R Taylor,TAB,OF,0.241,15,58,7,14,2,0,2,3,8,13,2,1,0,0,0,0.343,0.379,0.723
H Bocachica,REY,OF,0.293,42,147,36,43,9,1,6,30,18,29,4,2,3,2,2,0.384,0.49,0.874
L Ford,OAX,OF,0.314,39,140,21,44,13,2,5,25,22,14,5,2,0,0,7,0.418,0.543,0.961
L Matos,YUC,CF,0.344,97,392,76,135,26,1,6,43,51,36,17,7,3,4,10,0.429,0.462,0.891
T Redman,TAB,CF,0.355,62,220,47,78,16,3,4,41,49,16,10,2,1,6,3,0.462,0.509,0.971
R Gonzalez,LAR,OF,0.328,68,244,54,80,13,3,9,42,37,38,12,1,0,0,7,0.427,0.516,0.943
A Gomez,LAG,OF,0.352,101,383,77,135,22,2,16,82,53,61,37,4,1,6,12,0.427,0.546,0.972
A Sanchez,TIG,CF,0.293,98,409,60,120,15,5,6,50,28,34,17,11,8,3,7,0.338,0.399,0.736
C Brumbaugh,MVA,OF,0.235,22,81,11,19,4,0,4,14,11,21,0,0,0,1,3,0.323,0.432,0.755
R Reyes,PUE,CF,0.336,105,402,76,135,30,1,16,84,42,49,7,3,2,3,11,0.401,0.535,0.936
L Garcia,MTY,OF,0.338,93,340,71,115,20,0,21,86,68,61,1,1,0,5,8,0.451,0.582,1.033
M Valenzuela,MEX,OF,0.326,77,261,54,85,18,1,18,55,32,47,0,0,0,1,8,0.406,0.609,1.015
L Garcia,CHI,LF,0.281,53,167,17,47,12,1,1,19,17,19,3,0,2,2,4,0.344,0.383,0.727
K Pellow,REY,OF,0.304,12,46,7,14,3,0,0,7,4,14,0,1,0,0,1,0.373,0.37,0.742
V Diaz,VER,RF,0.298,105,373,64,111,23,0,29,96,52,119,12,6,1,4,13,0.389,0.592,0.981
J Rodriguez,VER,LF,0.228,31,114,20,26,9,1,4,15,14,15,2,2,1,1,4,0.331,0.43,0.761
J Cota,SAL,OF,0.332,102,397,67,132,15,3,12,47,42,56,5,6,0,3,9,0.396,0.476,0.872
C Roberson,MTY,CF,0.306,103,418,76,128,30,9,12,46,46,55,21,12,4,3,7,0.378,0.507,0.885
Y de Caster,REY,OF,0.339,101,387,71,131,37,1,15,66,52,60,10,1,0,5,14,0.421,0.556,0.977
F Rios,CHI,OF,0.314,54,156,31,49,4,1,3,21,20,17,1,1,8,0,11,0.392,0.41,0.802
L Suarez,PUE,LF,0.361,92,338,71,122,23,1,8,63,39,36,2,2,5,5,8,0.426,0.506,0.932
I Terrazas,MEX,LF,0.368,90,323,61,119,22,2,11,68,20,39,14,7,0,4,22,0.402,0.551,0.953
Y Angulo,OAX,LF,0.247,66,182,29,45,9,1,2,12,29,34,8,3,3,1,4,0.349,0.341,0.69
R Nanita,TAB,OF,0.341,62,226,39,77,16,0,6,30,22,22,1,4,1,2,7,0.401,0.491,0.892
O Ramirez,REY,LF,0.284,98,338,53,96,18,1,8,56,56,68,3,1,7,3,13,0.389,0.414,0.803
F Diaz,MIN,CF,0.338,103,400,75,135,34,0,13,66,25,39,2,3,2,5,15,0.376,0.52,0.896
W Romero,SAL,CF,0.323,87,319,70,103,23,1,7,56,54,57,15,7,3,3,9,0.422,0.467,0.889
N Teilon,CAM,OF,0.311,103,383,63,119,24,4,14,72,29,70,12,7,0,3,9,0.364,0.504,0.868
G Meza,YUC,OF,0.298,87,275,40,82,14,1,3,25,44,40,2,4,7,1,12,0.396,0.389,0.785
E Quintero,MTY,LF,0.32,96,372,54,119,17,3,13,65,34,104,3,2,1,3,9,0.379,0.487,0.865
E Arano,VER,OF,0.281,59,167,21,47,5,0,1,14,14,17,4,2,4,2,8,0.341,0.329,0.67
D Abreu,MIN,OF,0.3,23,80,8,24,3,0,2,13,10,14,4,1,1,0,5,0.378,0.413,0.79
A Arredondo,YUC,LF,0.306,32,72,18,22,3,0,1,11,9,15,2,0,1,0,0,0.39,0.389,0.779
S Contreras,TIG,CF,0.323,91,300,54,97,14,1,10,55,56,42,10,2,10,3,8,0.44,0.477,0.917
A Contreras,TIG,OF,0.329,88,304,56,100,15,2,6,44,26,41,10,4,10,6,12,0.393,0.451,0.844
E Gutierrez,OAX,LF,0.304,97,326,66,99,15,9,2,36,42,80,16,5,13,1,5,0.387,0.423,0.81
E Ahumada,TAB,OF,0.207,15,29,1,6,1,0,0,1,3,6,0,0,0,0,1,0.281,0.241,0.523
R Sanchez,YUC,RF,0.309,77,262,42,81,19,2,2,48,24,42,2,3,4,6,9,0.375,0.42,0.794
J Munoz,REY,OF,0.212,61,137,23,29,4,3,1,14,36,27,1,1,4,0,6,0.379,0.307,0.686
V Bojorquez,MEX,LF,0.29,91,310,52,90,15,1,4,39,28,44,3,6,1,4,9,0.349,0.384,0.733
S Rodriguez,PUE,OF,0.344,91,378,64,130,25,4,6,38,15,33,4,2,6,3,10,0.382,0.479,0.861
L Buelna,TAB,OF,0.294,93,330,43,97,9,1,5,50,29,41,2,6,5,1,8,0.359,0.373,0.732
