Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
P Castellano,YUC,3B,0.306,106,392,62,120,28,1,15,87,49,46,0,1,1,4,9,0.387,0.497,0.884
T Evans,SLT,3B,0.292,102,359,79,105,21,3,25,68,73,70,8,0,0,4,7,0.419,0.577,0.996
M Lopez,MTY,3B,0.363,99,353,92,128,23,0,30,94,79,85,2,1,0,6,5,0.479,0.683,1.161
W Otanez,VRA,3B,0.354,96,381,70,135,23,0,19,76,37,55,0,0,0,4,12,0.409,0.564,0.973
L Lucca,TIJ,3B,0.309,25,94,15,29,7,0,2,19,7,26,0,0,0,1,1,0.365,0.447,0.812
J Leon,CAM,3B,0.348,47,178,34,62,9,0,17,49,19,32,2,0,1,3,4,0.411,0.685,1.096
T Zuniga,VRA,3B,0.294,25,85,6,25,5,0,0,8,11,7,0,0,0,0,3,0.381,0.353,0.734
L Figueroa,CAM,3B,0.352,52,176,31,62,18,0,3,22,27,12,1,0,1,4,9,0.443,0.506,0.949
E Rios,AGU,3B,0.329,108,425,90,140,34,2,33,112,39,60,7,6,0,5,9,0.387,0.652,1.039
H Arredondo,TAB,3B,0.283,82,290,32,82,19,0,8,40,17,53,4,1,2,1,8,0.334,0.431,0.765
F Cervera,YUC,3B,0.222,37,108,15,24,6,1,3,9,16,14,0,2,3,1,2,0.336,0.38,0.716
F Lopez,OAX,3B,0.247,61,154,20,38,6,0,8,25,14,9,0,0,0,0,9,0.314,0.442,0.755
R Sanchez,CAM,3B,0.283,99,332,45,94,19,0,5,39,6,28,3,2,11,2,17,0.3,0.386,0.686
J Valle,SLT,3B,0.361,101,385,71,139,31,2,12,60,16,37,0,0,4,3,14,0.396,0.545,0.941
M Velez,MXO,3B,0.305,72,239,37,73,10,0,7,31,17,19,1,1,1,0,10,0.357,0.435,0.792
F Alejos,COR,3B,0.304,71,237,37,72,15,4,3,22,21,51,1,1,8,1,7,0.364,0.439,0.803
M Bobadilla,SLP,3B,0.197,59,157,11,31,6,0,1,17,15,23,2,1,3,1,7,0.27,0.255,0.525
V Gamez,MTY,3B,0.312,24,77,16,24,1,0,0,11,10,5,5,3,2,2,3,0.389,0.325,0.714
