Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 18,Messiah,"L, 7-6",-,-,-,-,-,-,-,-,-,-,-
Feb 18,Messiah,"W, 6-1",-,-,-,-,-,-,-,-,-,-,-
Feb 25,McDaniel,"W, 4-2",-,-,-,-,-,-,-,-,-,-,-
Feb 25,McDaniel,"L, 4-3",-,-,-,-,-,-,-,-,-,-,-
Feb 26,Shenandoah,"L, 3-0",-,-,-,-,-,-,-,-,-,-,-
Feb 26,Shenandoah,"L, 7-4",0,1,0,-,-,-,0,2,-,-,-
Feb 28,Va. Wesleyan,"L, 12-4",-,-,-,-,-,-,-,-,-,-,-
Feb 28,Va. Wesleyan,"L, 5-3",-,-,-,-,-,-,-,-,-,-,-
Mar 5,vs. La Roche,"W, 11-4",2,0,1,-,-,-,0,-,-,-,-
Mar 5,vs. Mt. Aloysius,"W, 3-0",-,-,-,-,-,-,-,-,-,-,-
Mar 6,vs. Gwynedd-Mercy,"W, 11-1",-,-,-,-,-,-,-,-,-,-,-
Mar 6,vs. Gwynedd-Mercy,"W, 9-1",-,-,-,-,-,-,-,-,-,-,-
Mar 7,vs. Chatham,"W, 8-0",-,-,-,-,-,-,-,-,-,-,-
Mar 7,vs. Blackburn,"W, 8-3",-,-,-,-,-,-,-,-,-,-,-
Mar 8,vs. Ursinus,"L, 6-0",-,-,-,-,-,-,-,-,-,-,-
Mar 8,vs. Blackburn,"W, 9-1",0,1,0,-,-,-,0,-,-,1,-
Mar 15,at Bridgewater (Va.),"L, 8-0",-,-,-,-,-,-,-,-,-,-,-
Mar 15,at Bridgewater (Va.),"L, 2-1",-,-,-,-,-,-,-,-,-,-,-
Mar 17,East. Mennonite,"W, 1-0",-,-,-,-,-,-,-,-,-,-,-
Mar 17,East. Mennonite,"L, 8-2",-,-,-,-,-,-,-,-,-,-,-
Mar 21,Chris. Newport, ,-,-,-,-,-,-,-,-,-,-,-
Mar 21,Chris. Newport, ,-,-,-,-,-,-,-,-,-,-,-
Mar 28,Hood,"W, 14-1",-,-,-,-,-,-,-,-,-,-,-
Mar 28,Hood,"W, 5-0",-,-,-,-,-,-,-,-,-,-,-
Mar 29,Chris. Newport,"W, 3-2",-,-,-,-,-,-,-,-,-,-,-
Mar 29,Chris. Newport,"L, 9-3",-,-,-,-,-,-,-,-,-,-,-
Mar 31,Wesley,"W, 9-0",-,-,-,-,-,-,-,-,-,-,-
Mar 31,Wesley,"W, 8-0",2,2,2,1,-,-,0,-,-,-,-
Apr 3,at York (Pa.),"W, 5-3",-,-,-,-,-,-,-,-,-,-,-
Apr 3,at York (Pa.),"W, 5-1",-,-,-,-,-,-,-,-,-,-,-
Apr 5,Randolph-Macon,"L, 11-4",-,-,-,-,-,-,-,-,-,-,-
Apr 5,Randolph-Macon,"L, 5-3",-,-,-,-,-,-,-,-,-,-,-
Apr 7,Salisbury,"L, 8-0",-,-,-,-,-,-,-,-,-,-,-
Apr 7,Salisbury,"L, 7-2",-,-,-,-,-,-,-,-,-,-,-
Apr 10,at Stevenson,"W, 8-2",-,-,-,-,-,-,-,-,-,-,-
Apr 10,at Stevenson,"W, 4-3",-,-,-,-,-,-,-,-,-,-,-
Apr 11,at Mary Baldwin,"W, 12-1",-,-,-,-,-,-,-,-,-,-,-
Apr 11,at Mary Baldwin,"W, 14-0",-,-,-,-,-,-,-,-,-,-,-
Apr 14,at Frostburg St.,"W, 2-0",-,-,-,-,-,-,-,-,-,-,-
Apr 14,at Frostburg St.,"L, 13-4",-,-,-,-,-,-,-,-,-,-,-
Apr 17,Stevenson,"W, 2-1",-,-,-,-,-,-,-,-,-,-,-
Apr 19,Frostburg St.,"W, 8-0",-,-,-,-,-,-,-,-,-,-,-
Apr 21,at Salisbury,"L, 3-0",-,-,-,-,-,-,-,-,-,-,-
Apr 21,at Frostburg St.,"L, 2-1",-,-,-,-,-,-,-,-,-,-,-
Apr 25,at Catholic,"L, 4-3",1,0,1,-,-,-,0,-,-,-,-
Apr 25,at Catholic,"L, 8-4",0,0,0,-,-,-,0,-,-,-,-
