Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
K Eveland,GTF,SS,0.234,40,145,22,34,11,0,3,19,27,43,1,0,7,0,2,0.358,0.372,0.731
S Cardullo,MIS,2B,0.288,61,219,38,63,14,4,10,38,24,52,3,7,1,3,4,0.372,0.525,0.897
C Mirabal,OGD,SS,0.315,34,146,28,46,8,0,3,25,7,26,11,2,2,0,3,0.355,0.432,0.786
D Lohman,BIL,2B,0.322,29,115,23,37,4,0,4,21,16,22,6,2,0,2,3,0.42,0.461,0.881
L Piterson,IDF,2B,0.298,43,171,25,51,11,2,0,15,14,19,4,3,3,2,7,0.354,0.386,0.74
J Puentes,GTF,2B,0.158,13,38,5,6,0,0,0,4,4,11,0,1,1,1,2,0.25,0.158,0.408
E Morales,OGD,2B,0.26,25,77,12,20,4,0,0,7,4,19,1,1,0,1,0,0.326,0.312,0.637
A Martinez,IDF,SS,0.222,49,189,19,42,5,1,0,9,9,43,4,0,1,0,5,0.261,0.259,0.521
M Jensen,MIS,2B,0.375,3,8,1,3,0,0,0,2,1,3,0,0,0,0,0,0.444,0.375,0.819
S Mende,CAS,SS,0.281,46,171,33,48,11,2,14,39,16,52,7,2,1,0,1,0.359,0.614,0.973
W Hatton,ORM,2B,0.311,24,90,11,28,6,1,2,16,8,16,3,2,1,0,3,0.367,0.467,0.834
Y Roja,CAS,2B,0.276,36,123,19,34,6,1,1,8,6,24,9,2,3,0,0,0.315,0.366,0.681
J Arias,BIL,SS,0.251,61,219,47,55,14,3,8,30,19,74,7,5,0,0,3,0.32,0.452,0.772
D Mateo,IDF,SS,0.348,56,224,33,78,9,4,4,40,17,43,1,1,0,3,9,0.389,0.478,0.867
J Rivera,CAS,2B,0.228,39,123,18,28,5,1,1,9,5,28,2,4,2,0,2,0.264,0.309,0.573
D Iden,OGD,2B,0.476,5,21,6,10,3,0,0,3,2,2,1,0,0,0,0,0.542,0.619,1.161
J Ciriaco,CAS,2B,0.254,28,63,4,16,0,1,0,6,1,17,6,1,1,1,3,0.262,0.286,0.547
M Antonio,IDF,SS,0.303,8,33,6,10,2,1,1,5,1,6,1,0,0,1,3,0.314,0.515,0.829
K Cowart,ORM,2B,0.283,72,283,49,80,12,3,7,40,25,81,11,4,0,6,8,0.345,0.42,0.765
T Lindsey,ORM,2B,0.362,63,290,64,105,28,6,9,46,13,46,10,4,0,1,6,0.394,0.593,0.987
Y Rivera,HEL,SS,0.248,74,330,47,82,14,7,8,38,14,91,7,3,2,0,7,0.285,0.406,0.691
S Wingo,OGD,SS,0.275,32,109,37,30,8,0,4,17,28,30,7,2,0,2,1,0.464,0.459,0.922
R Herrera,CAS,SS,0.284,63,243,38,69,6,8,6,34,27,62,5,4,1,1,2,0.361,0.449,0.81
M Liberto,IDF,2B,0.348,26,92,16,32,5,2,0,8,13,12,8,2,0,1,1,0.435,0.446,0.881
A Muenster,BIL,2B,0.2,16,60,8,12,4,1,1,6,6,9,2,0,1,0,1,0.273,0.35,0.623
T Belza,MIS,2B,0.316,63,237,48,75,19,3,7,30,22,51,8,0,0,0,1,0.375,0.511,0.885
T Story,CAS,SS,0.268,47,179,37,48,8,2,6,28,26,41,13,1,1,2,2,0.364,0.436,0.799
R Wright,BIL,SS,0.298,40,161,28,48,11,2,7,32,9,27,6,1,1,5,2,0.348,0.522,0.87
J Parr,MIS,SS,0.288,34,146,29,42,5,3,3,16,6,21,15,3,0,0,1,0.342,0.425,0.766
J Boudreaux,OGD,SS,0.265,32,113,26,30,7,2,3,21,16,26,16,0,1,1,3,0.4,0.442,0.842
D Herbek,GTF,SS,0.262,70,260,52,68,19,2,5,44,24,61,0,3,3,3,10,0.352,0.408,0.76
T Hairgrove,ORM,SS,0.254,55,189,34,48,10,1,3,26,22,31,2,1,2,3,3,0.345,0.365,0.711
J De Pinto,GTF,2B,0.285,68,263,49,75,18,3,5,46,34,54,7,2,0,3,4,0.388,0.433,0.821
J Perez,BIL,2B,0.268,19,82,14,22,7,2,2,11,9,20,3,3,0,1,0,0.344,0.476,0.82
B Brewer,ORM,SS,0.226,34,133,16,30,6,1,0,18,16,24,2,1,3,0,4,0.309,0.286,0.594
K Thompson,OGD,SS,0.241,11,29,6,7,1,0,0,5,3,6,2,2,0,0,1,0.333,0.276,0.609
N DelGuidice,IDF,SS,0.355,17,62,9,22,7,0,0,10,1,11,1,0,0,1,2,0.359,0.468,0.827
A Douglas,GTF,2B,0.238,46,151,22,36,8,3,4,16,11,54,17,2,1,0,3,0.303,0.411,0.714
