Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
I Tijerina,BRK,SS,0.214,28,84,14,18,3,0,0,6,11,18,2,0,2,1,2,0.316,0.25,0.566
C Valera,SC,SS,0.265,67,268,43,71,13,4,2,27,19,45,13,3,2,1,9,0.338,0.366,0.703
Y Barrios,JAM,SS,0.143,11,28,3,4,0,0,1,6,2,9,1,1,1,1,1,0.194,0.25,0.444
B Vigo,SC,SS,0.188,8,16,2,3,2,0,0,0,1,4,0,0,0,0,0,0.278,0.313,0.59
C Moon,TRI,SS,0.263,65,179,21,47,5,4,0,14,16,38,12,1,5,2,2,0.327,0.335,0.662
J Jones,JAM,SS,0.311,15,61,14,19,2,2,1,10,3,14,3,2,0,1,1,0.358,0.459,0.817
B Capellan,ABD,SS,0.2,6,15,2,3,2,0,0,2,1,3,0,0,0,0,0,0.25,0.333,0.583
W Solano,VER,SS,0.161,31,112,9,18,6,0,0,7,10,15,1,2,1,1,4,0.234,0.214,0.448
W Difo,AUB,SS,0.217,33,120,15,26,3,4,1,6,10,17,3,2,2,1,2,0.291,0.333,0.624
J Roberts,MV,SS,0.235,52,179,15,42,4,0,1,18,12,28,2,1,3,0,9,0.315,0.274,0.589
J Fernandez,TRI,SS,0.174,7,23,1,4,0,0,0,1,3,6,1,0,0,0,1,0.269,0.174,0.443
C Rondon,LOW,SS,0.276,37,123,13,34,4,1,1,10,7,26,6,1,6,0,3,0.326,0.35,0.675
F Rosario,SI,SS,0.125,3,8,0,1,1,0,0,2,1,5,0,0,0,0,0,0.222,0.25,0.472
D Masters,AUB,SS,0.183,45,153,11,28,7,1,0,8,10,33,0,0,1,1,4,0.254,0.242,0.496
D George,HV,SS,0.286,61,227,21,65,8,2,0,18,23,40,9,0,2,1,4,0.363,0.339,0.702
G Cecchini,BRK,SS,0.273,51,194,18,53,8,0,0,14,14,30,2,3,2,2,1,0.319,0.314,0.633
P Blair,HV,SS,0.168,32,107,19,18,5,0,1,5,17,28,7,1,3,0,1,0.315,0.243,0.558
M Canelo,WIL,SS,0.22,57,182,22,40,9,1,1,13,17,47,10,2,2,4,2,0.291,0.297,0.588
J Lopez,BAT,SS,0.174,45,155,14,27,4,3,1,13,13,47,1,2,0,3,1,0.243,0.258,0.501
A Avelino,SI,SS,0.243,17,70,10,17,2,0,0,6,4,6,2,0,0,0,3,0.303,0.271,0.574
K Richards,ABD,SS,0.253,25,95,10,24,9,0,0,12,6,26,5,4,1,1,4,0.301,0.347,0.648
T Lin,LOW,SS,0.226,60,230,34,52,9,2,1,20,28,59,12,4,1,1,2,0.312,0.296,0.607
A Frazier,JAM,SS,0.321,58,224,34,72,7,1,0,27,25,31,5,8,0,3,2,0.399,0.362,0.761
C Pinder,VER,SS,0.2,42,140,14,28,4,0,3,8,12,41,1,0,0,3,5,0.286,0.293,0.579
A Blanton,BAT,SS,0.286,2,7,1,2,1,0,0,0,0,3,0,0,0,0,0,0.286,0.429,0.714
J Bohn,BAT,SS,0.177,40,141,12,25,4,0,0,8,15,32,4,2,1,1,0,0.278,0.206,0.483
J Murphy,SI,SS,0.173,37,127,9,22,3,0,1,12,6,20,2,2,0,1,4,0.226,0.22,0.447
S Negron,CT,SS,0.167,22,60,5,10,1,0,0,7,14,20,2,0,0,2,1,0.316,0.183,0.499
T Wade,SI,SS,0.077,4,13,0,1,0,0,0,1,2,4,0,0,0,0,1,0.2,0.077,0.277
J Breen,ABD,SS,0.223,63,238,36,53,6,2,0,13,17,51,14,7,0,3,2,0.288,0.265,0.553
T Lindauer,TRI,SS,0.073,22,41,6,3,1,0,1,2,1,11,0,0,2,0,0,0.095,0.171,0.266
C Powell,CT,SS,0.249,52,205,28,51,7,2,1,20,11,40,13,2,0,2,2,0.304,0.317,0.621
J Viele,ABD,SS,0.3,3,10,2,3,1,0,0,0,2,2,0,0,0,0,0,0.417,0.4,0.817
K Attl,AUB,SS,0.171,11,35,2,6,1,0,1,7,1,9,0,1,2,0,1,0.194,0.286,0.48
