Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
A Lunetta,LCO,SS,0.158,6,19,1,3,1,0,0,2,3,9,0,0,0,1,0,0.292,0.211,0.502
A Reyes,LCO,2B,0.322,71,317,51,102,14,5,2,36,16,36,16,6,3,2,4,0.354,0.416,0.771
J Holmes,LCO,SS,0.222,3,9,0,2,0,0,0,0,0,3,0,0,0,0,0,0.222,0.222,0.444
C Clem,LCO,2B,0.211,6,19,3,4,0,0,0,0,4,5,0,0,0,0,0,0.375,0.211,0.586
B Finegan,LCO,SS,0.292,115,435,77,127,30,1,9,60,44,76,16,5,5,5,10,0.374,0.428,0.802
M Szabo,LCO,2B,0.249,105,377,60,94,15,0,6,35,40,54,5,0,1,1,6,0.338,0.337,0.675
M Obradovich,LCO,C,0.188,9,32,3,6,1,0,0,1,2,8,0,0,1,0,0,0.235,0.219,0.454
F Pacheco,LCO,1B,0.235,119,456,47,107,21,4,11,68,36,113,0,0,1,4,13,0.295,0.371,0.666
M Whitney,LCO,3B,0.242,74,277,38,67,7,0,6,27,34,64,0,3,0,3,6,0.332,0.332,0.664
C Gimenez,LCO,C,0.234,112,384,54,90,24,1,13,66,48,90,4,3,2,4,4,0.354,0.404,0.757
C De La Cruz,LCO,SS,0.262,17,61,5,16,2,0,0,6,5,9,1,2,2,1,1,0.313,0.295,0.609
W Toregas,LCO,C,0.231,104,411,57,95,22,0,5,42,37,76,0,1,2,3,15,0.302,0.321,0.623
J Noviskey,LCO,C,0.247,63,215,37,53,8,3,6,38,35,46,0,2,0,2,4,0.354,0.395,0.75
J Santiago,HIC,3B,0.185,9,27,3,5,3,0,0,0,2,2,0,0,0,0,3,0.241,0.296,0.538
E Solano,HIC,SS,0.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0.25
S Lerud,HIC,C,0.088,25,80,6,7,2,2,2,13,4,27,0,1,0,1,1,0.149,0.238,0.387
J Lomack,HIC,2B,0.243,59,181,18,44,4,1,0,12,21,33,12,10,4,0,1,0.325,0.276,0.601
N Walker,HIC,C,0.301,120,485,78,146,33,2,12,68,20,71,7,4,0,7,10,0.332,0.452,0.784
J Elliott,HIC,C,0.6,1,5,2,3,0,0,0,1,0,1,0,0,0,0,0,0.6,0.6,1.2
H Cho,HIC,SS,0.157,31,108,13,17,2,0,0,11,8,10,1,0,1,3,5,0.21,0.176,0.386
M Carlin,HIC,1B,0.318,89,308,53,98,21,4,16,65,29,70,6,1,0,3,1,0.398,0.568,0.966
M Cockrell,HIC,SS,0.267,99,371,47,99,14,6,7,44,25,29,7,5,3,6,10,0.317,0.394,0.71
M Hofius,HIC,1B,0.222,82,266,27,59,8,0,4,30,29,58,2,1,0,4,7,0.308,0.297,0.605
D Nino,HIC,C,0.0,3,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0
D Schwartzbauer,HIC,SS,0.269,97,324,38,87,17,1,5,34,25,70,3,5,4,3,4,0.33,0.373,0.703
A Mansolino,HIC,3B,0.207,8,29,4,6,2,0,1,5,3,4,0,0,0,2,0,0.265,0.379,0.644
B Bixler,HIC,SS,0.281,126,502,74,141,23,2,9,50,38,134,21,10,3,3,5,0.343,0.388,0.731
M Reyes,HIC,C,0.188,43,133,10,25,2,2,1,13,12,18,0,0,0,1,3,0.259,0.256,0.514
A Hathaway,HAG,C,0.259,39,139,18,36,8,0,1,13,8,32,0,2,1,1,4,0.302,0.338,0.64
W Batista,HAG,SS,0.238,68,265,41,63,11,3,7,28,24,46,13,14,6,2,5,0.301,0.381,0.683
T Piazza,HAG,C,0.15,5,20,1,3,1,0,0,1,1,9,1,0,0,0,0,0.19,0.2,0.39
M Carp,HAG,1B,0.249,89,313,49,78,12,1,19,63,35,96,2,2,1,5,2,0.358,0.476,0.834
J Mihalics,HAG,2B,0.267,17,45,3,12,3,0,0,8,4,5,0,1,4,1,0,0.333,0.333,0.667
K Fisher,LAK,3B,0.173,29,98,9,17,2,1,0,6,7,30,0,3,0,0,2,0.229,0.214,0.443
C Galloway,LAK,1B,0.237,20,76,4,18,4,0,0,7,1,17,0,0,0,0,2,0.284,0.289,0.573
G Isaacson,LAK,2B,0.238,21,63,8,15,4,0,0,13,10,16,0,0,1,0,0,0.342,0.302,0.644
J Merchan,LAK,SS,0.277,28,112,10,31,7,0,0,12,5,4,1,2,0,1,3,0.322,0.339,0.662
D Gredvig,LAK,1B,0.304,79,273,44,83,16,0,10,50,51,49,1,2,1,3,14,0.42,0.473,0.893
B Harman,LAK,SS,0.303,105,419,63,127,23,1,11,58,45,89,5,11,1,0,8,0.38,0.442,0.822
J Mader,LAK,SS,0.193,62,207,24,40,6,1,0,16,14,51,7,1,4,0,4,0.254,0.232,0.486
S Orr,LAK,SS,0.222,129,464,64,103,21,4,12,64,72,122,0,2,3,4,12,0.329,0.362,0.691
J Hardy,LAK,SS,0.107,39,131,12,14,4,1,0,6,12,28,2,0,3,0,5,0.188,0.153,0.34
J Jaramillo,LAK,C,0.304,119,448,46,136,28,4,8,63,44,72,2,3,1,1,15,0.368,0.438,0.805
D Brant,LAK,C,0.206,35,107,11,22,6,0,0,8,9,24,0,0,1,0,5,0.286,0.262,0.547
M Dzurilla,LAK,2B,0.32,110,434,73,139,33,4,12,60,48,71,2,4,5,3,8,0.392,0.498,0.89
M Lombardi,LAK,C,0.205,14,44,6,9,3,0,0,9,7,13,0,0,0,1,3,0.308,0.273,0.58
G Rodriguez,WVA,SS,0.174,20,46,3,8,1,0,0,3,4,6,2,0,2,1,3,0.25,0.196,0.446
C Lozada,WVA,C,0.149,15,47,1,7,2,0,0,7,0,7,0,0,1,0,3,0.184,0.191,0.375
T Festa,WVA,3B,0.129,18,62,6,8,1,0,0,5,5,10,1,0,0,0,2,0.194,0.145,0.339
C Blevins,WVA,C,0.2,42,120,16,24,6,1,1,10,20,19,0,0,3,0,2,0.324,0.292,0.616
