Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 28,vs. Bucknell,"L, 12-3",3,1,1,1,-,-,0,-,-,-,-
Feb 28,at UNC Wilmington,"L, 4-3",2,0,1,-,-,-,1,-,-,2,-
Mar 1,vs. UNC Greensboro,"L, 4-0",3,0,0,-,-,-,0,-,1,-,-
Mar 1,vs. Bucknell,"W, 10-9",4,0,0,-,-,-,0,-,-,-,-
Mar 2,at UNC Wilmington,"W, 7-6",3,1,1,-,-,-,0,-,1,-,1
Mar 7,vs. Lehigh,"L, 5-2",2,1,1,-,-,-,0,-,-,-,-
Mar 7,vs. Loyola Marymount,"L, 5-0",2,0,0,-,-,-,0,-,1,-,-
Mar 8,vs. Loyola Marymount,"L, 5-0",2,0,0,-,-,-,0,-,-,-,-
Mar 8,vs. Belmont,"L, 3-0",2,0,0,-,-,-,0,-,-,-,-
Mar 9,vs. St. Mary's,"L, 5-3",3,0,0,-,-,-,0,-,-,-,-
Mar 9,at Loyola Marymount,"L, 8-0",2,0,0,-,-,-,0,-,1,-,-
Mar 15,vs. St. Francis (Pa.),"L, 4-2",3,0,1,-,-,-,0,-,-,-,-
Mar 15,vs. Manhattan,"L, 12-0",2,0,0,-,-,-,0,-,-,-,-
Mar 16,vs. St. Francis (Pa.),"L, 4-2",3,0,1,-,-,-,0,-,-,-,-
Mar 16,at George Washington,"L, 3-0",2,0,0,-,-,-,0,-,1,-,-
Mar 26,at Hartford, ,-,-,-,-,-,-,-,-,-,-,-
Mar 26,at Hartford, ,-,-,-,-,-,-,-,-,-,-,-
Mar 28,at Columbia,"L, 3-1",3,0,0,-,-,-,0,-,-,-,-
Mar 28,at Columbia,"L, 3-0",3,0,1,-,-,-,0,-,-,-,-
Apr 3,Bryant,"L, 6-2",3,0,1,-,-,-,0,-,-,-,-
Apr 5,Cornell,"L, 8-3",3,0,0,-,-,-,0,-,2,-,-
Apr 5,Cornell,"L, 7-1",0,0,0,-,-,-,0,-,-,-,-
Apr 6,Princeton,"L, 7-6",3,0,0,-,-,-,0,-,-,-,-
Apr 6,Princeton,"L, 8-3",1,0,0,-,-,-,0,-,-,-,-
Apr 9,at Penn,"L, 8-0",-,-,-,-,-,-,-,-,-,-,-
Apr 9,at Penn,"L, 5-3",0,1,0,-,-,-,0,-,-,-,-
Apr 12,at Harvard,"L, 4-1",1,0,0,-,-,-,0,-,-,-,-
Apr 12,at Harvard,"L, 4-0",-,-,-,-,-,-,-,-,-,-,-
Apr 13,at Harvard,"L, 6-4",-,-,-,-,-,-,-,-,-,-,-
Apr 13,at Harvard,"L, 5-2",-,-,-,-,-,-,-,-,-,-,-
Apr 17,at Holy Cross,"L, 3-1",-,-,-,-,-,-,-,-,-,-,-
Apr 17,at Holy Cross,"L, 8-0",-,-,-,-,-,-,-,-,-,-,-
Apr 19,Dartmouth,"L, 7-1",-,-,-,-,-,-,-,-,-,-,-
Apr 19,Dartmouth,"L, 4-0",1,0,0,-,-,-,0,-,-,-,-
Apr 20,Dartmouth,"L, 6-2",1,0,0,-,-,-,0,-,1,-,-
Apr 20,Dartmouth,"W, 3-1",3,0,0,-,-,-,0,-,1,-,-
Apr 23,at Providence, ,-,-,-,-,-,-,-,-,-,-,-
Apr 25,Yale,"L, 10-1",2,0,0,-,-,-,0,-,-,-,-
Apr 25,Yale,"L, 11-2",-,-,-,-,-,-,-,-,-,-,-
Apr 26,at Yale, ,-,-,-,-,-,-,-,-,-,-,-
Apr 26,at Yale, ,-,-,-,-,-,-,-,-,-,-,-
Apr 27,at Yale,"L, 7-5",-,-,-,-,-,-,-,-,-,-,-
Apr 27,at Yale,"W, 5-2",1,0,0,-,-,-,0,1,-,-,-
