Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 8,vs. UTEP,"W, 3-2",4,0,0,-,-,-,0,-,2,-,-
Feb 9,vs. Southern Miss.,"W, 3-2",3,1,1,-,-,1,1,-,-,-,-
Feb 9,vs. UC Riverside,"L, 2-1",0,0,0,-,-,-,0,-,-,-,-
Feb 10,vs. UC Davis,"W, 2-1",3,0,0,-,-,-,0,-,-,-,-
Feb 10,at Fresno State,"L, 3-2",3,0,0,-,-,-,0,-,-,-,-
Feb 12,Pacific,"L, 3-0",3,0,1,-,-,-,0,-,-,-,-
Feb 16,at Saint Mary's,"W, 6-3",6,1,2,1,-,-,1,-,1,-,-
Feb 16,at Saint Mary's,"L, 2-0",-,-,-,-,-,-,-,-,-,-,-
Feb 27,UC Davis,"W, 5-4",4,0,2,-,-,-,0,-,1,-,1
Feb 27,UC Davis,"L, 4-1",0,0,0,-,-,-,0,-,-,-,-
Mar 2,at Santa Clara,"W, 6-2",4,1,2,-,-,-,1,-,-,-,-
Mar 2,at Santa Clara,"W, 3-2",3,1,1,-,-,-,0,-,-,-,-
Mar 3,at Santa Clara,"W, 4-3",3,0,0,-,-,-,0,1,-,-,-
Mar 8,vs. Rutgers,"W, 4-1",4,0,1,1,-,-,0,-,1,-,-
Mar 8,vs. Nevada,"W, 9-7",2,2,1,-,-,-,0,1,1,-,-
Mar 9,at Cal Poly,"W, 2-0",3,0,2,-,-,-,0,-,-,-,-
Mar 9,vs. Northern Illinois,"W, 13-5",2,0,1,1,-,-,1,-,-,-,-
Mar 10,at Cal Poly,"L, 2-1",3,0,1,-,-,-,1,-,-,-,-
Mar 15,Texas State,"L, 1-0",2,0,0,-,-,-,0,1,1,-,-
Mar 16,Saint Mary's,"L, 9-3",2,0,1,1,-,-,2,-,-,-,-
Mar 16,Fresno State,"W, 3-0",3,1,1,-,-,1,1,-,-,-,-
Mar 17,Kansas,"W, 1-0",4,0,1,1,-,-,0,-,2,-,-
Mar 22,Northern Colorado,"L, 6-3",4,0,1,-,-,-,0,-,-,-,-
Mar 22,Northern Colorado,"W, 2-1",2,0,0,-,-,-,0,-,-,-,-
Mar 23,Northern Colorado,"W, 1-0",2,0,0,-,-,-,0,1,-,-,-
Mar 26,at San Jose State,"L, 8-2",1,0,1,-,-,-,0,-,-,-,-
Mar 27,San Jose State,"L, 5-2",2,0,0,-,-,-,0,-,-,-,-
Mar 30,California,"L, 1-0",3,0,0,-,-,-,0,-,2,-,-
Apr 3,Nevada,"W, 1-0",2,0,1,-,-,-,0,-,-,-,-
Apr 3,Nevada,"L, 5-1",3,0,0,-,-,-,0,-,1,-,-
Apr 5,at Southern Utah,"W, 8-0",2,1,1,1,-,-,2,-,-,-,-
Apr 5,at Southern Utah,"L, 3-1",4,0,3,1,1,-,1,-,1,-,-
Apr 6,at Southern Utah,"L, 6-5",3,1,1,-,-,-,0,1,1,-,-
Apr 12,Weber State,"W, 3-0",3,0,1,-,-,-,2,-,1,-,-
Apr 12,Weber State,"L, 6-4",6,0,2,-,-,-,0,1,-,-,-
Apr 13,Weber State,"W, 7-0",2,1,2,-,-,-,0,1,-,-,-
Apr 19,at North Dakota, ,-,-,-,-,-,-,-,-,-,-,-
Apr 19,at North Dakota, ,-,-,-,-,-,-,-,-,-,-,-
Apr 20,at North Dakota, ,-,-,-,-,-,-,-,-,-,-,-
Apr 26,at Portland State,"L, 1-0",3,0,1,-,-,-,0,-,-,-,-
Apr 26,at Portland State,"W, 8-0",3,1,1,-,-,1,3,1,1,-,-
Apr 27,at Portland State,"L, 6-5",4,1,0,-,-,-,0,-,-,1,-
May 4,Idaho State,"W, 2-0",3,0,1,-,-,-,1,-,1,-,-
May 4,Idaho State,"L, 11-6",2,0,0,-,-,-,0,-,1,-,-
May 5,Idaho State,"L, 6-3",3,1,0,-,-,-,0,-,-,-,-
May 9,at Idaho State,"L, 10-9",5,0,1,1,-,-,0,-,-,-,-
May 10,vs. Southern Utah,"L, 5-4",3,0,1,-,-,-,0,-,-,-,-
