Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
O Vizquel,SJ,SS,0.375,3,8,3,3,0,0,0,1,2,0,0,0,0,0,0,0.5,0.375,0.875
E Aybar,RC,SS,0.4,3,10,2,4,1,0,0,3,0,0,2,0,0,0,0,0.4,0.5,0.9
J Horton,STK,SS,0.277,118,477,63,132,15,4,1,42,49,87,2,6,1,4,12,0.346,0.331,0.678
E Monzon,HD,SS,0.197,37,132,19,26,6,1,3,13,15,36,6,2,1,0,1,0.279,0.326,0.605
C Lara,IE,SS,0.256,106,359,50,92,17,8,1,43,39,100,10,2,8,3,4,0.328,0.357,0.685
J Lopez,LE,SS,0.248,99,339,44,84,13,0,2,38,28,41,2,2,6,4,15,0.307,0.304,0.611
T Tulowitzki,MOD,SS,0.333,5,12,3,4,3,0,0,1,5,2,0,0,0,1,0,0.5,0.583,1.083
C Nelson,MOD,SS,0.167,8,30,2,5,1,0,1,5,2,8,0,2,0,0,0,0.219,0.3,0.519
O Diaz,HD,SS,0.245,80,274,37,67,10,0,3,27,6,57,15,4,0,3,3,0.266,0.314,0.58
J Rivera,LE,SS,0.218,79,225,39,49,6,1,1,16,39,39,4,2,3,3,9,0.335,0.267,0.601
C Arrieche,STK,SS,0.225,24,80,8,18,6,0,0,7,1,19,0,0,1,1,0,0.259,0.3,0.559
S Schoop,SJ,SS,0.246,125,398,54,98,18,1,7,52,35,88,7,3,8,7,13,0.305,0.349,0.655
C Colmenares,RC,SS,0.1,5,10,2,1,0,0,0,0,2,3,0,0,0,0,0,0.308,0.1,0.408
F Martinez,STK,SS,0.279,114,433,65,121,24,4,6,42,36,60,5,5,2,5,9,0.337,0.395,0.732
P Ciriaco,VIS,SS,0.31,124,520,85,161,26,5,5,61,18,89,40,9,7,11,7,0.333,0.408,0.741
H Gomez,MOD,SS,0.333,1,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0.333,0.333,0.667
D Mayora,MOD,SS,0.288,127,486,65,140,34,5,7,55,44,100,8,8,11,3,8,0.36,0.422,0.781
A Diaz,LAN,SS,0.281,71,256,31,72,9,6,0,29,20,60,3,2,0,5,8,0.33,0.363,0.693
F Lizarraga,IE,SS,0.158,13,38,2,6,0,1,0,4,4,10,0,0,4,0,0,0.256,0.211,0.466
J Ciriaco,SJ,SS,0.172,41,87,5,15,2,0,0,7,7,17,1,1,3,2,3,0.229,0.195,0.425
J Guerrero,MOD,SS,0.333,5,6,2,2,0,1,0,1,3,2,0,0,0,0,0,0.556,0.667,1.222
R Nazario,MOD,SS,0.241,10,29,4,7,3,0,0,3,1,6,0,0,2,1,1,0.281,0.345,0.626
R Osuna,BAK,SS,0.317,62,259,45,82,18,1,1,23,22,38,6,3,1,1,2,0.371,0.405,0.776
D Perez,RC,SS,0.571,4,7,2,4,3,0,0,1,1,1,0,0,1,0,0,0.625,1.0,1.625
Y Navarro,LAN,SS,0.348,42,181,33,63,13,2,4,23,12,30,3,2,0,1,2,0.393,0.508,0.901
M Lemon,BAK,SS,0.295,118,447,80,132,30,4,8,47,46,69,12,8,14,0,3,0.374,0.434,0.808
M Hallberg,VIS,SS,0.283,69,272,42,77,10,2,3,29,30,28,5,2,3,3,9,0.357,0.368,0.725
C Triunfel,HD,SS,0.287,108,436,75,125,20,4,8,49,30,52,30,9,3,5,7,0.336,0.406,0.742
J Kaase,BAK,SS,0.29,25,93,11,27,1,0,1,6,3,17,3,1,1,1,1,0.309,0.333,0.643
J Pedroza,IE,SS,0.29,128,479,78,139,31,7,9,57,33,120,25,11,9,6,7,0.342,0.441,0.783
