Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,place,site id
 , , , , , , , , , , , , , 
CARTER Brie,USA,F,10C033R,52.0,0.0,0.0,1995.0,R,1.0,G3,09/07/2009,1.0,USAC0004
 , , , , , , , , , , , , , 
CARTER Brie,USA,F,10C033R,52.0,0.0,0.0,1995.0,R,2.0,G3,09/07/2009,1.0,USAC0004
 , , , , , , , , , , , , , 
CARTER Brie,USA,F,10C033R,46.5,0.0,0.0,1995.0,R,3.0,G3,09/07/2009,1.0,USAC0004
 , , , , , , , , , , , , , 
CARTER Brie,USA,F,10C037R,51.0,0.0,0.0,1995.0,L,1.0,G3,10/17/2009,2.0,USAC0004
 , , , , , , , , , , , , , 
CARTER Brie,USA,F,10C037R,48.5,0.0,0.0,1995.0,L,2.0,G3,10/17/2009,2.0,USAC0004
 , , , , , , , , , , , , , 
CARTER Brie,USA,F,10C037R,51.0,0.0,0.0,1995.0,L,3.0,G3,10/17/2009,2.0,USAC0004
 , , , , , , , , , , , , , 
CARTER Brie,USA,F,10C038R,53.0,0.0,0.0,1995.0,L,1.0,G3,10/18/2009,1.0,USAC0004
 , , , , , , , , , , , , , 
CARTER Brie,USA,F,10C038R,55.0,0.0,0.0,1995.0,L,2.0,G3,10/18/2009,1.0,USAC0004
 , , , , , , , , , , , , , 
CARTER Brie,USA,F,10S026R,51.0,0.0,0.0,1995.0,L,1.0,G3,09/06/2009,1.0,USAS0265
 , , , , , , , , , , , , , 
CARTER Brie,USA,F,10S026R,52.0,0.0,0.0,1995.0,L,2.0,G3,09/06/2009,1.0,USAS0265
 , , , , , , , , , , , , , 
CARTER Brie,USA,F,09S074B,0.0,0.0,20.6,1995.0,L,1.0,G2,08/02/2009,2.0,USAS0335
 , , , , , , , , , , , , , 
CARTER Brie,USA,F,09S074B,0.0,1170.0,0.0,1995.0,L,1.0,G2,08/02/2009,4.0,USAS0335
 , , , , , , , , , , , , , 
CARTER Brie,USA,F,09S999A,0.0,0.0,20.9,1995.0,L,1.0,G2,08/15/2009,6.0,USAS0364
 , , , , , , , , , , , , , 
CARTER Brie,USA,F,09S999A,0.0,1170.0,0.0,1995.0,L,1.0,G2,08/15/2009,14.0,USAS0364
