Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
G Bennett,IE,C,0.143,3,7,1,1,0,0,0,1,1,1,0,0,0,0,0,0.25,0.143,0.393
M Barrett,LE,C,0.667,1,3,0,2,0,0,0,0,1,1,0,0,0,0,0,0.75,0.667,1.417
J Bard,LE,C,0.111,3,9,0,1,0,0,0,0,2,0,0,0,0,0,0,0.273,0.111,0.384
C Snyder,VIS,C,0.4,1,5,1,2,0,0,1,4,0,2,0,0,0,0,0,0.4,1.0,1.4
M Napoli,RC,C,0.571,5,14,3,8,3,0,1,4,2,2,0,0,0,1,0,0.588,1.0,1.588
M Pina,BAK,C,0.265,61,223,31,59,10,1,3,24,14,22,1,0,1,3,7,0.313,0.359,0.672
G Rosendo,STK,C,0.187,26,91,6,17,1,0,1,6,1,16,0,0,1,0,7,0.196,0.231,0.426
E Easley,VIS,C,0.247,118,453,52,112,20,1,6,53,42,106,1,1,0,4,10,0.313,0.336,0.648
D Buller,SJ,C,0.265,9,34,9,9,3,0,1,5,3,12,2,1,1,0,0,0.342,0.441,0.783
R Mercado,VIS,C,0.228,32,114,6,26,6,0,0,13,10,23,0,1,0,2,1,0.291,0.281,0.572
E Lopez,IE,C,0.241,43,141,17,34,8,0,1,13,13,42,0,1,0,1,6,0.312,0.319,0.631
C Bressoud,RC,C,0.188,16,32,3,6,0,0,0,6,6,7,0,0,3,0,0,0.333,0.188,0.521
A Garabedian,IE,C,0.095,13,42,2,4,0,1,0,1,1,11,1,0,2,0,1,0.116,0.143,0.259
A Rosario,RC,C,0.218,42,124,11,27,5,0,0,14,8,18,3,1,0,2,3,0.261,0.258,0.519
N Robledo,MOD,C,0.186,66,210,17,39,5,0,1,16,24,62,0,0,3,3,7,0.272,0.224,0.496
J Brashear,VIS,C,0.195,26,82,11,16,5,0,1,8,17,27,1,0,0,0,2,0.333,0.293,0.626
J Still,LAN,C,0.265,122,456,82,121,30,3,22,83,65,111,0,0,0,7,5,0.363,0.489,0.852
L Exposito,LAN,C,0.301,55,226,31,68,13,2,10,37,9,47,0,1,0,2,7,0.331,0.509,0.839
K Feiner,HD,C,0.267,20,60,6,16,2,0,0,8,2,13,0,0,1,0,3,0.353,0.3,0.653
B Gunther,LE,C,0.22,15,50,11,11,4,0,0,3,4,7,0,0,0,1,2,0.273,0.3,0.573
J Morris,STK,C,0.29,27,107,17,31,8,2,7,32,12,22,0,0,0,0,2,0.361,0.598,0.959
R Padron,STK,C,0.257,47,171,17,44,7,0,4,20,13,45,0,1,1,1,3,0.316,0.368,0.684
F Encarnacion,HD,C,0.255,17,47,4,12,5,0,1,8,1,9,0,0,0,1,1,0.28,0.426,0.706
E Sarmiento,SJ,C,0.25,26,68,7,17,4,0,1,7,4,13,0,0,1,1,1,0.316,0.353,0.669
P Sandoval,SJ,C,0.359,68,273,61,98,25,2,12,59,23,39,2,1,0,2,1,0.412,0.597,1.009
C Santana,IE,C,0.323,99,350,88,113,34,4,14,96,69,59,7,4,2,9,7,0.431,0.563,0.993
G Gutierrez,IE,C,0.219,19,64,4,14,4,0,0,9,1,10,0,0,0,0,0,0.242,0.281,0.524
J Yepez,HD,C,0.269,39,130,20,35,5,0,4,21,12,18,1,0,1,2,2,0.345,0.4,0.745
T Scott,HD,C,0.27,96,348,51,94,25,1,12,60,35,89,5,1,2,4,2,0.34,0.451,0.791
F Wipke,RC,C,0.253,41,146,17,37,12,0,4,24,14,59,1,1,2,0,2,0.323,0.418,0.741
A Puello,BAK,C,0.133,6,15,0,2,0,0,0,1,0,5,0,0,0,0,1,0.133,0.133,0.267
M Stocco,LE,C,0.25,1,4,1,1,1,0,0,1,0,1,0,0,0,0,0,0.25,0.5,0.75
F Ishibashi,IE,C,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
I Villaescusa,RC,C,0.0,4,8,1,0,0,0,0,0,1,2,0,0,0,0,2,0.111,0.0,0.111
J Nunez,STK,C,0.042,11,24,2,1,0,0,0,0,5,9,1,0,0,0,0,0.207,0.042,0.249
M Canham,LE,C,0.285,113,417,65,119,28,5,8,81,66,73,13,1,1,3,7,0.382,0.434,0.816
M McKenry,MOD,C,0.258,111,400,59,103,28,1,18,75,55,101,2,4,5,2,8,0.36,0.468,0.827
T LaTorre,SJ,C,0.253,45,99,9,25,3,0,2,8,19,29,1,2,3,0,1,0.373,0.343,0.716
J Bowden,MOD,C,0.125,11,32,5,4,1,0,0,4,4,12,0,2,1,1,2,0.216,0.156,0.372
J Donaldson,STK,C,0.33,47,188,37,62,13,2,9,39,17,29,0,2,0,0,2,0.391,0.564,0.955
C Gradoville,BAK,C,0.309,71,265,32,82,20,1,4,26,7,41,0,1,1,3,8,0.343,0.438,0.78
B Musselman,VIS,C,0.154,9,26,3,4,0,0,0,1,4,9,0,1,0,1,1,0.258,0.154,0.412
M Smith,STK,C,0.15,7,20,2,3,0,0,0,1,2,4,0,0,0,1,0,0.28,0.15,0.43
B Walker,RC,C,0.263,52,179,19,47,9,0,8,26,12,55,1,2,2,2,6,0.306,0.447,0.753
J Williams,SJ,C,0.231,50,156,11,36,5,0,3,16,15,40,2,3,3,1,2,0.309,0.321,0.629
K Schmidt,VIS,C,0.329,40,152,21,50,10,1,1,19,3,26,0,0,0,1,2,0.356,0.428,0.784
A McQueary,LE,C,0.108,24,65,9,7,0,0,0,5,19,23,0,0,0,0,1,0.318,0.108,0.425
C Rosenbaum,RC,C,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
D Blackmon,LAN,C,0.286,29,98,14,28,4,0,3,17,14,27,0,0,0,3,7,0.365,0.418,0.784
J Shriner,SJ,C,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
