Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
R Tello,LEX,OF,0.244,34,123,13,30,11,0,1,15,2,32,1,2,1,2,3,0.269,0.358,0.627
J Duarte,GBO,CF,0.3,74,300,58,90,20,1,7,40,28,54,15,4,4,0,4,0.366,0.443,0.809
J Corsaletti,GBO,OF,0.301,23,83,13,25,3,1,3,12,18,13,4,0,0,0,5,0.426,0.47,0.896
O Sandoval,ASH,OF,0.279,97,344,48,96,22,4,5,42,30,103,12,13,2,0,4,0.358,0.41,0.767
L Ware,ROM,CF,0.222,38,126,20,28,4,1,1,11,8,27,16,4,6,1,1,0.298,0.294,0.592
J Schafer,ROM,CF,0.273,6,22,4,6,2,0,0,1,4,5,2,1,0,0,0,0.385,0.364,0.748
K Colligan,KAN,OF,0.284,93,348,57,99,21,4,9,42,26,71,18,4,3,4,4,0.348,0.445,0.793
B Clevlen,ROM,LF,0.75,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,1.5
N Morgan,HAG,CF,0.0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0.25,0.0,0.25
C Santana,HIC,LF,0.26,75,273,41,71,22,1,11,46,23,87,6,3,3,0,2,0.329,0.469,0.798
M Jones,HAG,CF,0.204,56,186,21,38,6,2,4,13,8,71,2,0,1,0,7,0.245,0.323,0.567
R Kruml,CSC,LF,0.261,51,184,21,48,9,1,0,11,7,35,12,2,2,1,1,0.297,0.321,0.618
R Lollis,AUG,RF,0.288,114,389,52,112,9,9,3,36,32,55,8,2,2,0,11,0.345,0.38,0.726
N Medchill,CSC,OF,0.215,65,237,29,51,10,1,9,32,23,84,5,4,0,0,4,0.295,0.38,0.675
J Medina,AUG,CF,0.125,6,16,1,2,1,0,0,1,2,6,0,0,0,0,0,0.222,0.188,0.41
D Cook,AUG,LF,0.281,97,338,41,95,21,5,1,32,25,78,7,0,2,2,8,0.334,0.382,0.716
R Bermudez,GVL,OF,0.281,95,363,55,102,28,3,10,54,30,81,4,3,0,4,14,0.342,0.457,0.8
R Fernandez,SAV,OF,0.253,45,178,19,45,7,3,2,14,14,52,6,3,3,1,5,0.309,0.36,0.669
J Lagares,SAV,LF,0.3,67,290,42,87,13,9,5,39,7,44,18,2,2,5,5,0.318,0.459,0.777
Z Almonte,CSC,CF,0.278,58,227,33,63,13,2,10,35,21,65,7,6,3,2,3,0.341,0.485,0.826
J Martinez,LEX,OF,0.362,88,348,83,126,31,3,15,64,33,55,3,0,0,1,7,0.433,0.598,1.03
M Velazquez,HIC,OF,0.27,71,274,46,74,17,1,10,53,26,47,12,4,0,4,12,0.342,0.449,0.791
M Dabbs,LWD,OF,0.297,37,138,19,41,6,2,1,14,9,27,9,6,1,2,3,0.365,0.391,0.757
