Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
T Clark,DET,1B,0.287,126,428,67,123,29,3,16,75,62,108,0,1,0,6,14,0.374,0.481,0.856
J Conine,BAL,1B,0.311,139,524,75,163,23,2,14,97,64,75,12,8,0,8,12,0.386,0.443,0.829
C Delgado,TOR,1B,0.279,162,574,102,160,31,1,39,102,111,136,3,0,0,3,9,0.408,0.54,0.948
J Giambi,OAK,1B,0.342,154,520,109,178,47,2,38,120,129,83,2,0,0,9,17,0.477,0.66,1.137
R Jennings,OAK,1B,0.25,20,52,4,13,3,0,0,4,2,6,0,0,0,1,0,0.273,0.308,0.58
W Joyner,ANA,1B,0.243,53,148,14,36,5,1,3,14,13,18,1,1,0,0,3,0.304,0.351,0.656
P Konerko,CWS,1B,0.282,156,582,92,164,35,0,32,99,54,89,1,0,0,5,17,0.349,0.507,0.856
T Martinez,NYY,1B,0.28,154,589,89,165,24,2,34,113,42,89,1,2,0,2,12,0.329,0.501,0.83
D McCarty,KC,1B,0.25,98,200,26,50,10,0,7,26,24,45,0,0,1,4,8,0.328,0.405,0.733
F McGriff,TB,1B,0.318,97,343,40,109,18,0,19,61,40,69,1,1,0,2,7,0.387,0.536,0.923
J Olerud,SEA,1B,0.302,159,572,91,173,32,1,21,95,94,70,3,1,1,7,21,0.401,0.472,0.873
R Palmeiro,TEX,1B,0.273,160,600,98,164,33,0,47,123,101,90,1,1,0,6,8,0.381,0.563,0.944
O Saenz,OAK,1B,0.22,106,305,33,67,21,1,9,32,19,64,0,1,1,3,9,0.291,0.384,0.675
R Simon,DET,1B,0.305,81,256,28,78,14,2,6,37,15,28,0,1,1,2,9,0.341,0.445,0.786
S Spiezio,ANA,1B,0.271,139,457,57,124,29,4,13,54,34,65,5,2,3,4,6,0.326,0.438,0.764
F Thomas,CWS,1B,0.221,20,68,8,15,3,0,4,10,10,12,0,0,0,1,0,0.316,0.441,0.758
J Thome,CLE,1B,0.291,156,526,101,153,26,1,49,124,111,185,0,1,0,3,9,0.416,0.624,1.04
M Valdez,OAK,1B,0.278,32,54,7,15,1,0,1,8,12,18,0,0,0,0,0,0.418,0.352,0.77
C Pickering,BOS,1B,0.28,17,50,4,14,1,0,3,7,8,13,0,0,0,0,4,0.379,0.48,0.859
B Daubach,BOS,1B,0.263,122,407,54,107,28,3,22,71,53,108,1,0,1,6,10,0.35,0.509,0.859
D Mientkiewicz,MIN,1B,0.306,151,543,77,166,39,1,15,74,67,92,2,6,0,7,10,0.387,0.464,0.851
S Cox,TB,1B,0.257,108,342,37,88,22,0,12,51,24,75,2,2,0,2,11,0.323,0.427,0.75
I Alcantara,BOS,1B,0.263,14,38,3,10,1,0,0,3,3,13,1,0,0,0,3,0.317,0.289,0.607
C Pena,TEX,1B,0.258,22,62,6,16,4,1,3,12,10,17,0,0,0,0,1,0.361,0.5,0.861
C Blake,BAL,1B,0.243,19,37,3,9,1,0,1,4,4,12,3,0,0,0,0,0.317,0.351,0.668
N Johnson,NYY,1B,0.194,23,67,6,13,2,0,2,8,7,15,0,0,0,0,3,0.308,0.313,0.621
L Barnes,ANA,1B,0.1,16,40,2,4,0,0,1,2,1,9,0,0,0,0,1,0.122,0.175,0.297
S Wooten,ANA,1B,0.312,79,221,24,69,8,1,8,32,5,42,2,0,0,3,5,0.332,0.466,0.798
L Lopez,TOR,1B,0.244,41,119,10,29,4,0,3,10,8,16,0,0,1,0,10,0.291,0.353,0.644
M Burkhart,BOS,1B,0.182,11,33,3,6,1,0,1,4,1,11,0,0,0,0,1,0.206,0.303,0.509
K Harvey,KC,1B,0.25,4,12,1,3,1,0,0,2,0,4,0,1,0,0,1,0.25,0.333,0.583
A Abad,OAK,1B,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
