Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 14,at South Alabama,"W, 5-4",-,-,-,-,-,-,-,-,-,-,-
Feb 15,at South Alabama,"L, 6-3",0,0,0,-,-,-,0,-,-,-,-
Feb 16,at South Alabama,"W, 5-4",-,-,-,-,-,-,-,-,-,-,-
Feb 18,at Middle Tennessee,"W, 9-5",-,-,-,-,-,-,-,-,-,-,-
Feb 21,NYIT,"W, 11-2",0,0,0,-,-,-,0,-,-,-,-
Feb 22,NYIT,"W, 13-1",-,-,-,-,-,-,-,-,-,-,-
Feb 22,NYIT,"W, 19-3",-,-,-,-,-,-,-,-,-,-,-
Feb 23,NYIT,"W, 12-1",0,0,0,-,-,-,0,-,-,-,-
Feb 25,Lipscomb,"W, 10-9",0,0,0,-,-,-,0,-,-,-,-
Feb 28,Northwestern,"W, 11-7",0,0,0,-,-,-,0,-,-,-,-
Mar 1,Northwestern,"W, 12-2",-,-,-,-,-,-,-,-,-,-,-
Mar 2,Northwestern,"W, 8-6",-,-,-,-,-,-,-,-,-,-,-
Mar 4,at Vanderbilt,"L, 4-0",-,-,-,-,-,-,-,-,-,-,-
Mar 7,Eastern Kentucky,"W, 11-1",-,-,-,-,-,-,-,-,-,-,-
Mar 8,Eastern Kentucky,"W, 4-0",-,-,-,-,-,-,-,-,-,-,-
Mar 9,Eastern Kentucky,"L, 8-5",-,-,-,-,-,-,-,-,-,-,-
Mar 11,at UNC Asheville,"W, 15-6",0,0,0,-,-,-,0,-,-,-,-
Mar 12,Berea,"W, 6-2",-,-,-,-,-,-,-,-,-,-,-
Mar 14,at Morehead State,"W, 15-0",-,-,-,-,-,-,-,-,-,-,-
Mar 15,at Morehead State,"L, 9-8",0,0,0,-,-,-,0,-,-,-,-
Mar 15,at Morehead State,"W, 17-8",-,-,-,-,-,-,-,-,-,-,-
Mar 21,UT Martin,"W, 14-5",-,-,-,-,-,-,-,-,-,-,-
Mar 22,UT Martin,"L, 7-5",-,-,-,-,-,-,-,-,-,-,-
Mar 23,UT Martin,"W, 2-0",-,-,-,-,-,-,-,-,-,-,-
Mar 25,Miami (Ohio),"W, 4-1",-,-,-,-,-,-,-,-,-,-,-
Mar 26,Miami (Ohio),"W, 13-5",0,0,0,-,-,-,0,-,-,-,-
Mar 28,at SIUE,"L, 3-1",-,-,-,-,-,-,-,-,-,-,-
Mar 29,at SIUE,"W, 8-5",-,-,-,-,-,-,-,-,-,-,-
Mar 30,at SIUE,"W, 10-6",0,0,0,-,-,-,0,-,-,-,-
Apr 1,at Alabama A&M,"W, 5-2",0,0,0,-,-,-,0,-,-,-,-
Apr 4,Austin Peay,"L, 7-4",-,-,-,-,-,-,-,-,-,-,-
Apr 5,Austin Peay,"L, 9-6",-,-,-,-,-,-,-,-,-,-,-
Apr 6,Austin Peay,"W, 16-9",0,0,0,-,-,-,0,-,-,-,-
Apr 8,Tennessee,"L, 10-1",-,-,-,-,-,-,-,-,-,-,-
Apr 9,Middle Tennessee,"W, 10-3",0,0,0,-,-,-,0,-,-,-,-
Apr 11,at Eastern Illinois,"W, 4-0",-,-,-,-,-,-,-,-,-,-,-
Apr 12,at Eastern Illinois,"L, 6-4",0,0,0,-,-,-,0,-,-,-,-
Apr 13,at Eastern Illinois,"W, 8-3",-,-,-,-,-,-,-,-,-,-,-
Apr 15,Alabama A&M,"W, 7-1",-,-,-,-,-,-,-,-,-,-,-
Apr 17,Jacksonville State,"W, 8-7",0,0,0,-,-,-,0,-,-,-,-
Apr 18,Jacksonville State,"W, 15-4",-,-,-,-,-,-,-,-,-,-,-
Apr 19,Jacksonville State,"W, 11-8",-,-,-,-,-,-,-,-,-,-,-
Apr 22,at Kentucky,"L, 15-13",0,0,0,-,-,-,0,-,-,-,-
Apr 25,at Murray State,"W, 5-1",-,-,-,-,-,-,-,-,-,-,-
Apr 26,at Murray State,"L, 6-3",0,0,0,-,-,-,0,-,-,-,-
Apr 26,at Murray State,"W, 10-5",-,-,-,-,-,-,-,-,-,-,-
May 2,at Lipscomb,"W, 4-1",-,-,-,-,-,-,-,-,-,-,-
May 3,at Lipscomb,"L, 8-4",-,-,-,-,-,-,-,-,-,-,-
May 4,Lipscomb,"W, 15-2",-,-,-,-,-,-,-,-,-,-,-
May 9,Southeast Missouri,"L, 12-8",-,-,-,-,-,-,-,-,-,-,-
May 10,Southeast Missouri,"L, 9-8",-,-,-,-,-,-,-,-,-,-,-
May 11,Southeast Missouri,"W, 21-10",-,-,-,-,-,-,-,-,-,-,-
May 15,at Belmont,"L, 10-6",-,-,-,-,-,-,-,-,-,-,-
May 16,at Belmont,"L, 2-1",-,-,-,-,-,-,-,-,-,-,-
May 17,at Belmont,"W, 3-2",-,-,-,-,-,-,-,-,-,-,-
May 22,vs. Morehead State,"W, 14-2",-,-,-,-,-,-,-,-,-,-,-
May 23,vs. Southeast Missouri,"W, 9-2",-,-,-,-,-,-,-,-,-,-,-
May 24,vs. Jacksonville State,"L, 10-7",-,-,-,-,-,-,-,-,-,-,-
May 25,vs. Jacksonville State,"L, 4-2",-,-,-,-,-,-,-,-,-,-,-
