Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
M Trumbo,CR,1B,0.272,128,471,57,128,27,2,14,76,34,98,10,8,0,5,15,0.326,0.427,0.752
R Canzler,PEO,1B,0.27,125,460,60,124,24,2,7,54,35,88,12,8,1,5,11,0.321,0.376,0.697
B Miller,SB,1B,0.262,135,500,71,131,24,3,22,91,67,116,0,0,0,5,13,0.356,0.454,0.81
A Hargrove,WIS,1B,0.22,30,82,10,18,4,0,4,16,9,30,0,1,0,0,1,0.297,0.415,0.711
J Turner,BUR,1B,0.212,101,340,33,72,12,1,9,27,37,125,1,2,3,1,8,0.296,0.332,0.628
P Franko,LAN,1B,0.3,29,90,12,27,7,0,3,20,17,25,0,0,1,2,2,0.414,0.478,0.892
S Doolittle,KC,1B,0.233,55,193,23,45,10,0,4,29,24,40,1,0,0,3,4,0.32,0.347,0.667
R Norwood,PEO,1B,0.253,22,75,6,19,3,0,0,5,6,11,0,1,0,1,0,0.305,0.293,0.598
M Gomez,CLI,1B,0.262,132,497,72,130,28,0,21,74,23,115,2,3,0,3,18,0.316,0.445,0.761
J Metropoulos,LAN,1B,0.198,27,96,14,19,8,0,4,13,8,33,0,0,0,1,1,0.278,0.406,0.684
M Lane,LAN,1B,0.255,99,337,44,86,27,2,8,53,30,93,0,2,0,4,8,0.322,0.418,0.74
I Gac,CLI,1B,0.091,3,11,1,1,0,0,0,0,1,6,0,0,0,0,0,0.231,0.091,0.322
J Woodard,BEL,1B,0.276,66,203,37,56,11,0,10,31,37,64,1,2,0,1,2,0.398,0.478,0.876
D Jones,FW,1B,0.266,69,248,31,66,12,2,4,31,21,65,2,0,0,2,7,0.328,0.379,0.707
R Strieby,WM,1B,0.253,123,443,65,112,23,2,16,76,63,78,6,5,0,8,10,0.347,0.422,0.769
J Davies,CR,1B,0.194,30,103,12,20,5,0,0,5,5,38,1,2,1,1,2,0.229,0.243,0.472
T Dorn,QC,1B,0.196,28,92,11,18,5,1,2,9,16,33,1,1,0,1,4,0.324,0.337,0.661
J Hunt,FW,1B,0.26,101,369,53,96,17,1,13,47,33,85,0,2,0,2,9,0.328,0.417,0.745
G Avila,WIS,1B,0.253,25,79,5,20,4,1,1,6,7,24,0,2,0,0,0,0.314,0.367,0.681
R Garth,WIS,1B,0.277,48,188,35,52,9,1,8,23,14,43,3,1,2,1,7,0.341,0.463,0.804
E Perez,GL,1B,0.311,116,447,56,139,20,2,14,60,34,91,8,5,0,2,10,0.362,0.459,0.821
D Sutherland,GL,1B,0.197,34,117,8,23,4,0,1,11,2,27,0,0,1,0,2,0.217,0.256,0.473
M Betsill,BEL,1B,0.213,58,197,23,42,10,0,3,17,27,41,3,4,1,0,5,0.311,0.31,0.621
R Eastley,WIS,1B,0.265,67,234,36,62,16,1,4,21,40,47,3,1,1,1,1,0.38,0.393,0.773
S Shoffit,LAN,1B,0.253,125,415,78,105,21,13,8,52,78,133,23,3,1,4,3,0.369,0.424,0.794
R Taloa,GL,1B,0.205,21,78,8,16,6,0,1,6,1,22,0,0,0,1,3,0.232,0.321,0.552
J White,WIS,1B,0.291,57,189,27,55,10,0,3,35,28,51,0,1,1,1,3,0.389,0.392,0.781
S Lucas,BUR,1B,0.194,25,62,8,12,0,1,0,9,12,19,0,0,1,2,0,0.333,0.226,0.559
L Parker,DAY,1B,0.269,115,405,48,109,18,3,9,50,57,95,13,1,0,4,3,0.356,0.395,0.751
J Louwsma,DAY,1B,0.247,99,340,44,84,17,0,7,44,23,68,8,3,1,2,10,0.306,0.359,0.665
B Buckman,QC,1B,0.341,67,261,39,89,19,2,14,52,17,42,2,1,0,3,6,0.384,0.59,0.974
G Dowling,KC,1B,0.262,124,451,60,118,15,1,13,78,49,66,1,1,1,4,12,0.341,0.386,0.726
C Kemp,CLI,1B,0.291,43,134,19,39,5,0,4,19,16,23,1,2,0,0,3,0.375,0.418,0.793
S Hill,QC,1B,0.303,62,261,38,79,15,0,11,44,9,58,1,1,0,1,4,0.33,0.487,0.816
D Schermerhorn,PEO,1B,0.222,39,117,10,26,3,0,0,10,7,23,3,2,0,0,4,0.283,0.248,0.531
