Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
R Casanova,REY,1B,.293,95,338,46,99,17,0,11,39,48,53,1,3,3,2,16,.388,.441,0.829
P Castellano,LAR,1B,.318,102,371,54,118,13,2,12,54,35,61,2,0,1,7,11,.375,.461,0.836
J Cruz,CHI,RF,.359,89,301,73,108,19,0,24,84,66,47,4,0,0,3,12,.473,.661,1.134
B Gil,CHI,SS,.328,90,329,64,108,34,4,3,49,36,56,7,6,6,4,8,.398,.483,0.882
J Hernandez,YUC,1B,.213,17,61,12,13,1,0,0,11,9,16,0,1,0,3,2,.320,.230,0.55
R Hidalgo,MTY,OF,.167,2,6,0,1,0,0,0,1,0,0,0,0,0,0,0,.167,.167,0.333
J Offerman,VER,DH,.186,23,86,8,16,2,0,2,10,12,8,1,0,0,0,5,.286,.279,0.565
R Perez,LAR,RF,.304,102,395,44,120,22,2,12,49,18,54,10,2,3,3,26,.340,.461,0.8
R Rivera,CAM,CF,.344,107,387,96,133,24,3,32,90,77,51,17,5,0,3,12,.461,.669,1.13
J Silva,MTY,P,--,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0.0
P Valdes,TAB,DH,.354,103,333,60,118,21,0,17,81,92,33,0,0,0,5,12,.498,.571,1.068
M Valdez,MEX,1B,.337,84,261,46,88,23,0,6,33,45,26,2,2,2,2,10,.437,.494,0.932
D White,TIG,DH,.327,102,394,66,129,28,0,16,65,46,56,3,2,0,2,18,.400,.520,0.92
M Lopez,MTY,3B,.309,52,181,28,56,11,0,6,32,37,42,0,2,0,3,6,.421,.470,0.89
W Otanez,PUE,1B,.349,104,370,58,129,29,0,19,91,64,46,0,0,0,4,19,.451,.581,1.032
E Clemente,REY,LF,.296,92,335,66,99,20,0,18,65,52,72,2,4,2,1,14,.395,.516,0.912
D Jimenez,VER,2B,.289,106,367,58,106,17,2,9,63,86,40,7,4,2,4,12,.420,.420,0.84
D McDonald,MVA,CF,.355,96,372,91,132,25,9,10,56,66,67,17,2,6,4,2,.453,.551,1.004
R Taylor,CHI,CF,.249,43,177,27,44,14,0,6,22,12,36,1,3,0,0,4,.300,.429,0.729
J Macias,CAM,2B,.339,98,386,63,131,22,5,9,62,39,33,6,1,3,1,9,.403,.492,0.895
R Mateo,REY,LF,.226,8,31,6,7,4,0,1,6,1,9,0,0,0,2,1,.235,.452,0.687
J Leon,TAB,3B,.250,15,56,8,14,4,0,0,10,5,6,0,1,0,1,3,.328,.321,0.65
E Durazo,MTY,DH,.245,14,49,1,12,3,0,0,5,5,6,1,0,0,0,5,.327,.306,0.633
D Cortes,MEX,P,--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0.0
L Matos,YUC,CF,.349,81,272,60,95,20,2,7,64,54,29,17,9,0,1,8,.475,.515,0.99
J Zuleta,REY,RF,.233,35,133,22,31,6,0,5,20,11,38,0,0,0,0,10,.315,.391,0.706
J Ortiz,SAL,2B,.412,17,68,20,28,6,0,7,23,5,3,2,0,0,1,2,.461,.809,1.269
H Cota,MTY,DH,.279,64,208,36,58,11,1,9,39,37,48,0,0,1,6,10,.378,.471,0.85
R Gonzalez,TAB,LF,.353,55,184,32,65,8,0,5,23,29,20,4,5,3,2,16,.442,.478,0.921
G Gil,MEX,1B,.301,77,259,45,78,14,1,9,48,30,26,1,5,5,1,15,.393,.467,0.861
T Perez,VER,1B,.323,77,288,50,93,16,2,8,37,36,19,11,2,6,1,11,.406,.476,0.882
A Sanchez,TIG,CF,.336,88,351,53,118,11,4,6,35,17,37,18,10,16,4,2,.371,.442,0.813
D Cesar,LAG,2B,.380,99,411,92,156,36,4,5,58,58,36,40,10,0,2,6,.456,.523,0.979
R Reyes,PUE,CF,.355,105,392,85,139,33,4,12,87,56,53,12,4,1,7,11,.431,.551,0.982
L Terrero,LAG,CF,.345,103,388,87,134,29,4,21,90,52,79,16,5,0,4,9,.440,.603,1.043
M Valenzuela,MEX,OF,.382,46,170,37,65,11,1,9,33,10,26,8,0,0,1,3,.418,.618,1.035
L Garcia,CAM,LF,.307,104,391,52,120,28,3,7,60,35,30,3,3,0,9,17,.356,.448,0.804
K Pellow,MTY,RF,.290,93,362,69,105,19,1,12,51,22,43,1,1,0,2,10,.348,.448,0.795
A Amezcua,MTY,C,.327,48,171,21,56,12,0,1,33,18,24,3,2,3,3,5,.392,.415,0.807
C Snelling,MTY,RF,.324,49,179,34,58,16,2,5,29,33,27,0,0,2,0,4,.435,.520,0.954
M McDougall,REY,3B,.286,103,413,64,118,20,0,20,86,33,51,9,0,5,9,15,.336,.479,0.816
C Rivera,OAX,1B,.358,95,355,66,127,24,1,20,79,45,40,3,0,0,3,17,.434,.600,1.034
J De Paula,TIG,P,.000,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,.000,.000,0.0
P Laforest,VER,C,.250,17,60,4,15,1,0,3,6,11,20,0,0,0,0,3,.375,.417,0.792
J Aceves,SAL,C,.251,74,235,38,59,17,0,7,41,17,50,1,2,3,2,4,.302,.413,0.715
O Robles,MEX,3B,.351,100,396,74,139,25,1,6,74,57,24,2,3,3,7,19,.432,.465,0.897
M Ojeda,MEX,C,.321,89,293,60,94,15,1,17,63,45,52,5,3,5,5,8,.407,.553,0.96
J Vasquez,MTY,P,--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0.0
J Knott,MVA,OF,.293,15,58,12,17,4,0,2,9,10,14,1,1,2,1,1,.400,.466,0.866
J Cota,SAL,OF,.331,91,354,53,117,25,3,17,79,23,41,8,3,0,1,8,.380,.562,0.942
H Hernandez,VER,SS,.290,100,321,49,93,12,1,5,38,19,29,4,3,5,2,6,.331,.380,0.711
C Orrantia,MTY,2B,.261,62,188,27,49,7,0,2,17,14,32,4,2,4,0,7,.319,.330,0.648
