Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 18,CSU Bakersfield,"W, 5-1",-,-,-,-,-,-,-,-,-,-,-
Feb 21,at San Jose St.,"W, 3-2",0,0,0,-,-,-,0,-,-,-,-
Feb 22,at San Jose St.,"L, 7-5",-,-,-,-,-,-,-,-,-,-,-
Feb 23,at San Jose St.,"W, 10-1",-,-,-,-,-,-,-,-,-,-,-
Feb 25,at UCLA,"W, 6-4",-,-,-,-,-,-,-,-,-,-,-
Feb 28,Princeton,"W, 9-1",0,0,0,-,-,-,0,-,-,-,-
Mar 2,Princeton,"W, 18-10",-,-,-,-,-,-,-,-,-,-,-
Mar 2,Princeton,"W, 11-0",-,-,-,-,-,-,-,-,-,-,-
Mar 4,Waseda University (Japan),"W, 2-1",-,-,-,-,-,-,-,-,-,-,-
Mar 7,vs. Mississippi State,"W, 8-3",0,0,0,-,-,-,0,-,-,-,-
Mar 8,vs. Mississippi State,"W, 7-6",-,-,-,-,-,-,-,-,-,-,-
Mar 8,at Arizona,"L, 10-5",-,-,-,-,-,-,-,-,-,-,-
Mar 9,at Arizona,"W, 10-2",-,-,-,-,-,-,-,-,-,-,-
Mar 11,Pepperdine,"W, 2-1",-,-,-,-,-,-,-,-,-,-,-
Mar 14,Wichita State,"W, 2-1",0,0,0,-,-,-,0,-,-,-,-
Mar 15,Wichita State,"L, 16-5",-,-,-,-,-,-,-,-,-,-,-
Mar 16,Wichita State,"W, 3-2",-,-,-,-,-,-,-,-,-,-,-
Mar 21,Wagner,"W, 8-4",0,0,0,-,-,-,0,-,-,-,-
Mar 22,Wagner,"W, 13-3",-,-,-,-,-,-,-,-,-,-,-
Mar 22,Wagner,"W, 7-1",-,-,-,-,-,-,-,-,-,-,-
Mar 23,Wagner,"W, 9-2",-,-,-,-,-,-,-,-,-,-,-
Mar 25,at Fresno State,"W, 5-4",-,-,-,-,-,-,-,-,-,-,-
Mar 28,Hawai'i,"L, 3-1",0,0,0,-,-,-,0,-,-,-,-
Mar 29,Hawai'i,"W, 8-7",-,-,-,-,-,-,-,-,-,-,-
Mar 30,Hawai'i,"L, 12-4",-,-,-,-,-,-,-,-,-,-,-
Apr 4,at Cal Poly,"W, 8-6",-,-,-,-,-,-,-,-,-,-,-
Apr 5,at Cal Poly,"L, 8-7",-,-,-,-,-,-,-,-,-,-,-
Apr 6,at Cal Poly,"L, 1-0",-,-,-,-,-,-,-,-,-,-,-
Apr 11,Cal State Fullerton,"L, 11-9",-,-,-,-,-,-,-,-,-,-,-
Apr 12,Cal State Fullerton,"W, 3-2",-,-,-,-,-,-,-,-,-,-,-
Apr 13,Cal State Fullerton,"W, 2-1",-,-,-,-,-,-,-,-,-,-,-
Apr 14,BYU,"W, 9-5",-,-,-,-,-,-,-,-,-,-,-
Apr 17,at Long Beach State,"L, 3-2",0,0,0,-,-,-,0,-,-,-,-
Apr 18,at Long Beach State,"L, 1-0",-,-,-,-,-,-,-,-,-,-,-
Apr 19,at Long Beach State,"W, 2-1",-,-,-,-,-,-,-,-,-,-,-
Apr 25,UC Riverside,"W, 6-2",0,0,0,-,-,-,0,-,-,-,-
Apr 26,UC Riverside,"W, 6-5",-,-,-,-,-,-,-,-,-,-,-
Apr 27,UC Riverside,"L, 7-3",-,-,-,-,-,-,-,-,-,-,-
Apr 29,UCLA,"T, 5-5",-,-,-,-,-,-,-,-,-,-,-
May 2,at UC Irvine,"L, 6-2",0,0,0,-,-,-,0,-,-,-,-
May 3,at UC Irvine,"L, 3-2",-,-,-,-,-,-,-,-,-,-,-
May 4,at UC Irvine,"L, 8-0",-,-,-,-,-,-,-,-,-,-,-
May 6,at CSU Bakersfield,"W, 7-3",-,-,-,-,-,-,-,-,-,-,-
May 9,Cal State Northridge,"W, 4-3",0,0,0,-,-,-,0,-,-,-,-
May 10,Cal State Northridge,"W, 6-0",-,-,-,-,-,-,-,-,-,-,-
May 11,Cal State Northridge,"L, 4-1",-,-,-,-,-,-,-,-,-,-,-
May 13,at Pepperdine,"L, 12-5",-,-,-,-,-,-,-,-,-,-,-
May 16,at San Francisco,"W, 10-4",0,0,0,-,-,-,0,-,-,-,-
May 17,at San Francisco,"W, 6-0",-,-,-,-,-,-,-,-,-,-,-
May 18,at San Francisco,"L, 8-4",-,-,-,-,-,-,-,-,-,-,-
May 22,at UC Davis,"W, 7-1",0,0,0,-,-,-,0,-,-,-,-
May 23,at UC Davis,"W, 6-5",-,-,-,-,-,-,-,-,-,-,-
May 24,at UC Davis,"W, 6-3",-,-,-,-,-,-,-,-,-,-,-
