Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
T Batista,MIN,3B,0.236,50,178,24,42,12,0,5,21,15,27,0,1,0,0,5,0.303,0.388,0.69
A Boone,CLE,3B,0.251,104,354,50,89,19,1,7,46,27,62,5,4,4,1,4,0.314,0.37,0.684
A Rodriguez,NYY,3B,0.29,154,572,113,166,26,1,35,121,90,139,15,4,0,4,22,0.392,0.523,0.914
F Tatis,BAL,3B,0.25,28,56,7,14,6,1,2,8,6,17,0,0,0,2,2,0.313,0.5,0.813
A Beltre,SEA,3B,0.268,156,620,88,166,39,4,25,89,47,118,11,5,1,3,15,0.328,0.465,0.792
T Glaus,TOR,3B,0.252,153,540,105,136,27,0,38,104,86,134,3,2,0,5,25,0.355,0.513,0.868
E Chavez,OAK,3B,0.241,137,485,74,117,24,2,22,72,84,100,3,0,0,6,19,0.351,0.435,0.786
M Lowell,BOS,3B,0.284,153,573,79,163,47,1,20,80,47,61,2,2,0,7,22,0.339,0.475,0.814
R Branyan,TB,3B,0.201,64,169,23,34,10,0,12,27,19,62,2,0,1,2,1,0.286,0.473,0.76
J Crede,CWS,3B,0.283,150,544,76,154,31,0,30,94,28,58,0,2,0,7,18,0.323,0.506,0.828
P Ozuna,CWS,3B,0.328,79,189,25,62,12,2,2,17,7,16,6,6,3,0,3,0.365,0.444,0.809
M Mora,BAL,3B,0.274,155,624,96,171,25,0,16,83,54,99,11,1,6,7,9,0.342,0.391,0.733
C Blake,CLE,3B,0.282,109,401,63,113,20,1,19,68,45,93,6,0,1,5,11,0.356,0.479,0.835
B Inge,DET,3B,0.253,159,542,83,137,29,2,27,83,43,128,7,4,4,5,12,0.313,0.463,0.776
S Burroughs,TB,3B,0.19,8,21,3,4,1,0,0,1,4,7,1,0,0,0,1,0.32,0.238,0.558
A Huff,TB,3B,0.283,63,230,26,65,15,1,8,28,24,25,0,0,0,2,4,0.348,0.461,0.809
A Perez,OAK,3B,0.102,57,98,10,10,5,1,1,8,10,44,0,1,1,0,0,0.185,0.204,0.389
H Clark,BAL,3B,0.143,7,7,1,1,0,0,0,0,2,2,0,0,1,0,0,0.333,0.143,0.476
C Figgins,LAA,3B,0.267,155,604,93,161,23,8,9,62,65,100,52,16,5,7,6,0.336,0.376,0.712
H Blalock,TEX,3B,0.266,152,591,76,157,26,3,16,89,51,98,1,0,0,2,15,0.325,0.401,0.726
J Cantu,TB,3B,0.249,107,413,40,103,18,2,14,62,26,91,1,1,0,6,16,0.295,0.404,0.699
T Wigginton,TB,3B,0.275,122,444,55,122,25,1,24,79,32,97,4,3,1,3,11,0.33,0.498,0.828
J Peralta,CLE,3B,0.257,149,569,84,146,28,3,13,68,56,152,0,1,3,3,19,0.323,0.385,0.708
D McPherson,LAA,3B,0.261,40,115,16,30,4,0,7,13,6,40,1,0,0,0,3,0.298,0.478,0.776
G Dobbs,SEA,3B,0.37,23,27,4,10,3,1,0,3,0,4,0,1,0,0,0,0.393,0.556,0.948
B Upton,TB,3B,0.246,50,175,20,43,5,0,1,10,13,40,11,3,0,0,1,0.302,0.291,0.593
L Rodriguez,MIN,3B,0.235,59,115,11,27,4,0,2,6,14,16,0,0,2,1,3,0.315,0.322,0.637
A Marte,CLE,3B,0.226,50,164,20,37,15,1,5,23,13,38,0,0,0,0,3,0.287,0.421,0.707
T Tiffee,MIN,3B,0.244,20,45,4,11,1,0,2,6,4,8,0,1,0,0,2,0.306,0.4,0.706
M Izturis,LAA,3B,0.293,104,352,64,103,21,3,5,44,38,35,14,6,5,1,7,0.365,0.412,0.777
J Keppinger,KC,3B,0.267,22,60,11,16,2,0,2,8,5,6,0,0,2,0,2,0.323,0.4,0.723
J Hattig,TOR,3B,0.333,13,24,2,8,1,0,0,3,5,8,0,0,0,0,1,0.448,0.375,0.823
J Hannahan,DET,3B,0.0,3,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0.1,0.0,0.1
J Fields,CWS,3B,0.15,11,20,4,3,2,0,1,2,5,8,0,0,0,0,0,0.32,0.4,0.72
K Kouzmanoff,CLE,3B,0.214,16,56,4,12,2,0,3,11,5,12,0,0,0,0,3,0.279,0.411,0.689
