Player,Team,POS,AVG,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,SH,SF,GIDP,OBP,SLG,OPS
Y Betancourt,NWA,2B,0.333,4,15,1,5,1,0,1,4,0,3,0,0,0,0,0,0.333,0.6,0.933
E Duncan,NWA,2B,0.267,52,187,21,50,6,2,4,24,8,45,3,1,2,1,6,0.303,0.385,0.688
R Mount,ARK,2B,0.236,71,254,23,60,13,1,5,26,18,57,3,2,0,5,3,0.284,0.354,0.639
J Herrera,TUL,2B,0.176,5,17,2,3,0,0,1,1,0,0,0,0,2,0,1,0.176,0.353,0.529
J Valdez,SA,2B,0.225,128,462,52,104,24,2,12,46,21,126,13,7,5,7,11,0.273,0.364,0.637
J Garcia,SPR,2B,0.261,74,253,32,66,10,0,3,17,20,50,10,2,1,1,5,0.321,0.336,0.657
K Mertins,NWA,2B,0.205,25,73,6,15,2,0,0,4,5,10,1,2,1,2,3,0.277,0.233,0.51
T Ladendorf,MID,2B,0.24,104,416,59,100,20,1,9,54,42,89,7,4,4,3,14,0.324,0.358,0.682
A Nina,TUL,2B,0.269,118,412,45,111,19,2,6,52,27,67,9,4,1,3,13,0.315,0.369,0.684
R Navarro,NWA,2B,0.25,109,400,51,100,14,3,3,39,30,41,9,4,9,6,9,0.305,0.323,0.627
M Wing,SA,2B,0.1,5,10,0,1,0,0,0,0,0,1,0,1,0,0,0,0.1,0.1,0.2
J Galvez,SA,2B,0.292,82,312,47,91,20,2,6,35,31,70,12,3,1,1,9,0.364,0.426,0.79
D Anna,SA,2B,0.271,129,425,75,115,16,3,10,47,66,76,6,4,1,7,8,0.377,0.393,0.77
J Cesario,TUL,2B,0.245,59,192,26,47,9,1,5,23,9,32,2,1,2,1,2,0.291,0.38,0.671
K Wong,SPR,2B,0.287,126,523,79,150,23,6,9,52,44,74,21,11,2,3,6,0.348,0.405,0.754
F Cabrera,SA,2B,0.4,4,5,3,2,1,0,0,0,1,0,0,0,0,0,0,0.5,0.6,1.1
E Hernandez,CC,2B,0.247,23,81,7,20,2,0,1,3,4,9,2,2,1,0,4,0.299,0.309,0.607
J Kreke,CC,2B,0.19,50,137,15,26,4,1,1,11,4,45,9,2,0,2,0,0.221,0.255,0.476
B Wikoff,CC,2B,0.19,22,63,7,12,2,0,0,2,9,6,1,0,3,1,1,0.297,0.222,0.52
B Valera,SPR,2B,0.2,3,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0.2,0.2,0.4
W Merrifield,NWA,2B,0.26,24,96,12,25,2,1,1,8,8,19,3,2,1,1,5,0.314,0.333,0.648
B Altman,SA,2B,0.242,33,62,10,15,2,0,1,7,7,13,0,1,0,0,0,0.329,0.323,0.651
M Fabiaschi,MID,2B,0.0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0
J Thompson,CC,2B,0.119,18,42,1,5,1,0,0,1,0,17,0,0,0,0,0,0.159,0.143,0.302
A Yarbrough,ARK,2B,0.111,5,18,1,2,1,0,0,0,0,3,0,0,0,0,0,0.111,0.167,0.278
