Name,Country,sex,tour,sl,tr,ju,yob,class,round,div,date,site id
 , , , , , , , , , , , , 
LLEWELLYN Jaret,CAN,M,11IWWF01,0.0,0.0,65.4,1970.0,R,1.0,OpeM,07/24/2011,RUSDUBNA
 , , , , , , , , , , , , 
LLEWELLYN Jaret,CAN,M,11IWWF01,0.0,9560.0,0.0,1970.0,R,1.0,OpeM,07/24/2011,RUSDUBNA
 , , , , , , , , , , , , 
LLEWELLYN Jaret,CAN,M,11IWWF01,57.0,0.0,0.0,1970.0,R,1.0,OpeM,07/24/2011,RUSDUBNA
LLEWELLYN Jaret,CAN,M,11IWWF01,57.0,9560.0,65.4,1970.0,R,1.0,OpeM,07/24/2011,RUSDUBNA
 , , , , , , , , , , , , 
LLEWELLYN Jaret,CAN,M,11IWWF01,0.0,0.0,64.1,1970.0,R,2.0,OpeM,07/24/2011,RUSDUBNA
 , , , , , , , , , , , , 
LLEWELLYN Jaret,CAN,M,11IWWF01,0.0,9760.0,0.0,1970.0,R,2.0,OpeM,07/24/2011,RUSDUBNA
 , , , , , , , , , , , , 
LLEWELLYN Jaret,CAN,M,11S174P,0.0,0.0,67.3,1970.0,R,1.0,IM,05/29/2011,USAS0328
 , , , , , , , , , , , , 
LLEWELLYN Jaret,CAN,M,11S174P,0.0,10460.0,0.0,1970.0,R,1.0,IM,05/29/2011,USAS0328
 , , , , , , , , , , , , 
LLEWELLYN Jaret,CAN,M,11S174P,0.0,0.0,55.2,1970.0,R,2.0,IM,05/29/2011,USAS0328
 , , , , , , , , , , , , 
LLEWELLYN Jaret,CAN,M,11S174P,0.0,10560.0,0.0,1970.0,R,2.0,IM,05/29/2011,USAS0328
 , , , , , , , , , , , , 
LLEWELLYN Jaret,CAN,M,11S160R,0.0,0.0,69.6,1970.0,R,1.0,OM,05/22/2011,USAS0355
 , , , , , , , , , , , , 
LLEWELLYN Jaret,CAN,M,11S160R,0.0,10460.0,0.0,1970.0,R,1.0,OM,05/22/2011,USAS0355
 , , , , , , , , , , , , 
LLEWELLYN Jaret,CAN,M,11S160R,59.0,0.0,0.0,1970.0,R,1.0,OM,05/22/2011,USAS0355
LLEWELLYN Jaret,CAN,M,11S160R,59.0,10460.0,69.6,1970.0,R,1.0,OM,05/22/2011,USAS0355
 , , , , , , , , , , , , 
LLEWELLYN Jaret,CAN,M,11S160R,0.0,0.0,63.3,1970.0,R,2.0,OM,05/22/2011,USAS0355
 , , , , , , , , , , , , 
LLEWELLYN Jaret,CAN,M,11S160R,0.0,10360.0,0.0,1970.0,R,2.0,OM,05/22/2011,USAS0355
 , , , , , , , , , , , , 
LLEWELLYN Jaret,CAN,M,11S160R,57.5,0.0,0.0,1970.0,R,2.0,OM,05/22/2011,USAS0355
LLEWELLYN Jaret,CAN,M,11S160R,57.5,10360.0,63.3,1970.0,R,2.0,OM,05/22/2011,USAS0355
