Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 26,at St. Mary's (Md.),"L, 4-3",3,1,1,-,-,-,0,-,1,-,-
Feb 26,at St. Mary's (Md.),"W, 8-4",2,1,0,-,-,-,0,-,1,-,-
Feb 28,at Catholic,"L, 4-1",4,0,2,-,-,-,1,-,-,1,-
Mar 2,at Stevenson,"L, 10-6",3,0,1,-,-,-,0,1,-,-,1
Mar 10,vs. Lesley,"W, 7-0",3,1,0,-,-,-,0,1,-,-,-
Mar 10,vs. Lesley,"W, 5-0",2,2,1,-,-,-,0,2,-,2,-
Mar 11,vs. New Jersey City,"W, 7-1",4,1,0,-,-,-,0,1,3,1,-
Mar 12,vs. Gordon,"W, 11-8",4,1,1,1,-,-,1,-,-,-,-
Mar 14,vs. Mass.-Boston,"W, 12-0",3,1,0,-,-,-,0,2,-,-,-
Mar 15,vs. Rhode Island College,"W, 6-2",3,0,0,-,-,-,0,-,-,-,-
Mar 15,vs. Rhode Island College,"W, 6-2",3,0,1,-,-,-,2,-,1,-,-
Mar 16,vs. Drew,"W, 4-3",4,0,0,-,-,-,0,-,1,-,-
Mar 21,Penn. St.-Mont Alto,"W, 4-1",3,0,0,-,-,-,0,-,1,-,-
Mar 23,at Penn St.-Harrisburg,"W, 15-8",4,0,1,-,-,-,4,1,-,-,-
Mar 27,Washington (Md.),"L, 7-6",4,1,2,1,-,-,0,-,1,-,-
Mar 30,at Washington (Md.),"L, 6-5",4,0,1,-,-,-,0,-,-,-,-
Mar 31,Muhlenberg,"W, 3-1",4,0,1,-,-,-,1,-,-,-,-
Mar 31,Muhlenberg,"L, 4-2",4,0,1,-,-,-,0,-,-,-,-
Apr 3,at Johns Hopkins,"L, 9-5",2,0,0,-,-,-,0,-,-,-,-
Apr 5,Johns Hopkins,"L, 13-7",4,0,1,-,-,-,1,-,2,-,-
Apr 7,at Haverford,"W, 13-10",5,1,2,-,-,-,0,1,-,-,-
Apr 7,at Haverford,"W, 10-5",5,0,3,1,-,-,2,-,-,1,-
Apr 9,Penn St.-York,"W, 9-2",2,2,1,1,-,-,1,-,-,-,-
Apr 10,at Dickinson,"W, 7-2",4,1,1,1,-,-,0,-,-,-,-
Apr 13,Dickinson,"W, 7-6",4,0,0,-,-,-,0,-,3,-,-
Apr 14,at Swarthmore,"W, 4-3",4,1,1,-,-,-,0,-,-,-,-
Apr 14,at Swarthmore,"W, 11-3",5,0,2,-,-,-,0,-,-,-,-
Apr 17,Gettysburg,"L, 7-5",4,1,3,1,-,-,0,-,-,-,-
Apr 20,at Gettysburg,"L, 15-9",2,0,0,-,-,-,0,-,-,-,-
Apr 23,Gallaudet, ,-,-,-,-,-,-,-,-,-,-,-
Apr 25,at Messiah,"W, 3-0",4,1,2,1,-,-,1,-,-,-,-
Apr 28,at Franklin & Marshall,"W, 3-0",4,0,0,-,-,-,0,-,1,-,-
Apr 28,at Franklin & Marshall,"W, 7-1",4,1,2,1,-,-,1,-,-,-,1
Apr 29,Ursinus,"W, 4-3",3,1,1,-,-,-,0,1,-,-,-
Apr 29,Ursinus,"W, 8-5",4,3,3,-,1,-,2,-,-,2,-
May 4,at Johns Hopkins,"L, 6-2",4,0,2,-,-,-,1,-,-,-,-
May 5,vs. Washington (Md.),"L, 6-0",4,0,1,-,-,-,0,-,-,-,-
May 16,Penn St.-Abington,"L, 10-6",5,2,2,-,-,-,0,-,-,-,-
