Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 18,CSU Bakersfield,"W, 5-1",3,1,0,-,-,-,1,-,1,-,-
Feb 21,at San Jose St.,"W, 3-2",5,1,2,1,-,-,0,-,-,-,-
Feb 22,at San Jose St.,"L, 7-5",4,0,1,-,-,-,0,-,1,-,-
Feb 23,at San Jose St.,"W, 10-1",5,2,2,-,-,-,2,-,-,-,-
Feb 25,at UCLA,"W, 6-4",3,0,0,-,-,-,0,-,1,-,-
Feb 28,Princeton,"W, 9-1",4,0,1,-,-,-,0,-,2,-,1
Mar 2,Princeton,"W, 18-10",3,1,2,1,-,-,4,-,1,1,-
Mar 2,Princeton,"W, 11-0",3,2,1,1,-,-,1,1,-,-,-
Mar 4,Waseda University (Japan),"W, 2-1",-,-,-,-,-,-,-,-,-,-,-
Mar 7,vs. Mississippi State,"W, 8-3",5,1,1,-,-,-,0,-,-,-,-
Mar 8,vs. Mississippi State,"W, 7-6",3,3,2,-,-,-,0,1,-,-,-
Mar 8,at Arizona,"L, 10-5",2,0,0,-,-,-,1,1,1,-,-
Mar 9,at Arizona,"W, 10-2",3,0,1,-,-,-,1,-,1,-,-
Mar 11,Pepperdine,"W, 2-1",3,0,1,-,-,-,0,-,-,-,-
Mar 14,Wichita State,"W, 2-1",4,1,2,-,-,-,1,-,-,1,-
Mar 15,Wichita State,"L, 16-5",4,0,0,-,-,-,1,-,-,-,-
Mar 16,Wichita State,"W, 3-2",4,1,1,-,-,-,0,-,-,-,-
Mar 21,Wagner,"W, 8-4",5,1,0,-,-,-,0,-,1,1,-
Mar 22,Wagner,"W, 13-3",4,2,2,-,-,-,0,-,-,1,-
Mar 22,Wagner,"W, 7-1",3,1,1,-,-,-,1,1,-,-,-
Mar 23,Wagner,"W, 9-2",4,0,1,-,-,-,0,-,2,-,-
Mar 25,at Fresno State,"W, 5-4",3,0,1,-,-,-,0,1,-,-,-
Mar 28,Hawai'i,"L, 3-1",3,0,0,-,-,-,0,1,1,-,-
Mar 29,Hawai'i,"W, 8-7",4,1,1,-,1,-,1,-,-,-,-
Mar 30,Hawai'i,"L, 12-4",3,0,1,-,-,-,0,-,-,-,-
Apr 4,at Cal Poly,"W, 8-6",4,0,0,-,-,-,0,-,-,-,-
Apr 5,at Cal Poly,"L, 8-7",4,1,2,1,-,-,0,-,-,-,-
Apr 6,at Cal Poly,"L, 1-0",3,0,1,-,-,-,0,-,1,-,-
Apr 11,Cal State Fullerton,"L, 11-9",4,0,1,-,-,-,1,-,-,-,-
Apr 12,Cal State Fullerton,"W, 3-2",3,0,0,-,-,-,0,-,-,-,-
Apr 13,Cal State Fullerton,"W, 2-1",3,0,1,-,-,-,0,-,-,-,-
Apr 14,BYU,"W, 9-5",5,1,2,1,-,-,0,-,-,-,-
Apr 17,at Long Beach State,"L, 3-2",1,1,0,-,-,-,0,1,-,-,-
Apr 18,at Long Beach State,"L, 1-0",4,0,0,-,-,-,0,-,-,-,-
Apr 19,at Long Beach State,"W, 2-1",3,0,1,-,-,-,0,1,-,-,-
Apr 25,UC Riverside,"W, 6-2",2,1,0,-,-,-,0,-,-,-,-
Apr 26,UC Riverside,"W, 6-5",4,1,1,-,-,-,0,-,-,-,-
Apr 27,UC Riverside,"L, 7-3",2,1,1,-,-,-,1,1,-,1,-
Apr 29,UCLA,"T, 5-5",5,1,1,-,-,-,0,-,-,-,-
May 2,at UC Irvine,"L, 6-2",5,0,0,-,-,-,0,-,2,-,-
May 3,at UC Irvine,"L, 3-2",4,0,1,-,-,-,1,-,1,-,-
May 4,at UC Irvine,"L, 8-0",4,0,1,-,-,-,0,-,-,-,-
May 6,at CSU Bakersfield,"W, 7-3",3,1,1,-,-,-,0,1,-,-,-
May 9,Cal State Northridge,"W, 4-3",4,0,0,-,-,-,0,-,-,-,-
May 10,Cal State Northridge,"W, 6-0",4,0,2,-,-,-,0,-,-,-,-
May 11,Cal State Northridge,"L, 4-1",3,0,0,-,-,-,0,-,1,-,-
May 13,at Pepperdine,"L, 12-5",0,0,0,-,-,-,0,-,-,-,-
May 16,at San Francisco,"W, 10-4",5,0,1,-,-,-,0,-,2,-,-
May 17,at San Francisco,"W, 6-0",3,0,1,-,-,-,2,-,-,-,-
May 18,at San Francisco,"L, 8-4",4,2,3,2,-,-,1,-,1,-,-
May 22,at UC Davis,"W, 7-1",2,0,0,-,-,-,0,1,-,1,-
May 23,at UC Davis,"W, 6-5",3,1,1,-,1,-,1,-,1,-,-
May 24,at UC Davis,"W, 6-3",3,1,1,1,-,-,1,-,-,-,-
