Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 27,at Randolph-Macon,"L, 5-1",3,0,0,-,-,-,0,-,1,-,-
Feb 27,at Randolph-Macon,"L, 7-0",3,0,0,-,-,-,0,-,-,-,-
Mar 6,at Sweet Briar,"W, 4-2",3,0,1,-,-,-,1,-,-,-,-
Mar 6,at Sweet Briar,"L, 3-2",4,1,1,1,-,-,0,-,1,1,-
Mar 9,at Gallaudet,"W, 8-0",3,3,1,1,-,-,0,1,-,-,-
Mar 9,at Gallaudet,"W, 19-5",3,2,1,-,1,-,3,2,-,-,-
Mar 10,at Virginia St.,"W, 4-0",3,0,1,-,-,-,0,1,1,-,-
Mar 10,at Virginia St.,"W, 9-5",4,1,0,-,-,-,0,1,-,-,-
Mar 11,at Rappahannock,"W, 11-1",2,4,2,-,-,-,0,2,-,-,-
Mar 11,at Rappahannock,"W, 11-0",3,1,2,-,-,-,0,1,-,3,-
Mar 19,Virginia St.,"W, 4-3",4,0,0,-,-,-,0,-,1,-,-
Mar 19,Virginia St.,"W, 5-4",3,2,1,-,-,-,0,1,-,-,-
Mar 22,Maine-Presque Isle,"L, 4-1",4,0,1,-,-,-,0,-,1,-,-
Mar 22,Maine-Presque Isle,"W, 5-1",3,0,0,-,-,-,0,-,1,-,-
Mar 25,Maine-Presque Isle,"W, 10-2",3,1,2,-,-,-,0,-,1,-,-
Mar 25,Maine-Presque Isle,"W, 2-1",3,0,0,-,-,-,0,1,-,-,-
Mar 30,at Mary Baldwin,"W, 5-0",3,1,0,-,-,-,0,1,-,-,-
Mar 30,at Mary Baldwin,"W, 9-0",3,1,0,-,-,-,0,1,-,1,-
Apr 2,Briarcliffe (N.Y.),"W, 2-1",4,1,1,-,-,-,0,-,1,-,-
Apr 2,Briarcliffe (N.Y.),"W, 5-4",3,0,0,-,-,-,0,1,-,-,-
Apr 7,Sweet Briar,"L, 5-3",4,0,2,-,-,-,2,-,-,-,-
Apr 7,Sweet Briar,"W, 5-3",4,0,0,-,-,-,0,-,1,-,-
Apr 10,at Hood,"L, 8-0",2,0,0,-,-,-,0,-,-,-,-
Apr 10,at Hood,"L, 1-0",3,0,0,-,-,-,0,-,-,-,-
Apr 12,at Virginia Union,"W, 10-2",3,2,1,-,-,-,0,1,-,-,-
Apr 12,at Virginia Union,"W, 23-4",5,2,3,1,-,-,0,-,-,-,-
Apr 14,Gallaudet,"W, 13-0",1,0,0,-,-,-,0,-,-,-,-
Apr 14,Gallaudet,"W, 11-6",3,2,0,-,-,-,0,2,-,-,-
Apr 20,at Bridgewater,"L, 3-0",3,0,0,-,-,-,0,-,1,-,-
Apr 20,at Bridgewater,"L, 6-2",3,0,0,-,-,-,0,-,1,-,-
May 8,vs. St. Joseph's (Brkln),"W, 2-1",4,0,0,-,-,-,0,-,2,-,-
May 8,vs. St. Mary-Woods,"L, 10-2",-,-,-,-,-,-,-,-,-,-,-
May 10,vs. Penn St.-Hazleton,"W, 4-0",-,-,-,-,-,-,-,-,-,-,-
