Date,Opponent,Score,ab,r,h,2b,3b,hr,rbi,bb,k,sb,cs
Feb 7,vs. USC Aiken,"L, 8-0",2,0,0,-,-,-,0,-,1,-,-
Feb 7,vs. Clark Atlanta,"W, 13-2",1,0,0,-,-,-,0,-,-,-,-
Feb 8,vs. St. Augustine's,"W, 12-8",-,-,-,-,-,-,-,-,-,-,-
Feb 8,vs. Claflin,"W, 5-2",-,-,-,-,-,-,-,-,-,-,-
Feb 8,vs. Ohio Valley,"W, 10-1",-,-,-,-,-,-,-,-,-,-,-
Feb 9,at Lander,"L, 7-1",0,0,0,-,-,-,0,1,-,-,-
Feb 9,at Lander,"L, 1-0",1,0,0,-,-,-,0,1,-,-,-
Feb 16,Columbia (S.C.),"L, 3-1",1,0,0,-,-,-,0,-,-,-,-
Feb 16,Columbia (S.C.),"L, 13-5",3,1,1,-,-,-,0,-,-,-,1
Feb 22,UNC Pembroke,"L, 7-3",1,0,0,-,-,-,0,-,-,-,-
Feb 22,UNC Pembroke,"W, 2-0",-,-,-,-,-,-,-,-,-,-,-
Feb 28,Belmont Abbey,"W, 16-1",3,2,3,1,-,-,0,-,-,-,-
Feb 28,Belmont Abbey,"W, 6-5",3,0,1,-,-,-,0,-,-,-,-
Mar 2,at St. Andrews,"W, 7-6",4,1,1,-,-,-,0,-,-,-,-
Mar 2,at St. Andrews,"L, 7-6",1,0,0,-,-,-,0,-,-,-,-
Mar 9,at Barton,"L, 6-1",-,-,-,-,-,-,-,-,-,-,-
Mar 9,at Barton,"W, 2-0",3,1,2,-,-,-,0,-,-,-,-
Mar 11,Johnson C. Smith,"W, 4-3",3,0,0,-,-,-,0,-,-,-,-
Mar 11,Johnson C. Smith,"W, 12-0",-,-,-,-,-,-,-,-,-,-,-
Mar 15,at Carson-Newman,"W, 6-4",-,-,-,-,-,-,-,-,-,-,-
Mar 15,at Carson-Newman,"L, 4-0",3,0,0,-,-,-,0,-,-,-,-
Mar 17,Edinboro,"L, 18-9",1,1,0,-,-,-,2,-,-,-,-
Mar 17,Edinboro,"L, 10-5",3,0,0,-,-,-,0,-,-,-,-
Mar 20,Catawba,"L, 6-5",-,-,-,-,-,-,-,-,-,-,-
Mar 20,Catawba,"L, 10-3",1,0,1,-,-,-,1,-,-,-,-
Mar 22,at Lincoln Memorial,"L, 6-4",1,0,0,-,-,-,0,-,-,-,-
Mar 22,at Lincoln Memorial,"W, 3-2",2,0,0,-,-,-,0,-,-,-,-
Mar 26,at Queens (N.C.),"W, 7-4",-,-,-,-,-,-,-,-,-,-,-
Mar 26,at Queens (N.C.),"L, 11-9",2,1,2,-,-,-,1,-,-,-,-
Mar 30,Mars Hill,"L, 14-0",1,0,0,-,-,-,0,1,-,-,-
Mar 30,Mars Hill,"W, 15-14",-,-,-,-,-,-,-,-,-,-,-
Apr 2,at Lenoir-Rhyne,"L, 7-0",1,0,0,-,-,-,0,-,-,-,-
Apr 2,at Lenoir-Rhyne,"L, 6-4",-,-,-,-,-,-,-,-,-,-,-
Apr 5,Brevard,"L, 5-4",1,0,0,-,-,-,0,-,-,-,-
Apr 5,Brevard,"L, 5-4",1,1,0,-,-,-,0,2,-,-,-
Apr 8,at Wingate,"L, 4-3",-,-,-,-,-,-,-,-,-,-,-
Apr 8,at Wingate,"W, 3-2",-,-,-,-,-,-,-,-,-,-,-
Apr 12,Tusculum,"L, 1-0",-,-,-,-,-,-,-,-,-,-,-
Apr 12,Tusculum,"L, 2-0",2,0,0,-,-,-,0,1,-,-,-
Apr 16,at Newberry,"L, 1-0",-,-,-,-,-,-,-,-,-,-,-
Apr 16,at Newberry,"L, 9-1",2,0,0,-,-,-,0,-,-,-,-
Apr 18,Anderson (S.C.),"L, 2-1",1,0,0,-,-,-,0,-,-,-,-
Apr 18,Anderson (S.C.),"L, 8-5",-,-,-,-,-,-,-,-,-,-,-
